Info,Course Title,Course Description,Credits,Course Number
"Course Chair:     Casey Driessen  
Semesters Offered:     Spring Only  
Required of:     CPPD graduate students  
Electable by:     CPPD graduate students  
Prerequisites:     Written approval of program director  
Department Code:     CPRF  
",Applied Advanced Production Projects,"This course provides a structured approach to the many aspects of record production. Through project-based, experiential learning exercises, designed to arm students with powerful tools and strategies in music production, this course enables students to create a recording that may serve as an essential piece of their culminating experience. Students gain first-hand experience in the preproduction, recording and mixing process. Recording sessions take place in a variety of venues, from professional recording studios with a large-format console, to project studios, to home recording set ups. Students further explore how the recording process best serves their individual artistic and professional goals, as they collaborate with musicians, technologists, and stakeholders involved in developing material for record company release.",3 credit(s),PS-624
"Course Chair:     Marco Pignataro (Boston), Casey Driessen (Valencia, Spain)  
Semesters Offered:     Fall, Spring  
Required of:     None; elective course in CPGJ and CPPD  
Electable by:     CPGJ and CPPD graduate students  
Prerequisites:     Written approval of program director  
Department Code:     CPRF  
",Performance Pedagogy,"Through this course, advanced instrumentalists and vocalists learn effective teaching and clinical skills. Students learn to analyze group and individual skills; structure lessons, clinics, and rehearsals; and assess student progress. Students also model teaching scenarios with peers and engage in active professor-moderated feedback. As they apply models of music instruction, students explore educational philosophies, objectives and methods. Students master principles of educational psychology, models of music pedagogy, and various teaching techniques, with special emphasis on jazz pedagogy (jazz harmony, improvisation, jazz styles, etc.). Throughout the course, students explore motivational concepts, lesson planning, technology-based instruction, administrative organization, the student/instructor relationship, and mentorship. Students also learn strategies for working with diverse groups. This course is highly recommended for students who would like to transfer their performance skills into applied teaching knowledge using basic pedagogy principles.",3 credit(s),PS-631
"Course Chair:     Marco Pignataro  
Semesters Offered:     Spring Only  
Required of:     None; elective course in CPGJ  
Electable by:     CPGJ graduate students  
Prerequisites:     Written approval of program director  
Department Code:     CPRF  
",The Triadic Chromatic Approach for the Performer 2,"In this continuation of PS-633, students advance their musical vocabulary by exploring alternatives to traditional improvisational techniques. Building on their skills with major and minor triads, students move on to augmented and diminished triads to create fluid, nonrepetitive chromatic lines. Students combine all forms of triads to practice increasingly advanced methods of improvisation as well as advanced transcription skills.",3 credit(s),PS-634
"Course Chair:     Matt Marvuglio  
Semesters Offered:     Summer only  
Required of:     CPPD and CPGJ graduate students  
Electable by:     CPPD and CPGJ graduate students  
Prerequisites:     Written approval of program director  
Department Code:     CPRF  
",Culminating Experience in Contemporary Performance,"Working in close consultation with their advisor, students develop a music performance, production, and marketing plan for a recording of their own music. They also complete a promotional package, to consist of a recording of their recording and supporting materials. Those supporting materials may take a variety of forms: a student might build a website to promote a recording, for example, or draft a grant proposal for a public performance of his/her music, using a recording project to supplement the grant proposal application. Students are expected to meet with their advisors on a weekly basis to assess their progress. The final package must be defended before a faculty committee chaired by the student's advisor.",6 credit(s),PS-695
"Course Chair:     Carl Riley  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     Written approval of course instructor and chair  
Department Code:     PERF  
",Music Director Production Techniques," This course will study all aspects of professional-level concert production. Classes are held in various formats: lectures, production meetings, music sequencing classes, and live performance rehearsals. This course provides a focused study of development and presentation of a thematic concert. It also addresses the roles of the stage manager, the musical director, and technology in contemporary concert production. ",2 credit(s),PS-P310
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Brass principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     BRASS  
Location:     Boston Campus  
",Survey of Brass Styles," A study of the history of brass instruments (trumpet, trombone, French horn, euphonium, and tuba) in American music. Emphasis is on the performance styles of major players, including Herbert L. Clarke, Arthur Pryor, Louis Armstrong, Bix Beiderbecke, Jack Teagarden, Clifford Brown, Dizzy Gillespie, Miles Davis, J.J. Johnson, Harry James, Julius Watkins, Rich Matteson, and Harvey Phillips. Study will include articles as well as recorded and transcribed musical examples. ",2 credit(s),PFSS-321
"Course Chair:     John Ramsay  
Semesters Offered:     Fall, Spring  
Required of:     Drum set principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     PERC  
Location:     Boston Campus  
",Survey of Drum Styles to the '60s,"In this course students will develop musicianship, ensemble performance, and improvising skills as they play in various sub-styles within the historical timeline of jazz drumming. They will strengthen their critical thinking skills by reading, listening, watching, analyzing, critiquing, and evaluating music performances. They also will be cognizant of the historical, sociological and technological impact of jazz, including its influence on other styles of music and develop a global perspective for music and society. Students will also be urged to apply skills and knowledge acquired in this course into their own experiences in real world musical situations.",2 credit(s),PFSS-341
"Course Chair:     John Ramsay  
Semesters Offered:     Spring Only  
Required of:     Hand percussion principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     PERC  
Location:  
",Survey of Latin American Hand Percussion Styles," A study of the history and development of the music of Latin America and the Caribbean, with particular focus on hand percussion playing. Emphasis will be on the music of Cuba and Brazil, and on the development of Latin American music in New York from the 1920s to the present. Musical relationships to the European and African traditions will be studied as well as specific instruments, song styles and rhythms, composing and arranging styles, and significant artists in the idiom. ",2 credit(s),PFSS-347
"Course Chair:     David Wallace  
Semesters Offered:     Spring Only  
Required of:     String principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     STRG  
Location:     Boston Campus  
",Survey of Contemporary String Styles," An overview of the history of contemporary string playing, with special emphasis on the work of major innovators: Joe Venuti, Stephane Grappelli, Jean-Luc Ponty, and others. Recordings and transcriptions used to analyze technique and improvisational skills. ",2 credit(s),PFSS-361
"Course Chair:     Bill Pierce  
Semesters Offered:     Fall, Spring  
Required of:     Woodwind principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     WWND  
Location:     Boston Campus  
",Survey of Woodwind Styles," The analysis of the history of woodwind instruments (saxophone, flute, clarinet) in jazz. Emphasis is placed on the various styles of major players. The study of woodwind players including Johnny Hodges, Charlie Parker, Cannonball Adderley, Lester Young, John Coltrane, Eric Dolphy, Frank Wess, Andy Kirk, Benny Goodman, John LaPorta, Gerry Mulligan, and others, through tapes, articles, and transcriptions. ",2 credit(s),PFSS-381
"Course Chair:     Carl Riley  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     PERF  
Location:     Boston Campus, Valencia (Spain) Campus  
",Survey of Mediterranean Musical Styles,"This course will examine the various tonalities, meters and compositional structures that characterize the various music styles from the Mediterranean region. This is a survey course focused on the folk music from the Mediterranean with a spotlight on how melody is the defining and dominant feature of the music. Students will explore modal systems with limited harmonic progression and tonalities not always consistent with western tonal systems and metric forms. The influence of religious music, the differing ethnic traditions, and the sociocultural differences of the principal music sources will be reviewed and studied. Listening, performing, songwriting, and sight singing are the main activities of this course.",2 credit(s),PFSS-P301
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring  
Required of:     Bass principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     BASS  
Location:     Boston Campus  
",Survey of Bass Styles," The study of the bass in the styles of Dixieland, swing, bebop, cool, experimental, fusion, and others. In-depth analysis of the function of the bass as part of the rhythm section and as a solo voice. Some of the players heard and discussed are Pop Foster, Walter Page, Jimmy Blanton, Oscar Pettiford, Slam Stewart, Paul Chambers, Charles Mingus, Ron Carter, Richard Davis, Eddie Gomez, and Jaco Pastorius. ",2 credit(s),PFSS-311
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring  
Required of:     Guitar principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     GUIT  
Location:     Boston Campus  
",Survey of Guitar Styles, A survey of contemporary guitar players and styles as well as related doubling instruments. Emphasis on major players and various styles through tapes and transcriptions. ,2 credit(s),PFSS-331
"Course Chair:     John Ramsay  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     PERC  
Location:     Boston Campus  
",Survey of Drum Styles since the '60s,"In this course students will develop musicianship, ensemble performance, and improvising skills as they play in various styles within the historical timeline of modern drumming. They will strengthen their critical thinking skills by reading, listening, watching, analyzing, critiquing, and evaluating music performances. They also will be cognizant of the historical, sociological and technological impact of these styles (and their influence on each other): jazz, rock, funk, fusion, Brazilian, Latin, reggae, and other global styles. Through this course, students develop a global perspective for music and society. Students will apply skills and knowledge acquired in this course into their own experiences in real world musical situations.",2 credit(s),PFSS-342
"Course Chair:     Tony Germain  
Semesters Offered:     Fall, Spring  
Required of:     Piano and vibraphone principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     PIANO  
Location:     Boston Campus  
",Survey of Piano Styles," A study of the history and development of the art of jazz piano and the lives and times of the artists themselves. Through listening to archival and contemporary recordings and analysis and discussions, the rich diversity of the different jazz styles will be examined, along with the artists associated with certain styles. Solo piano and group playing from ragtime to contemporary will be addressed. ",2 credit(s),PFSS-351
"Course Chair:     Anne Peckham  
Semesters Offered:     Fall, Spring  
Required of:     Voice principal PERF majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     VOICE  
Location:     Boston Campus  
",Survey of Vocal Styles," A historical study of the development of the jazz vocalist and jazz vocal styles. Listening and style analysis through use of recordings and assigned student participation and performances. Singers covered include the Rhythm Boys, Bessie Smith, Sippie Wallace, Jimmy Rushing, the Boswell Sisters, the Mills Brothers, Ethel Waters, Ella Fitzgerald, Billie Holiday, Sarah Vaughan, Frank Sinatra, Dianne Reeves, Al Jarreau, Bobby McFerrin, and representative contemporary artists. ",2 credit(s),PFSS-371
"Course Chair:     Bill Pierce  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     WWND  
Location:     Boston Campus  
","R&B, Funk, and Smooth Jazz Saxophone Styles","The analysis of saxophone styles in the R&B lineage including players associated with smooth jazz, funk, blues, soul jazz, acid jazz, soul, pop, and fusion styles. Emphasis is placed on the various styles of major players including Earl Bostic, Grover Washington Jr., Red Prysock, Hank Crawford, David Sanborn, King Curtis, Kirk Whalum, Junior Walker, Maceo Parker, Tom Scott, Michael Brecker, Andy Snitzer, Gerald Albright, Ed Calle and others, through in-class playing, recordings, and transcriptions.",2 credit(s),PFSS-385
"Course Chair:     David Wallace  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     String, bass, guitar, and voice principals  
Prerequisites:     None  
Department Code:     STRG  
Location:     Boston Campus  
",Bluegrass Traditions and Contemporary Trends," Historical listening and performance class covering the tributaries of Bill Monroe's music (old time country music, blues, and swing) and tracing the development of the styles from 1945 to the present day. Extensive transcription projects and in-class performance will be emphasized. ",2 credit(s),PFSS-P363
"Course Chair:     David Wallace  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     STRG  
Location:     Boston Campus  
",Survey of American Roots Music Styles," This course will survey and analyze a number of styles that form the bedrock of American popular music. These styles include blues, gospel, folk, country, Cajun, tejano, and Native American. Students will learn through transcribing, intensive immersion in listening, and viewing videotape footage. ",2 credit(s),PFSS-P362
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Brass principals  
Electable by:      All  
Prerequisites:      PIBR-111  
Department Code:     BRASS  
",Private Instruction 2 - Brass, Principal instrument study level 2 brass. ,2 credit(s),PIBR-112
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Brass principals  
Electable by:      All  
Prerequisites:      PIBR-211  
Department Code:     BRASS  
",Private Instruction 4 - Brass, Principal instrument study level 4 brass. ,2 credit(s),PIBR-212
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Brass principals: MUED, PROM, and PERF majors  
Electable by:      All  
Prerequisites:      PIBR-311  
Department Code:     BRASS  
",Private Instruction 6 - Brass, Principal instrument study level 6 brass. ,2 credit(s),PIBR-312
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Brass principals: PERF majors  
Electable by:      All  
Prerequisites:      PIBR-411  
Department Code:     BRASS  
",Private Instruction 8 - Brass, Principal instrument study level 8 brass. ,2 credit(s),PIBR-412
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Bass principals  
Electable by:      All  
Prerequisites:      PIBS-111  
Department Code:     BASS  
",Private Instruction 2 - Bass, Principal instrument study level 2 bass. ,2 credit(s),PIBS-112
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Bass principals  
Electable by:      All  
Prerequisites:      PIBS-211  
Department Code:     BASS  
",Private Instruction 4 - Bass, Principal instrument study level 4 bass. ,2 credit(s),PIBS-212
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Brass principals  
Electable by:      All  
Prerequisites:      None  
Department Code:     BRASS  
",Private Instruction 1 - Brass, Principal instrument study level 1 brass. ,2 credit(s),PIBR-111
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Brass principals  
Electable by:      All  
Prerequisites:      PIBR-112  
Department Code:     BRASS  
",Private Instruction 3 - Brass, Principal instrument study level 3 brass. ,2 credit(s),PIBR-211
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Brass principals  
Electable by:      All  
Prerequisites:      PIBR-212  
Department Code:     BRASS  
",Private Instruction 5 - Brass, Principal instrument study level 5 brass. ,2 credit(s),PIBR-311
"Course Chair:     Sean Jones  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Brass principals: PERF majors  
Electable by:      All  
Prerequisites:      PIBR-312  
Department Code:     BRASS  
",Private Instruction 7 - Brass, Principal instrument study level 7 brass. ,2 credit(s),PIBR-411
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Bass principals  
Electable by:      All  
Prerequisites:      None  
Department Code:     BASS  
",Private Instruction 1 - Bass, Principal instrument study level 1 bass. ,2 credit(s),PIBS-111
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Bass principals  
Electable by:      All  
Prerequisites:      PIBS-112  
Department Code:     BASS  
",Private Instruction 3 - Bass, Principal instrument study level 3 bass. ,2 credit(s),PIBS-211
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Bass principals: MUED, PROM, and PERF majors  
Electable by:      All  
Prerequisites:      PIBS-311  
Department Code:     BASS  
",Private Instruction 6 - Bass, Principal instrument study level 6 bass. ,2 credit(s),PIBS-312
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Bass principals: PERF majors  
Electable by:      All  
Prerequisites:      PIBS-411  
Department Code:     BASS  
",Private Instruction 8 - Bass, Principal instrument study level 8 bass. ,2 credit(s),PIBS-412
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Guitar principals  
Electable by:      All  
Prerequisites:      PIGT-111  
Department Code:     GUIT  
",Private Instruction 2 - Guitar, Principal instrument study level 2 guitar. ,2 credit(s),PIGT-112
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Guitar principals  
Electable by:      All  
Prerequisites:      PIGT-211  
Department Code:     GUIT  
",Private Instruction 4 - Guitar, Principal instrument study level 4 guitar. ,2 credit(s),PIGT-212
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Guitar principals: MUED, PROM, and PERF majors  
Electable by:      All  
Prerequisites:      PIGT-311  
Department Code:     GUIT  
",Private Instruction 6 - Guitar, Principal instrument study level 6 guitar. ,2 credit(s),PIGT-312
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Guitar principals: PERF majors  
Electable by:      All  
Prerequisites:      PIGT-411  
Department Code:     GUIT  
",Private Instruction 8 - Guitar, Principal instrument study level 8 guitar. ,2 credit(s),PIGT-412
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Bass principals  
Electable by:      All  
Prerequisites:      PIBS-212  
Department Code:     BASS  
",Private Instruction 5 - Bass, Principal instrument study level 5 bass. ,2 credit(s),PIBS-311
"Course Chair:     Steve Bailey  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Bass principals: PERF majors  
Electable by:      All  
Prerequisites:      PIBS-312  
Department Code:     BASS  
",Private Instruction 7 - Bass, Principal instrument study level 7 bass. ,2 credit(s),PIBS-411
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Guitar principals  
Electable by:      All  
Prerequisites:      None  
Department Code:     GUIT  
",Private Instruction 1 - Guitar, Principal instrument study level 1 guitar. ,2 credit(s),PIGT-111
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Guitar principals  
Electable by:      All  
Prerequisites:      PIGT-112  
Department Code:     GUIT  
",Private Instruction 3 - Guitar, Principal instrument study level 3 guitar. ,2 credit(s),PIGT-211
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All Guitar principals  
Electable by:      All  
Prerequisites:      PIGT-212  
Department Code:     GUIT  
",Private Instruction 5 - Guitar, Principal instrument study level 5 guitar. ,2 credit(s),PIGT-311
"Course Chair:     Larry Baione  
Semesters Offered:     Fall, Spring, Summer  
Required of:     Guitar principals: PERF majors  
Electable by:      All  
Prerequisites:      PIGT-312  
Department Code:     GUIT  
",Private Instruction 7 - Guitar, Principal instrument study level 7 guitar. ,2 credit(s),PIGT-411
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     PROM majors  
Prerequisites:     Moderate typing skills strongly recommended  
Department Code:     PROM  
",Computer Literacy for the Professional Musician,"A course designed to familiarize Professional Music majors with the fundamentals of computer theory and operation, using the Apple Macintosh platform. Hands-on instruction will include word processing, spreadsheet, graphics, and database applications. Students will have access to the Professional Education Division technology facility for class and individual practice.",2 credit(s),PM-230
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     PM-310  
Department Code:     PROM  
",Investment Principles for the Professional Musician," This course focuses on the personal investment portfolio. Review of securities such as stocks, bonds, mutual funds, and other investments, along with principles of portfolio management, will be included. Goals, objectives, risk tolerance, and time constraints will determine the strategy that is used to build a portfolio of mutual funds, stocks, or bonds. Review of events in today's dynamic and complex markets will be discussed. Special attention will be paid to interest rates and their impact on securities. ",2 credit(s),PM-320
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     PROM majors  
Electable by:     All  
Prerequisites:     PIXX-211  
Department Code:     PROM  
",The Artist Entrepreneur,"A detailed overview of how to successfully start and grow a music-related business as an artist-entrepreneur, from initial idea and planning to effectively managing and marketing your company. A primary course outcome will be imagining a business idea expressed as a written business plan.",2 credit(s),PM-340
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     PROM majors  
Electable by:     All  
Prerequisites:     PM-P425 and minimum of sixth-semester standing  
Department Code:     PROM  
",Professional Music Capstone Project,A seminar in which students receive individualized guidance in the preparation and completion of their graduation project.,2 credit(s),PM-475
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     PROM majors  
Prerequisites:     Written approval of course chair  
Department Code:     PROM  
",Professional Music Internship," Monitored and evaluated professional work experience in a retail, entrepreneurial, or corporate environment matched to the student's individual career goals. Placement is limited to situations available from or approved by the Office of Experiential Learning and the Professional Music Department chair or a designee. To apply for an internship, students must see the internship coordinator in the Office of Experiential Learning prior to registering. Note: Equivalent credit for prior experience is not available due to the requirement of concurrent contract between the employer/supervisor and the college. International students in F-1 status must obtain authorization on their Form I-20 from the Counseling and Advising Center prior to beginning an internship. ",2 credit(s),PM-495
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     PM-310  
Department Code:     PROM  
",Managerial Finance," This course provides an introduction to the fundamental concepts of finance. Various techniques of analysis that reveal the relationships of risk, return, and value are demonstrated. Topics include financial analysis, reporting and planning, long- and short-term forecasting, the time value of money, managing working capital, capital budgeting, and the nature of corporate securities and capital structure. ",2 credit(s),PM-P325
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     Written approval of course chair  
Department Code:     PROM  
",Essentials of Success,"This course will address student adjustment to the experiences associated with an urban college: self-direction and learning, time management, decision-making, problem-solving, personal issues, and sensitivity toward diversity. Upon completion of the course students will be familiar with campus life, available support services, academic expectations, faculty roles, social responsibility, and study/practice technique.",1 credit(s),PM-111
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     PROM  
",Financial Management for Musicians,"Overview of the financial planning process, including budgeting, risk management, taxes, retirement planning, estate planning, and investments.",2 credit(s),PM-310
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     Private instruction level 4  
Department Code:     PROM  
",The Private Studio Teacher,"Aspects of private studio teaching including pedagogy, literature, technology, and business considerations. Philosophy and attitudes essential to the successful private instructor. Choosing appropriate methods and materials. Overview of new technological resources for the private teacher.",2 credit(s),PM-330
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     PROM majors  
Electable by:     All  
Prerequisites:     Fifth-semester standing minimum  
Department Code:     PROM  
",Music Career Planning Seminar," Development of career goals from musical interests and aspirations, and behaviors that will foster and enable the transition from student to professional. Development of career-oriented communication and presentational skills. ",2 credit(s),PM-375
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     PROM majors  
Prerequisites:     PM-P425 and written approval of course chair  
Department Code:     PROM  
",Final Project Directed Study - Online,"A seminar in which students receive individualized guidance in the preparation and completion of their final project. Students will develop an approach and timeline, self-evaluative criteria for assessment of their project upon completion, and gain an understanding of current and future trends in the music industry as they relate to both the final project and the student's broader career goals. This course is a remotely delivered version of the current PM-475 Professional Music Capstone Project.",2 credit(s),PM-476
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     PIXX-211  
Department Code:     PROM  
A course focused on all aspects of artistic and business development, organization, and learning required skills and techniques for creating and operating a successful professional-level event and general business band. This class also includes a performance component. This course meets once weekly for two hours. Techniques taught include how to form a general business band, marketing and production skills, demos, auditioning and showcases, repertoire development, staging, movement, audience communication, and effective organizational behaviors and business development as applied to a professional performance setting. Each weeks class will include a general business lecture component and a performance component in an ensemble-like setting. As part of the class, students will practice performing on their instrument in a setting designed to simulate the practices and techniques required in the professional general business band environment. Assignments will be tailored to build on knowledge and gain skills in important aspects of founding, directing, marketing, and operating effective performing groups.",The General Business Gig: Artistry and Business Development,"A course focused on all aspects of artistic and business development, organization, and learning required skills and techniques for creating and operating a successful professional-level event and general business band. This class also includes a performance component. This course meets once weekly for two hours. Techniques taught include how to form a general business band, marketing and production skills, demos, auditioning and showcases, repertoire development, staging, movement, audience communication, and effective organizational behaviors and business development as applied to a professional performance setting. Each weeks class will include a general business lecture component and a performance component in an ensemble-like setting. As part of the class, students will practice performing on their instrument in a setting designed to simulate the practices and techniques required in the professional general business band environment. Assignments will be tailored to build on knowledge and gain skills in important aspects of founding, directing, marketing, and operating effective performing groups.",2 credit(s),PM-P300
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     PROM majors  
Electable by:     All  
Prerequisites:     PM-340  
Department Code:     PROM  
",The Business of Professional Music,"This course develops students awareness and provides hands-on, real-world experiences of music and entertainment as a business. Students will conduct self-directed research into their future career path in addition to developing and applying strategies for independent music success. Areas covered include (but are not limited to) research, resources and techniques used in making the transition from college to career, entrepreneurship, self-promotion and self-presentation skills (written and verbal), digital marketing and social media techniques, networking in a new music economy, leveraging opportunity, copyright, performing rights organizations, financial management, and general business techniques (contracts, negotiating, intermediaries). Business development planning will also be discussed and applied.",2 credit(s),PM-P425
"Course Chair:     Sean P. Hagon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     PIXX-212  
Department Code:     PROM  
",Music Marketing for the DIY Musician,"This course will provide a strategic, step-by-step process to producing a fully customized plan for marketing ones music and career as a serious DIY musician while taking advantage of new technologies to independently build awareness. This course teaches students complete marketing process from vision through execution utilizing fundamental concepts employed by top innovative companies, while encouraging students to find their creative niche, and uphold their artistic vision. Topics include an integrated mix of online and offline strategies that extend beyond just the traditional marketing methods and the latest Internet and social media promotion tips.",2 credit(s),PM-P350
"Course Chair:     Sean Hagon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     PROM  
",Movement for Musicians,"This class is designed to offer fundamentals of movement and dance for musicians. Each session includes a brief warm up followed by a dance combination and/or work on body awareness, coordination, use of time and space, development of internal pulse, and stage presence, etc. No prior dance experience is necessary. The class may be repeated for additional credit.",2 credit(s),PMH-250
"Course Chair:     George Russell Jr.  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All  
Electable by:     All  
Prerequisites:     None  
Department Code:     HARM  
",Music Application and Theory,"This course is a study of popular music. This study begins with the aural analysis of contemporary songs, including bass motion, chord function, and aspects of the rhythm section. It leads to understanding the bass line, harmony, and rhythmic structure of these songs and creation of original pieces in major key and Aeolian mode (natural minor). Keyboard exercises, written homework assignments, and laptop computer drills provide extensive practice in musical and notational elements. Students learn to read and write major and natural minor scales in all keys and learn triads and seventh chords diatonic to those scales. The course provides exposure to chromatic variations on major key harmony: the principles of secondary dominants and modal interchange are studied in limited situations to add color and variety to diatonic harmony. These activities will decode the melodic, harmonic, and rhythmic language of most of contemporary popular music and set the stage for a detailed study of more complex and chromatic music in Harmony 2, 3, and 4.",4 credit(s),PW-111
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     PW-161 or CW-191  
Department Code:     CWP  
",Multimedia for the Writer,"A hands-on introduction to multimedia and a survey of available applications. Students will complete assignments in the integration of original music, voice-overs, and sound effects with supplied graphics and video examples. Examination of software applications in desktop synchronization for A/V, editing, and multimedia authoring. Study of media formats, storage, and archiving and retrieval techniques; the musician's role in collaborative multimedia projects; managing large volumes of data and compression strategies; and considerations of interactive aesthetics, consumer technologies, and industrial technologies.",2 credit(s),PW-361
"Course Chair:     George Russell Jr.  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     SW-345  
Department Code:     HARM  
",Writing the Film Musical," The course allows students to study the screenplays and songwriting of a variety of film musicals from the beginning of the genre to the present. In addition to focusing on the writing of the musical film, the manner in which song assists in telling the story will be of particular interest. Working in groups, screenwriting students from Emerson will complete an outline and first act of an original screenplay, and composer/lyricist students from Berklee will write the songs that will help tell that story. The semester will culminate in a staged readingwith musicperformed by acting/musical theater students from both Berklee and Emerson. ",2 credit(s),PW-461
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     CWP  
",Music Notation Software Workshop," Designed primarily for novice users of both notation software and music notation itself, but useful for all, this is a project based, hands-on, workshop type course designed to teach students immediately useful and practical applications of music software (primarily Finale) while bypassing unnecessary and complicated extra features. The curriculum and in-class activity format will have a particular emphasis on the development of skills and techniques which are immediately useful and applicable in helping students complete their assigned work in Berklee music writing courses, particularly those generally encountered by first and second year students. First-years in particular are encouraged to take the course so that they can benefit from acquiring extremely useful skills early in their Berklee career; skills which will then help them have greater success, and less frustration with notation right from the start. Additionally the curriculum of this course is designed to help students learn about the fundamentals of music through the use of notation software. This aspect will support and reinforce the curricula of harmony, theory, composition, and CWP courses in particular. ",2 credit(s),PW-P121
