Course Title,Term,Course Description,Course Number,Credits,Course Id
 Graduate Thesis,"Spring, Fall, IAP, Summer","Program of research leading to the writing of a PhD thesis; to be arranged by the student and an appropriate MIT faculty member.
",5,Not Defined,5.THG
 Undergraduate Thesis,"Spring, Fall, IAP, Summer","Program of original research under supervision of a chemistry faculty member, culminating with the preparation of a thesis. Ordinarily requires equivalent of two terms of research with chemistry department faculty member.
",5,Not Defined,5.THU
 Undergraduate Research,"Spring, Fall, IAP, Summer","Program of research to be arranged by the student and a departmental faculty member. Research can be applied toward undergraduate thesis.
",5,Not Defined,5.UR
 Undergraduate Research,"Spring, Fall, IAP, Summer","Program of research to be arranged by the student and a departmental faculty member. May be taken for up to 12 units per term, not to exceed a cumulative total of 48 units. A 10-page paper summarizing research is required.
",5,Not Defined,5.URG
 Engineering Computation and Data Science,Spring,"
",1,12,1.00
 Computer Programming for Scientific and Engineering Applications,Fall,"Presents the fundamentals of computing and computer programming (procedural and object-oriented programming) in an engineering context. Introduces logical operations, floating-point arithmetic, data structures, induction, iteration, and recursion. Computational methods for interpolation, regression, root finding, sorting, searching, and the solution of linear systems of equations and ordinary differential equations. Control of sensors and visualization of scientific data. Draws examples from engineering and scientific applications. Students use the MATLAB programming environment to complete weekly assignments.
",1,12,1.000
 Engineering Computation and Data Science,Spring,"Presents fundamentals of computing and programming in an engineering context with an emphasis on data science. Introduces basics of web computing, data structures, and techniques for data analysis. Includes filtering, linear regression, simple machine learning (clustering and classifiers), and visualization. Surveys techniques for ingesting, processing, analyzing, and visualizing engineering data from a range of fields, including geo-spatial, environment, infrastructure, city dynamics, and numerical experiments. Students use JavaScript and HTML5 programming language to complete weekly assignments. Students taking graduate version complete additional assignments.
",1,12,1.001
 Big Engineering: Small Solutions with a Large Impact,Spring,"Provides a practical introduction to key topics, current research and innovative methods in the diverse field of civil and environmental engineering. Discusses career opportunities, innovation, and entrepreneurship. Under faculty supervision, students work on projects in areas such as renewable energy, sustainable design, food security, climate change, and transportation. Projects focus on design of novel solutions to grand challenges related to infrastructure, systems and the environment, and include elements of the different areas to demonstrate the interconnectedness of the discipline.
Preference to first-year students and Course 1 sophomores.",1,6,1.007
 Uncertainty in Engineering,Fall,"Introduces probability and statistics with an emphasis on understanding, quantifying, and modeling uncertainty. Topics include events and their probability, the total probability and Bayes' theorems, discrete and continuous random variables and vectors, covariance, correlations, and conditional analysis. Random sampling, estimation of distribution parameters (method of moments, maximum likelihood, Bayesian estimation), and simple and multiple linear regression. Concepts illustrated with examples from various areas of engineering and everyday life. Integrates applications with statistical computing and graphics.
",1,12,1.010
 Project Evaluation and Management,Spring,"Develops skills to evaluate a project or program using economic, environmental, and equity metrics, and to plan, execute and manage its progress to completion. Introduces students to engineering projects that are typically large-scale and long-lived, and involve many economic, financial, social and environmental factors. Covers net present value analysis, life-cycle costing, and benefit-cost analysis. Culminates in a term project in which small teams study a historical or prospective project of their choosing. Instruction and practice in oral and written communication provided.
",1,12,1.011
 Senior Civil and Environmental Engineering Design,Spring,"Students engage with faculty around a topic of mutual interest, building on the knowledge/skills gained throughout their program. Synthesizes prior coursework and experiences through a semester-long design project and related assignments. Students form teams to work on projects of their choosing, focusing in depth on the diverse areas within civil and environmental engineering. Teams demonstrate creativity in applying theories and methodologies while considering their project's technical, environmental and social feasibility. Includes lectures on a variety of related engineering concepts, as well as scholarship and engineering practice and ethics. Provides instruction and practice in oral and written communication.
",1,12,1.013
 Design of Electromechanical Robotic Systems,Spring,"See description under subject 2.017[J].
Enrollment may be limited due to laboratory capacity.",1,12,1.015[J]
 Design for Complex Environmental Issues: Building Solutions and Communicating Ideas,Spring,"Students work in small groups, under the guidance of researchers from MIT, to pursue specific aspects of the year's Terrascope problem. Teams design and build prototypes, graphic displays and other tools to communicate their findings and display them in a Bazaar of Ideas open to the MIT community. Some teams develop particular solutions, others work to provide deeper understanding of the issues, and others focus on ways to communicate these ideas with the general public. Students' work is evaluated by independent experts. Offers students an opportunity to develop ideas from the fall semester and to work in labs across MIT.
Limited to first-year students.",1,9,1.016
 Fundamentals of Ecology I,Fall,"Fundamentals of ecology, considering Earth as an integrated dynamic living system. Coevolution of the biosphere and geosphere, biogeochemical cycles, metabolic diversity, primary productivity, competition and the niche, trophic dynamics and food webs, population growth and limiting factors. Combination of 1.018A[J] and 1.018B[J] counts as REST subject.
",1,6,1.018A[J]
 Fundamentals of Ecology II,Fall,"Advanced topics in Ecology. Population modeling, global carbon cycle, climate change, geoengineering, theories of resource competition and mutualism, allometric scaling, ecological genomics, niche theory, human population growth. Applied ecology. Combination of 1.018A[J] and 1.018B[J] counts as REST subject.
",1,6,1.018B[J]
 Principles of Energy and Water Sustainability,Spring,"Introduces a systems approach to modeling, analysis, and decision-making problems for water and energy sustainability; formulation of models based on physical, environmental, social, and economic principles; and economic evaluation of design. Covers applications of mass balance, energy balance, and economic and lifecycle concepts. Uses numerical models to integrate concepts and to assess environmental impacts of human activities.
",1,12,1.020
 Introduction to Modeling and Simulation,Spring,"See description under subject 3.021.
",1,12,1.021
 Urban Networks,Fall,"Introduces the structure and evolution of networks with examples from engineering, applied mathematics, computer science, and statistical physics. Includes analysis of real world datasets focused on identifying important nodes in networks, detecting communities, tracing network flows, and modeling and visualization of spatial networks.
",1,6,1.022
 Advanced Soil Mechanics,Fall,"Covers topics in the characterization and nature of soils as multi-phase materials; the principle of effective stress; hydraulic conductivity and groundwater seepage; shear strength and stability analyses; stress-deformation properties, consolidation theory and calculation of settlements for clays and sands. Students taking graduate version complete additional assignments.
",1,9,1.032
 Multiscale Characterization of Materials,Spring,"Introduces the structure and properties of natural and manufactured building materials. Emphasizes effects of molecular and nanoscopic structure and interactions on macroscopic material behavior. Focuses on design of biological and artificial structural materials. Discusses material aspects of sustainable development. Includes durability, deterioration mechanisms, and damage assessment of building materials. Presents principles of experimental characterization techniques. Explores spectroscopic, microscopic and mechanical approaches to characterize structure and properties from molecular up to the macroscopic scale. In laboratory and in-field sessions, students design and implement experimental approaches to characterize natural and building materials and study their interaction with the environment.
",1,12,1.035
 Structural Mechanics and Design,Spring,"Familiarizes students with structural systems, loads, and basis for structural design, including analysis of determinate and indeterminate structures (trusses, beams, frames, cables, and arches). Covers mechanical properties of construction materials, including concrete, steel, and composites. Studies concrete and steel structures through application of principles of structural mechanics. Evaluates behavior and design of reinforced concrete structural elements using limit strength design and serviceability principles. Introduces plastic analysis and design, and load factor design of structural steel members and connections. Team project emphasizes material covered through behavior and problem-based learning.
",1,12,1.036
 Soil Mechanics and Geotechnical Design,Spring,"Provides an introduction to soils as engineering materials, including classification and characterization, pore pressures and seepage, principles of effective stress and consolidation, deformation, and shear strength properties. Surveys analysis methods, with a focus on slope stability, limiting earth pressures and bearing capacity, and settlements of foundations. Examines applications in the design of earth dams, earth retaining systems, foundations, and staged construction processes.
",1,12,1.037
 Transportation Systems Modeling,Spring,"Introduces basic concepts of transportation systems modeling, data analysis and visualization techniques. Covers fundamental analytical and simulation-based methodologies. Topics include time-space diagrams, cumulative plots, queueing theory, network science, data analysis, and their applications. Provides students with an understanding of the current challenges and opportunities in different areas of transportation.
",1,12,1.041
 Fundamentals of Energy in Buildings,Fall,"See description under subject 4.42[J].
",1,12,1.044[J]
 Solid Mechanics,Fall,"Basic principles of mechanics to describe the behavior of materials, structures and fluids. Dimensional analysis, conservation of momentum, static equilibrium, stress and stress states, hydrostatics, moments and forces. Material and structural strength criteria. Deformation and strain. Conservation of energy in solid mechanics, elasticity and elasticity bounds. Energy dissipation, plasticity and fracture. Open-ended geotechnical and structural engineering studio exercises and experiments with natural and man-made physical systems.
",1,12,1.050
 Dynamics and Control I,"Spring, Fall","See description under subject 2.003[J].
",1,12,1.053[J]
 Mechanics and Design of Concrete Structures,Fall,"Studies strength and deformation of concrete under various states of stress; failure criteria; concrete plasticity; and fracture mechanics concepts. Topics include fundamental behavior of reinforced concrete structural systems and their members; basis for design and code constraints; high-performance concrete materials and their use in innovative design solutions; and yield line theory for slabs. Uses behavior models and nonlinear analysis. Covers complex systems, including bridge structures, concrete shells, and containments. Students taking graduate version complete additional assignments.
",1,12,1.054
 Building Structural Systems I,Spring,"See description under subject 4.440[J].
",1,12,1.056[J]
 Structural Dynamics & Vibrations,Fall,"Single- and multiple-degree-of-freedom vibration problems, using matrix formulation and normal mode superposition methods. Time and frequency domain solution techniques including convolution and Fourier transforms. Applications to vibration isolation, damping treatment, and dynamic absorbers. Analysis of continuous systems by exact and approximate methods. Applications to buildings, ships, aircraft and offshore structures. Vibration measurement and analysis techniques. Students should possess basic knowledge in structural mechanics and in linear algebra. Students taking graduate version complete additional assignments.
",1,12,1.058
 Fluid Mechanics I,Fall,"Mechanics principles for incompressible fluids. Review of hydrostatics. Conservation of mass, momentum and energy in fluid mechanics. Flow nets, velocity distributions in laminar and turbulent flows, groundwater flows. Momentum and energy principles in hydraulics, with emphasis on open channel flow and hydraulic structures.
",1,6,1.060A
 Fluid Mechanics II,Fall,"Mechanics principles for incompressible fluids. Drag and lift forces. Analysis of pipe systems, pumps and turbines. Gradually varied flow in open channels, significance of the Froude number, backwater curves. Application of principles through open-ended studio exercises.
",1,6,1.060B
 Transport Processes in the Environment,Fall,"Introduction to mass transport in environmental flows, with emphasis on river and lake systems. Covers derivation and solutions to the differential form of mass conservation equations, hydraulic models for environmental systems, residence time distribution, molecular and turbulent diffusion for continuous and point sources, boundary layers, dissolution, bed-water exchange, air-water exchange, and particle transport. Meets with 1.061A first half of term. Students taking graduate version complete additional assignments.
",1,12,1.061
 Transport Processes in the Environment I,Fall,"Introduction to mass transport in environmental flows. Covers derivation and solution to the differential form of mass conservation, hydraulic models for environmental systems, residence time distribution, and molecular and turbulent diffusion for continuous and point sources. Meets with 1.061 first half of term.
",1,6,1.061A
 Nonlinear Dynamics: Continuum Systems,Spring,"See description under subject 18.354[J].
",1,12,1.062[J]
 Physical Limnology,Spring,"Provides an introduction to physical processes occurring in lakes and shallow surface water systems with emphasis on mechanisms affecting fate and transport. Topics include internal waves, differential heating and cooling, boundary mixing, turbulent mixing, and influence of vegetation. Begins with a review of Navier-Stokes equation. Students taking graduate version complete additional assignments.
",1,12,1.064
 Nonlinear Dynamics and Turbulence,Spring,"Reviews theoretical notions of nonlinear dynamics, instabilities, and waves with applications in fluid dynamics. Discusses hydrodynamic instabilities leading to flow destabilization and transition to turbulence. Focuses on physical turbulence and mixing from homogenous isotropic turbulence. Also covers topics such as rotating and stratified flows as they arise in the environment, wave-turbulence, and point source turbulent flows. Students taking graduate version complete additional assignments.
",1,12,1.068
 Introduction to Hydrology and Water Resources,Fall,"Water in the environment; Water resource systems; The hydrologic cycle at its role in the climate system; Surface water and energy balance; evaporation and transpiration through vegetation; Precipitation formation, infiltration, storm runoff, and flood processes; Groundwater aquifers, subsurface flow and the hydraulics of wells.
",1,6,1.070A[J]
 Introduction to Hydrology Modeling,Fall,"Develops understanding of numerical modeling of aquifers, groundwater flow and contaminant transport, as well as uncertainty and risk analysis for water resources.
",1,6,1.070B[J]
 Global Change Science,Fall,"Introduces the basic relevant principles and concepts in atmospheric physics, climate dynamics, biogeochemistry, and water and energy balance at the land-atmosphere boundary, through an examination of two current problems in the global environment: carbon dioxide and global warming; and tropical deforestation and regional climate. An introduction to global environmental problems for students in basic sciences and engineering.
",1,12,1.071[J]
 Groundwater Hydrology,Fall,"Presents the fundamentals of subsurface flow and transport, emphasizing the role of groundwater in the hydrologic cycle, the relation of groundwater flow to geologic structure, and the management of contaminated groundwater. Topics include Darcy equation, flow nets, mass conservation, the aquifer flow equation, heterogeneity and anisotropy, storage properties, regional circulation, unsaturated flow, recharge, stream-aquifer interaction, well hydraulics, flow through fractured rock, numerical models, groundwater quality, contaminant transport processes, dispersion, decay, and adsorption. Includes laboratory and computer demonstrations. Students taking graduate version complete additional assignments.
",1,12,1.072
 Introduction to Environmental Data Analysis,Spring,"Covers theory and practical methods for the analysis of univariate data sets. Topics include basics of statistical inference, analysis of trends and stationarity; Gaussian stochastic processes, covariance and correlation analysis, and introduction to spectral analysis. Students analyze data collected from the civil, environment, and systems domains.
",1,6,1.073
 Multivariate Data Analysis,Spring,"Introduction to statistical multivariate analysis methods and their applications to analyze data and mathematical models. Topics include sampling, experimental design, regression analysis, specification testing, dimension reduction, categorical data analysis, classification and clustering.
",1,6,1.074
 Water Resource Systems (New),Fall,"Surveys optimization and simulation methods for management of water resources. Case studies illustrate linear, quadratic, nonlinear programming and real-time control. Applications include river basin planning, irrigation and agriculture, reservoir operations, capacity expansion, assimilation of remote sensing data, and sustainable resource development. Students taking graduate version complete additional assignments.
",1,12,1.075
 Introduction to Soil Science (New),Fall,"Presents the physical, chemical, biological and genetic properties of soils, their global distribution, and response to management. Emphasizes factors controlling soil development, plant productivity, and the fate, cycling and bioavailability of soil nutrients and pollutants. Introduces Earth's different soil types and their classification; links characteristics with contemporary and historic issues surrounding natural and managed soil systems. Topics include soil carbon cycling, water and fertilizer management, and challenges associated with soil salinity-sodicity, erosion, and pollution. Includes field trips to local sites to examine soil physical properties, classification, and function. Introductory biology and chemistry are recommended prerequisites. Students taking graduate version complete additional assignments.
",1,12,1.078
 Environmental Chemistry I,Spring,"Introduction to environmental chemistry with a focus on using thermodynamics to understand processes governing chemical behaviors in natural and engineered systems. Topics include vaporization, gas-solution partitioning, salt and mineral dissolution/precipitation, acid-base chemistry, metal complexation, adsorption via ion exchange, and absorption within natural organic matter and organism tissues. Process formulations are combined in box models to compare with observations.
",1,6,1.080A
 Environmental Chemistry II,Spring,"Intermediate topics in environmental chemistry requiring kinetics to understand processes governing biogeochemical behaviors in natural and engineered systems. Topics include radiochemistry, redox chemistry, surface chemistry and surface complexation. Introduction to geochemical modeling using reactive transport software; process formulations are combined in chemical fate models to compare with observations of concentrations as a function of space and time.
",1,6,1.080B
" Environmental Cancer Risks, Prevention, and Therapy",Spring,"See description under subject 20.104[J].
",1,12,1.081[J]
 Ethics for Engineers,"Spring, Fall","See description under subject 10.01.
",1,6,1.082
 Systems Microbiology,Fall,"See description under subject 20.106[J].
",1,12,1.084[J]
 Air Pollution,Fall,"Provides a working knowledge of basic air quality issues, with emphasis on a multidisciplinary approach to investigating the sources and effects of pollution. Topics include emission sources; atmospheric chemistry and removal processes; meteorological phenomena and their impact on pollution transport at local to global scales; air pollution control technologies; health effects; and regulatory standards. Discusses regional and global issues, such as acid rain, ozone depletion and air quality connections to climate change.
",1,12,1.085[J]
 Environmental Microbiology,Spring,"Provides a general introduction to the diverse roles of microorganisms in natural and artificial environments. Topics include energetics and growth, evolution and gene flow, population and community dynamics, water and soil microbiology, biogeochemical cycling, and microorganisms in biodeterioration and bioremediation. 7.014 recommended as prerequisite; students taking graduate version complete additional assignments. Meets with 1.089A first half of term.
",1,12,1.089
 Environmental Microbiology I (New),Spring,"Provides a general introduction to the diverse roles of microorganisms in natural and artificial environments. Topics include energetics, and growth; metabolic interactions; water and soil microbiology; biogeochemical cycling; microbial diversity. 7.014 recommended as prerequisite. Meets with 1.089 first half of term.
",1,6,1.089A
 Traveling Research Environmental eXperience (TREX): Fieldwork,"Not Offered, ","Introduction to environmental fieldwork and research, with a focus on data collection and analysis. Subject spans three weeks, including two weeks of fieldwork, and involves one or more projects central to environmental science and engineering. Location varies year-to-year, though recent projects have focused on the island of Hawaii.
Limited to Course 1 students.",1,3,1.091
 Traveling Research Environmental eXperience (TREX): Fieldwork Analysis and Communication,Spring,"Building on fieldwork and research conducted in 1.091 over IAP, students focus on interpretation of results and research in support of the fieldwork, with instruction and practice in oral and written communication. Includes a survey of the relevant peer-reviewed literature; laboratory measurements of field samples and/or instrumental response; data analysis and interpretation; and dissemination of results. Culminates in presentation of research project(s), and write-ups of the research in manuscript form. Sequence of 1.091 and 1.092 must be completed in consecutive terms.
Limited to Course 1 majors and minors.",1,9,1.092
 Teaching Practicum in Civil and Environmental Engineering,"Spring, Fall, IAP, Summer","Students work as unpaid laboratory, tutorial, or classroom assistants under supervision of a faculty member.
Limited to Undergraduate Teaching Fellows and graders in Course 1.",1,Not Defined,1.095
 Introduction to Civil and Environmental Engineering Research,"Not Offered, ","Students work one-on-one with a CEE graduate student or postdoc mentor on a project that aligns with their research interests. Previous project topics include transportation networks, structural mechanics, sediment transport, climate science, and microbial ecology. Includes weekly seminar-style talks. Intended for first-year students.
",1,6,1.097
 Introduction to Civil and Environmental Engineering Design I,Fall,"Introduces the creative design process in the context of civil and environmental engineering. Emphasizes the idea-to-product trajectory: identification of a design question/problem, evaluation of requirements/constraints set by the application and/or client, and implementation into a concrete product deliverable. Fosters active learning through open-ended, student-driven projects in which teams apply the design process to a design/planning problem. In labs, students design and build a working model or an experiment that addresses a specific engineering aspect of their project. In addition to written and oral presentations, students start a web-based portfolio.
Enrollment limited; preference to Course 1 majors and minors.",1,6,1.101
 Introduction to Civil and Environmental Engineering Design II,Spring,"Project-oriented subject focused on the principles and practice of engineering design. Emphasis on construction and deployment of designs, plus performance testing used to determine if designs behave as expected. Includes a major team project involving use and application of sensors, as well as environmentally-friendly, and energy-effective or energy-producing designs. Develops practical, teamwork and communication skills.
Enrollment limited; preference to Course 1 majors and minors.",1,6,1.102
 Environmental Fluid Transport Processes and Hydrology Laboratory,Fall,"Fundamentals of mass transport and flow measurements in the context of environmental systems. Topics include measurement uncertainty, propagation of error, diffusion, dispersion, air-water exchange, dissolution, gravity currents, particle transport, and transport in porous media. Includes formal lab reports.
Enrollment limited; preference to 1-ENG.",1,6,1.106
 Environmental Chemistry and Biology Laboratory,Spring,"Laboratory and field techniques in biogeochemistry and environmental engineering and their application to the understanding of natural and engineered ecosystems. Exercises demonstrate data acquisition and modeling suited to identifying and quantifying physical, chemical, and biological processes that govern the effects of human activity on the functioning of natural systems and/or the efficacy of engineered approaches to environmental problems. Applications include chemical and biological remediation, measurement of contaminants, and detection of biogeochemical activity in natural environments. An independently designed final project is required.
Enrollment limited; preference to 1-ENG.",1,6,1.107
 Software and Computation for Simulation,Fall,"Modern software development techniques and algorithms for engineering computation. Hands-on investigation of computational and software techniques for simulating engineering systems, such as sensor networks, traffic networks, and discrete simulation of materials using atomistic and particle methods. Covers data structures and algorithms for modeling, analysis, and visualization in the setting of multi-core and distributed computing. Treatment of basic topics, such as queuing, sorting and search algorithms, and more advanced numerical techniques based on state machines and distributed agents. Foundation for in-depth exploration of image processing, optimization, finite element and particle methods, computational materials, discrete element methods, and network methods. Knowledge of an object-oriented language required.
",1,12,1.124[J]
 Architecting & Engineering Software Systems,Fall,"Software architecting and design of software-intensive systems. Targeted at future CTOs who must understand both the business and technical issues involved in architecting enterprise-scale systems. Student teams confront technically challenging problems. Lectures and readings cover core database, XML, web server components and browser issues in a distributed web service environment.
Enrollment limited.",1,12,1.125
 Pattern Recognition and Analysis,Fall,"See description under subject MAS.622[J].
Limited to 20.",1,12,1.126[J]
 Computational Geometry,Spring,"See description under subject 2.089[J].
",1,12,1.128[J]
 Wave Propagation,Spring,"See description under subject 2.062[J].
",1,12,1.138[J]
" Robust Modeling, Optimization, and Computation",Spring,"See description under subject 15.094[J].
",1,12,1.142[J]
 Engineering Systems Analysis for Design,Fall,"See description under subject IDS.332.
",1,12,1.146
 Probability and Statistics in Engineering,Spring,"Introduces probability and statistics for engineering applications. Topics in probability include events and their probability, Total Probability and Bayes' Theorems, discrete and continuous random variables and vectors, Bernoulli Trial Sequence and Poisson point process, functions of random variables and vectors and conditional uncertainty analysis using full-distribution and second-moment uncertainty representation. Topics in statistics include estimation of distribution parameters, hypothesis testing, and simple linear regression. Concepts illustrated with examples from various areas of engineering and everyday life.
",1,12,1.151
" Transportation Policy, the Environment, and Livable Communities",Spring,"Examines the economic and political conflict between transportation and the environment. Investigates the role of government regulation, green business and transportation policy as a facilitator of economic development and environmental sustainability. Analyzes a variety of international policy problems, including government-business relations, the role of interest groups, non-governmental organizations, and the public and media in the regulation of the automobile; sustainable development; global warming; politics of risk and siting of transport facilities; environmental justice; equity; as well as transportation and public health in the urban metropolis. Provides students with an opportunity to apply transportation and planning methods to develop policy alternatives in the context of environmental politics. Students taking graduate version complete additional assignments.
",1,12,1.153
 Transportation Systems Analysis: Performance and Optimization,Fall,"Problem-motivated introduction to methods, models and tools for the analysis and design of transportation networks including their planning, operations and control. Capacity of critical elements of transportation networks. Traffic flows and deterministic and probabilistic delay models. Formulation of optimization models for planning and scheduling of freight, transit and airline systems, and their solution using software packages. User- and system-optimal traffic assignment. Control of traffic flows on highways, urban grids, and airspace.
",1,12,1.200[J]
 Transportation Systems Analysis: Demand and Economics,Fall,"Covers the key principles governing transportation systems planning and management. Introduces the microeconomic concepts central to transportation systems. Topics include economic theories of the firm, consumer, and market, demand models, discrete choice analysis, cost models and production functions, and pricing theory. Applications to transportation systems - including congestion pricing, technological change, resource allocation, market structure and regulation, revenue forecasting, public and private transportation finance, and project evaluation - cover urban passenger transportation, freight, maritime, aviation, and intelligent transportation systems.
",1,12,1.201[J]
 Demand Modeling,Spring,"Theory and application of modeling and statistical methods for analysis and forecasting of demand for facilities, services, and products. Topics include: review of probability and statistics, estimation and testing of linear regression models, theory of individual choice behavior, derivation, estimation, and testing of discrete choice models (including logit, nested logit, GEV, probit, and mixture models), estimation under various sample designs and data collection methods (including revealed and stated preferences), sampling, aggregate forecasting methods, and iterative proportional fitting and related methods. Lectures reinforced with case studies, which require specification, estimation, testing, and analysis of models using data sets from actual applications.
",1,12,1.202
 Logistical and Transportation Planning Methods,Spring,"Quantitative techniques of operations research with emphasis on applications in transportation systems analysis (urban, air, ocean, highway, and pickup and delivery systems) and in the planning and design of logistically oriented urban service systems (e.g., fire and police departments, emergency medical services, and emergency repair services). Unified study of functions of random variables, geometrical probability, multi-server queuing theory, spatial location theory, network analysis and graph theory, and relevant methods of simulation. Computer exercises and discussions of implementation difficulties.
",1,12,1.203[J]
 Computer Modeling: From Human Mobility to Transportation Networks,Spring,"Introduces methods for modeling individual travels at a country scale. Reviews basic concepts of data analysis, modeling, and visualization techniques. Topics include data mining to identify the structure inherent in daily behavior; introduction to fractals, random walks and methods to analyze trajectories. Algorithms to model and characterize complex networks, and their applications to daily commuting, air travels, and roads. Includes weekly open laptop exercises based on the data sets and methods from the research papers covered in class. Exposes students to the current challenges and opportunities in networks applied to human mobility.
",1,12,1.204
 Advanced Demand Modeling,Fall,"Advanced theories and applications of models for analysis and forecasting of users' behavior and demand for facilities, services, and products. Topics vary each year and typically include linear and nonlinear latent variable models, including structural equations and latent class models; estimation techniques with multiple data sources; joint discrete and continuous choice models; dynamic models; analysis of panel data; analysis of complex choices; estimation and forecasting with large choice sets; multidimensional probabilistic choice models; advanced choice models, including probit, logit mixtures, treatment of endogeneity, hybrid choice models, hidden Markov models, Monte Carlo simulation, Bayesian methods, survey design, sampling, model transferability, and use of stated preferences data. Term paper required.
",1,12,1.205
 Computer Algorithms in Systems Engineering,Spring,"Covers concepts of computation in analysis of engineering systems. Data structures, relational database representations of engineering data. Algorithms for the solution and optimization of engineering system designs: greedy, dynamic programming, branch and bound, graph algorithms, nonlinear optimization. Provides an introduction to complexity analysis. Object-oriented, efficient implementations of algorithms.
",1,12,1.207
 Resilient Infrastructure Networks,Fall,"Control algorithms and game-theoretic tools to enable resilient operation of large-scale infrastructure networks. Dynamical network flow models, stability analysis, robust predictive control, fault and attack diagnostic tools. Strategic network design, routing games, congestion pricing, demand response, and incentive regulation. Design of operations management strategies for different reliability and security scenarios. Applications to transportation, logistics, electric-power, and water distribution networks.
",1,12,1.208
 Planning and Design of Airport Systems,Fall,"Focuses on current practice, developing trends, and advanced concepts in airport design and planning. Considers economic, environmental, and other trade-offs related to airport location, as well as the impacts of emphasizing ""green"" measures. Includes an analysis of the effect of airline operations on airports. Topics include demand prediction, determination of airfield capacity, and estimation of levels of congestion; terminal design; the role of airports in the aviation and transportation system; access problems; optimal configuration of air transport networks and implications for airport development; and economics, financing, and institutional aspects. Special attention to international practice and developments.
",1,12,1.231[J]
 The Airline Industry,Fall,"See description under subject 16.71[J].
",1,12,1.232[J]
 Air Transportation Operations Research,Spring,"See description under subject 16.763[J].
",1,12,1.233[J]
 Airline Management,Spring,"See description under subject 16.75[J].
",1,12,1.234[J]
 Comparative Land Use and Transportation Planning,Spring,"See description under subject 11.526[J].
",1,12,1.251[J]
 Urban Transportation Planning,Fall,"Studies the history, policy, practice and politics of urban transportation. Covers the role of the federal, state, and local government and the MPO, public transit in the auto era, analysis of current trends and pattern breaks; analytical tools for transportation planning, traffic engineering and policy analysis; the contribution of transportation to air pollution, social costs and climate change; land use and transportation interactions; traffic and place making; bicycles, pedestrians, and traffic calming. Examples from the Boston area and from Bilbao.
",1,12,1.252[J]
" Transportation Policy, the Environment, and Livable Communities",Spring,"Examines the economic and political conflict between transportation and the environment. Investigates the role of government regulation, green business and transportation policy as a facilitator of economic development and environmental sustainability. Analyzes a variety of international policy problems, including government-business relations, the role of interest groups, non-governmental organizations, and the public and media in the regulation of the automobile; sustainable development; global warming; politics of risk and siting of transport facilities; environmental justice; equity; as well as transportation and public health in the urban metropolis. Provides students with an opportunity to apply transportation and planning methods to develop policy alternatives in the context of environmental politics. Students taking graduate version complete additional assignments.
",1,12,1.253[J]
 Transport Modeling Course,Spring,"Fosters practical experience with the concepts and approaches behind the analytical chain composed by GIS, 4-step planning, and traffic models. Study conducted in Greater Boston. Students develop road and street, pedestrian, and public transportation networks. Uses the latest Census Transportation Planning Products (CTPP) data, and Boston home travel survey to understand travel behavior and calibrate model. Final project involves the design of alternative futures for the metropolitan area with different transportation and land use policies.
",1,12,1.254
 Public Transportation Systems,Spring,"Discusses evolution and role of urban public transportation modes, systems and services, focusing on bus and rail. Describes technological characteristics and their impacts on capacity, service quality, and cost. Current practice and new methods for data collection and analysis, performance monitoring, route and network design, frequency determination, and vehicle and crew scheduling. Effect of pricing policy and service quality on ridership. Methods for estimating costs associated with proposed service changes. Organizational models for delivering public transportation service including finance and operations.
",1,12,1.258[J]
 Logistics Systems,Fall,"See description under subject SCM.260[J].
",1,12,1.260[J]
 Case Studies in Logistics and Supply Chain Management,Spring,"See description under subject SCM.261[J].
",1,9,1.261[J]
 Global Supply Chain Management,Spring,"See description under subject SCM.265[J].
",1,6,1.265[J]
 Studies in Transportation,"Spring, Fall, IAP, Summer","Individual advanced study of a topic in transportation systems, selected with the approval of the instructor.
",1,Not Defined,1.27
 The Theory of Operations Management,Spring,"See description under subject 15.764[J].
",1,12,1.271[J]
 Supply Chain Planning,Spring,"See description under subject 15.762[J].
",1,6,1.273[J]
 Manufacturing System and Supply Chain Design,Spring,"See description under subject 15.763[J].
",1,6,1.274[J]
 Business and Operations Analytics,Spring,"See description under subject IDS.305[J].
",1,6,1.275[J]
 Analyzing and Accounting for Regional Economic Change,Spring,"See description under subject 11.481[J].
",1,12,1.284[J]
 Regional Socioeconomic Impact Analyses and Modeling,Fall,"See description under subject 11.482[J].
",1,12,1.285[J]
 Urban Energy Systems and Policy,Fall,"See description under subject 11.477[J].
",1,12,1.286[J]
 Soil Behavior,Spring,"Detailed study of soil properties with emphasis on interpretation of field and laboratory test data and their use in soft-ground construction engineering. Includes: consolidation and secondary compression; basic strength principles; stress-strain strength behavior of clays, emphasizing effects of sample disturbance, anisotropy, and strain rate; strength and compression of granular soils; and engineering properties of compacted soils. Some knowledge of field and laboratory testing assumed; 1.37 desirable.
",1,12,1.322
