category,credits,description,title
Reading/Language and Literacy,3,Develops skill at diagnosing literacy needs through formal and in-formal assessments and planning research-based instruction. Twice-weekly tutorial sessions with struggling emergent readers in an off-campus laboratory setting. Emphasizes importance of readers cultural and linguistic backgrounds. (Requires permission of the instructor).,RDG 622: Individualized Instruction in Literacy
Reading/Language and Literacy,3,"Extends competencies developed in RDG 622 in closely mentored, twice-weekly tutorials with struggling readers in upper elementary grades. Emphasizes design of instruction based on careful diagnosis of literacy needs. Develops literacy leadership skills. Prerequisite: RDG 622; permission of the instructor.",RDG 626: Diagnosis and Correction of Reading Problems
Research,2,"Offers learners the opportunity to design and initiate a research project to gather information about early childhood classrooms, teaching methodologies, and student learning, with a focus on re-search questions that relate to literacy and numeracy education for young children. This information is gathered with the goals of gaining insight, developing reflective practice, learning how to effect positive change, and enhancing childrens literacy and numeracy learning. The course introduces learners to the use of scientific inquiry and qualitative research methodology to answer research questions. Learners develop their own library research and professional writing skills and gain familiarity with methods used to study questions arising from practice. In the area of numeracy, learners may choose to study strategies to enhance childrens number sense, measurement, or geometry skills, for example. Or, learners may examine a research question in the area of literacy that examines childrens oral language development, strategies for beginning reading, choosing literature, expanding comprehension, or enhancing written language skills. Learners will collect and analyze data, and write about their research activities and results. Projects include the use of relevant theories, literature reviews, the collection, analysis, and interpretation of data, and a final presentation in which findings will be detailed for the class Offered in Singapore programs only.",RES 451: Action Research I
Research,2,"Offers learners the opportunity to design and initiate a research project to gather information about early childhood classrooms, teaching methodologies, and student learning, with a focus on re-search questions that relate to literacy and numeracy education for young children. This information is gathered with the goals of gaining insight, developing reflective practice, learning how to effect positive change, and enhancing childrens literacy and numer-acy learning. The course introduces learners to the use of scientific inquiry and qualitative research methodology to answer research questions. Learners develop their own library research and professional writing skills and gain familiarity with methods used to study questions arising from practice. In the area of numeracy, learners may choose to study strategies to enhance childrens number sense, measurement, or geometry skills, for example. Or, learners may examine a research question in the area of literacy that examines childrens oral language development, strategies for beginning reading, choosing literature, expanding comprehension, or enhancing written language skills. Learners will collect and analyze data, and write about their research activities and results. Projects include the use of relevant theories, literature reviews, the collection, analysis, and interpretation of data, and a final presentation in which findings will be detailed for the class. Offered in Singapore programs only.",RES 452: Action Research II
Research,1,Introduces use of scientific inquiry and research methodology to study questions arising from practice and/or policies. Students initiate a research project and complete it the following semester in RES 652. Research and professional writing skills are developed. Corequisite: Taken sequentially with RES 652 to fulfill core requirement in research.,RES 651: Action Research I
Research,2,"Advances student-designed research projects conceptualized in RES 651. Final projects include use of relevant theories, a literature review, discussion of research methods, and analysis of data that was collected. Corequisite: Taken sequentially with RES 651 to fulfill core requirement in research.",RES 652: Action Research II
Research,3,"Introduces varied approaches to language and literacy research. Provides experience with qualitative and quantitative data collection and analysis. Participants prepare analyses of assessment data and write research briefs for other teachers. Based on questions from their practice, students summarize existing literature and pre-pare a research proposal. Prerequisite: one graduate course in Language and Literacy or permission of the instructor; fulfills core requirement in research.",RES 722: Research in Language and Literacy 
Research,3,"Involves designing and implementing a research project that answers own question about site-based practice. Published practitioner research is reviewed. Examines research as a collaborative pro-cess that supports constituent, researcher, institutional and societal development.",RES 723: Practitioner as Researcher
Research,3,"Exploration of alternate research methods and paradigms to answer questions in education and childrens services. Topics include formulating research questions and related hypotheses, analysis of published research, sampling, selection of instruments, research ethics, and data analysis. Preparation of individual research proposal culminating project. Fulfills core requirement in research.",RES 725: Research Methods 
Social Work,4,"Provides an overview of the social work profession, its foundation in values and ethics, its theoretical framework, and its role in society. Also examines a variety of populations and fields of practice and focuses on the activities and responsibilities of social workers in diverse settings. Prerequisites: Open to students starting in the second semester of the first year.",SWK 205: Introduction to Social Work
Social Work,4,"Provides an understanding of the dynamics of oppression, discrimination, and privilege in economic, political, and social systems. Explores experiences of oppression/discrimination and privilege, debates issues of equity as they emerge in contemporary social pol-icy, and develops justice based action plans to promote change. Open to sophomores and juniors. Prerequisite: SWK 205; sophomore and junior BSW transfers may take concurrently with SWK 205. Introductory.",SWK 227: Dynamics of Oppression and Privilege
Social Work,4,"Introduces the purposes, types and basic methodologies of social research. Preparation to be informed consumers of research. Includes such topics as literature review, problem formulation, re-search design, data collection and data analysis and ethical/political issues. Prerequisite: Completion of or exemption from the college/core requirement in mathematics. For SWK majors: SWK 205. Open to sophomores, juniors and seniors.",SWK 268: Social Research
Social Work,4,"Builds on the foundation of lifespan development content in the Human Growth and Development sequence. Focuses on the inter-action between human behavior and the social environment from a multidimensional, holistic perspective which stresses the interdependence of biological, psychological, social, cultural, and spiritual components of functioning. Prerequisites: HDP 120/122 and HDP 121/123 or HDP 130/131. Additional prerequisites for Social Work majors: SWK 205 and SWK 227.",SWK 345 : Human Behavior and Social Environment
Social Work,4,"Examines components of American and international social welfare systems, policy-making, policy advocacy, and policy analysis. Prerequisites: SWK 205, SWK 227, and AST 150. Open only to junior Social Work majors. Materials fee.",SWK 355: Social Welfare Policy and Services
Social Work,4,"The Social Work Practice sequence consists of three courses introducing the theoretical and methodological aspects of the problem-solving process of the generalist practice model. Each course features a segment of the process and applies it to micro, mezzo, and macro practice. SWK 440 examines interviewing skills and engagement. Prerequisites: SWK 205, HDP 120/122 and HDP 121/123 or HDP 130/131. Open only to junior Social Work majors.",SWK 440 : Social Work Practice and Skills Lab I
Social Work,4,"The Social Work Practice sequence consists of three courses introducing the theoretical and methodological aspects of the problem-solving process of the generalist practice model. Each course features a segment of the process and applies it to micro, mezzo, and macro practice. SWK 450 examines assessment, planning, and contracting. Prerequisites: SWK 355, SWK 440 and WLCE. SWK 268 or HDP 264 must be taken prior to or concurrently with this course. Taken concurrently with SWK 460. Open to senior Social Work majors.",SWK 450: Social Work Practice and Skills Lab II
Social Work,4,"The Social Work Practice sequence consists of three courses introducing the theoretical and methodological aspects of the problem-solving process of the generalist practice model. Each course features a segment of the process and applies it to micro, mezzo, and macro practice. SWK 455 examines intervention, evaluation, and termination. Prerequisites: SWK 268, SWK 450, and SWK 460. Corequisites: SWK 465. Open to senior Social Work majors.",SWK 455 : Social Work Practice and Skills Lab III
Social Work,2,Integrates theoretical methods course content with practicum experiences and gives opportunities for the discussion of professional and ethical issues. Taken concurrently with SWK 455 and SWK 457. Open only to senior Social Work majors.,SWK 456: Social Work Practice: Field Seminar II
Social Work,4,"A continuation of SWK 452, the focus is on the development of Social Work skills for generalist practice. Students are in placement two days a week for 15 weeks. Taken concurrently with SWK 455 and SWK 456. Open only to senior Social Work majors.",SWK 457 : Social Work Practice: Practicum II
Social Work,4,"Placement in a social service agency two days/week for the entire semester (200 hours). Apply practice theory to develop core competencies and skills for generalist social work practice. Bi-weekly seminar sessions integrate theoretical practice content with practicum experience and provide opportunity for discussion of professional and ethical issues. Corequisite: SWK 450. Open to senior Social Work majors. Prerequisites: SWK 205, SWK 227, SWK 355, SWK 440, WLCE.",SWK 460: Social Work Field Practicum and Seminar I
Social Work,4,"A continuation of SWK 460. Focuses on further development of core competencies and skills for generalist social work practice. Students continue in a practicum in a social service agency two days/week for the entire semester (200 hours) and in a bi-weekly seminar. Taken Concurrently with SWK 455. Prerequisites: SWK 268 or HDP 264, SWK 345, SWK 450, SWK 460. Starts with students entering practicum in fall 2014.",SWK 465: Social Work Field Practicum and Seminar II
Social Work,0,Introduces students to statistics commonly used in social work re-search. Students learn how to explain and interpret descriptive and inferential statistics. Examples from social work practice and policy illustrate the concepts. Students evaluate findings and consider their social justice and human rights implications. Fulfills the MSW program statistics prerequisite.,SWK 499: Statistics for Social Workers
Social Work,3,"Foundation-year, MSW theory course related to individuals and families. Ecosystem approach to understanding human development and behavior across lifespan, focusing on the continuous, transactional relationship(s) between people and their environments, contextualized by race, class, history, culture, politics, religion. Critical approach to how theories evolve in context, inform social work practice, research, and policy. Offered fall.",SWK 510: Human Behavior and the Social Environment I
Social Work,3,"Second MSW theory course prepares students to understand human behavior within groups, organizations, and communities through multidisciplinary theoretical approaches. Learn strengths based conceptual frameworks for understanding groups and environments in ways that are relevant to social work practice, policy, and research. Prerequisite: SWK 510. Offered spring.",SWK 511: Human Behavior and the Social Environment II
Social Work,3,"History of U.S. and international social welfare programs, policy as social justice, policy analysis and implementation and social policy advocacy as a foundation of justice-based social work practice. Offered fall.",SWK 520: Social Policy
Social Work,3,"Introduces the purposes, types, methodology, and ethics of social research. Prepares students to be critical and informed consumers of research and also provides an applied learning opportunity through conducting a group research study. Prerequisites: Basic Statistics. Offered spring.",SWK 530: Foundations of Social Research
Social Work,3,"First foundationyear MSW practice course; provides the knowledge, skills, and values for justice-based social work practice with diverse individuals and families in multiple systems. Students are introduced to generalist social work practice from ecological, strengths-based, collaborative, and empowerment perspectives. Concurrent with SWK 550. Offered fall.",SWK 540: Generalist Social Work Practice I
Social Work,3,"Continues the generalist social work practice model. Develop knowledge, skills, and values for practice with small groups, organizations, communities. Emphasis is on strengths-oriented, justice-based approaches to these systems in historical, cultural, and sociopolitical contexts for practice that is collaborative, family-centered, community-based, and multiculturally competent. Pre-requisites: SWK 510, 540, 550. Concurrent: SWK 546 and 551. Offered spring.",SWK 541: Generalist Social Work Practice II
Social Work,3,"A critical learning approach to essential assessment tools for social work practice with children and families and the settings in which interventions typically occur. Issues of diversity, multicultural competence, and social justice in assessment and practice are explored. Develop an assessment framework and social work philosophy-in-progress. Prerequisites: SWK 510, 520, 530, 540, 550. Corequisites: SWK 541, 551. Offered spring",SWK 546: Multicultural Social Work Assessment
Social Work,6,"Two-semester practicum experience provides students with a field-based environment in which to develop and begin to demonstrate mastery of curricular content. . Placement in a social service agency two days/week for the academic year (480 hours). Students are also expected to know and apply the NASW Code of Ethics, CSWE Competencies and Practice Behaviors, values of the profession, approaches that reflect a celebration of differences, empowerment, and a commitment to human rights and distributive justice. Corequisite: SWK 540, 541, 546. Offered once a year, in sequence, fall/spring semesters.",SWK 550/551: Social Work Field Practicum and Seminar I and II
Social Work,2,"Enhances competency based social work practice in field practicum settings. Intended for students who must begin or finish their field practicum hours during the summer months. Read and discuss topics pertaining to all areas of the field practicum experience and learn from input and support of peers. For Foundation (SWK 554) and Concentration (SWK 654) Year students starting field placement early, or completing field placement beyond the spring semester.",SWK 554/654: Social Work Field Practicum and Summer Seminar I and II
Social Work,3,"Explore and analyze the dynamics of oppression, discrimination and privilege in structural and interpersonal systems/relationships, using intersectional analyses of diversity. Students explore their own and others sociocultural location, the uneven distribution of social and material resources in society, and how to create change through justice-based social work practice. Offered fall.",SWK 561: Dynamics of Oppression and Privilege
Social Work,3,"Explores theory and practice approaches to an integrated healthcare perspective on health, mental health and service deliv-ery. Emphasizes biopsychosocial and cultural aspects of the life course and across the lifespan. Integrated, interprofessional team models are examined. Healthcare as a human right is explored in relation to healthcare access and delivery.",SWK 570: Integrated Healthcare Theory & Practice
Social Work,3,"Examines the specific social service, health insurance and government and institution/agency policies that social workers and other healthcare provides will need to master to be effective in healthcare settings. These include, but are not limited to: MassHealth/Medicare, social security, long term insurance, hospice, healthcare management organizations, national healthcare.",SWK 575: Advocacy & Policy in Integrated Healthcare
Social Work,3,"Examines causes, symptoms, assessment and treatment of addictions. Of particular focus is working with addicted clients within healthcare settings. Students will also be trained in SBIRT (Screening Brief Intervention Referral and Treatment) with hands-on training in healthcare setting.",SWK 585: Addictions in Healthcare Settings
Social Work,3,"Provides an understanding of early-childhood mental health practice, research, and policy. Addresses strengths-based assessment, intervention, and consultation, research on best practices, and policy issues from a transdisciplinary, global, ecological, strengths-and-justice-based orientation that utilizes multiple perspectives in working with diverse young children, families, colleagues, and communities.",SWK 590: Early Childhood Mental Health
Social Work,3,"Focuses on the advanced knowledge, skills, and values necessary for social work leadership in complex social service agencies. Organized around the following modules: organizational leadership, fundraising, grant development, and community asset building. Prerequisites: SWK510, SWK511. Offered fall",SWK 610: Social Work Leadership and Administration
Social Work,3,"An advanced policy course focusing on the development of skills in social policy practice, such as policy formation, policy analysis, policy advocacy, and evaluation of social policy related to children and families. Prerequisites: SWK 520. Offered spring.",SWK 620: Social Policy Practice
Social Work,3,"First required, advanced MSW practice course. Explore and develop skills with several strengths-based models for working with children and families. Integrates theory, research, policy, and practice skills for multiculturally competent, family-centered, and community-based social work. Highlights connections to students fieldwork and other courses. Prerequisites: Completion of all foundation year courses. Concurrent with SWK 650. Offered fall.",SWK 640: Social Work Practice with Children and Families I
Social Work,3,"Second required, advanced MSW practice course. Continues with development of advanced, justice-based family practice skills, particularly related to the complex issues impacting the lives of children and families in the 21st century. Highlights connections to students fieldwork and other courses. Prerequisites: completion of foundation year courses and SWK 640, 650; concurrent with SWK 651. Offered spring.",SWK 641: Social Work Practice with Children and Families II
Social Work,6,"Two-semester, advanced field practicum experience. Placement in a social service agency three days/week for the academic year (720 hours). Students are expected to integrate all areas of the MSW curriculum into advanced, justice-based practice interventions with children and families. Includes advanced application of social work values and ethics and capacity to select among differential approaches based on knowledge and skills that are collaborative and inter-professional in order to effect social change at the individual, family, group, organizational, and community levels. Pre-requisites: completion of foundation year courses. Corequisites: SWK 640, 641; concurrent with SWK 641, 653. Offered once a year, in sequence, fall/spring semesters.","SWK 650/651: Social Work Field Practicum and Seminar III, IV"
Social Work,2,"Enhances competency based social work practice in field practicum settings. Intended for students who must begin or finish their field practicum hours during the summer months. Students will read and discuss topics pertaining to tall areas of the field practicum experience and learn from input and support of their peers. For Concentration Year students starting field placement early, or completing field placement late after Concentration Year.",SWK 654: Social Work Field Practice and Summer Semester III/IV-B
Social Work,6,"Enrollment limited to students enrolled in off-campus MSW pro-gram. Three-semester, advanced field practicum experience only offered for off-campus students. Placement in a social service agency two days/week for the academic year and summer (720 hours). Integrates all areas of the MSW curriculum into advanced, justice-based practice interventions with children and families. Includes advanced application of social work values and ethics and capacity to select among differential approaches based on knowledge and skills that are collaborative and inter-professional in order to effect social change at the individual, family, group, organizational and community levels. Prerequisites: completion of foundation year courses. Corequisites: SWK 640, 641. Offered once a year, in sequence, fall/spring/summer semesters.",SWK 655/656/657: Social Work Practicum & Field Seminar III/IV
Social Work,3,"This inter-professional course will enable students to effectively utilize the spiritual values/religious beliefs of clients and them-selves to create positive change, human transformation, and healing. This will include exploration of spiritual development, sup-porting genuine respect for spiritual experiences and strengths of diverse clients during all stages of the helping relationship.",SWK 670: Spirituality of Children and Families
Social Work,3,"This course will help students understand and apply theories and practice skills related to working with family violence. Topics will span child abuse and neglect; adolescent and adult intimate partner violence, including LGBT populations and working with victims and perpetrators of partner violence; and abuse of elders disabled family members.",SWK 675: Family Violence Across the Lifespan
Social Work,3,"First half of a year-long course that serves as a capstone to the full MSW learning experience. Design and conduct human rights -based research projects that integrate the key concepts of the MSW programs curricular themes and course work. Develop an integrative project proposal in this semester that contributes to the knowledge, skills, and values of justice-based social work practice. Prerequisites: completion of foundation year courses. Offered fall.",SWK 690: Integrative Project Seminar I
Social Work,3,"Second half of the year-long integrative project course. Students complete the human rights action project begun in the fall. Projects focus on advancing human rights and social and economic justice for children, families and communities, through education, social action, and policy. Projects integrate the concepts learned in previous courses and reflect the curricular themes and justice-based focus of the program. Prerequisites: completion of foundation year courses and SWK 690. Offered spring.",SWK 691: Integrative Project Seminar II
Social Work,2,"Reaffirms the foundational knowledge of social work research, policy, and community-based practice. Engage in community action to better understand and apply skills related to data collection, policy research, and community assessment. Application of strengths perspective, empowerment theory, and justice-based frameworks to demonstrate competency in community-based practice. Fulfills Gateway Program requirement for incoming Advanced Standing students. Taken concurrently with SWK 802 and 803. Prerequisite: Bachelor of Social Work (BSW) degree.",SWK 801: Gateway Research and Policy in Larger System Environments
Social Work,2,"Combines practice and field seminar content allowing students to express and review learning experiences from the field setting. Will apply practice behaviors and recognize the values of inter-professional and collaborative approaches to practice within organizations. Will explore ones own personal beliefs, behaviors, and assumptions that may impact social work practice. Fulfills Gate-way Program requirement for incoming Advanced Standing students. Taken concurrently with SWK 801 and 803. Prerequisite: Bachelor of Social Work (BSW) degree.",SWK 802: Gateway Practice and Field Seminar
Special Education,0,"Provides opportunity for students to demonstrate reflection on and analysis of practice in special education that corresponds to the initial license sought (Teachers of Students with Moderate Disabilities - PreK - 8th grade). Course builds on prior capstone portfolio. Benefits alumni of undergraduate educator preparation programs who are applying for the initial license. Pre-requisites & Corequisites: Passing score of required MTELs for initial license; successful completion of the Special Needs Practicum core II courses (SPE 481, SPP 470, and SPP 471) and capstone for Educational Studies (EDU 481).",SPE 099: Special Education Portfolio
Special Education,2,"Introduces various theories / models of managing behavior. Students learn to recognize, understand and evaluate behavior and to implement procedures designed to prevent or decrease undesirable behavior and increase desirable behavior.",SPE 264: Managing Behavior
Special Education,4,"Provides discussion and practice in assessing academic, social, behavioral domains of children. Focuses on informal and formal tools to analyze, interpret, and communicate results to families and school teams. Covers interpretation assessment results related to Individualized Education Program development, curricula, and racial and cultural bias. Discusses effective, informal assessment techniques and emphasizes an ecological approach to gathering information. Introduces standardized assessment and screening instruments and provides an overview of the purposes and limitations of such tests. Offered in the Singapore program only.",SPE 341 : Assessing Students with Special Needs
Special Education,2,Introduces Assistive Technology (AT) solutions that can support students with disabilities in fully accessing and progressing in standards-based curriculum activities. Include current laws and IEP considerations.,SPE 346: Assistive Technology
Special Education,2,Explores theoretical perspectives of exceptional learning needs. Curriculum development and instructional approaches for inclusive classrooms. Factors that affect learning from multiple perspectives.,SPE 392: Teaching Students with Exceptional Learning Needs
Special Education,4,"Develops theoretical and practical knowledge of innovative curricula, flexible classroom environments, and teaching practices that integrate adaptive-physical, behavioral, social, and academic teaching and learning. Using a developmental framework and key design principles, such as McTighe and Wiggins (2004) Under-standing by Design (UbD), Differentiated Instruction (Tomlinson, 2004), Universal Design for Learning (Rose and Meyer, 2002; Rose, 2011) and Culturally Responsive Pedagogy (Irvine and Armento, 2001), this course builds on the idea that effective curriculum grows from an understanding of how children learn, relevant and rigorous content, accurate and authentic assessments, and a supportive classroom ecology. Offered in Singapore programs only.",SPE 393: Inclusive Curriculum and Environments
Special Education,4,"Provides instruction and experience in designing curricula and learning environments for students with special needs. Students establish goals and objectives; select, modify and develop materials and instructional activities; and evaluate the appropriateness of ongoing programs. Techniques and materials for developing language, academic, social and career/vocational skills are presented.","SPE 394: Curriculum, Learning and Special Needs"
Special Education,2,"Emphasizes the use of formal and informal assessments to inform instruction. Instructs learners on the administration and interpretation of Concepts about Print, running records, and miscue analysis (i.e. QRI) to inform teaching practice. Builds critical thinking skills of practitioner to reflect on teaching decisions and diagnose readers responses. Extends knowledge of cultural and linguisting differences and their impact on literacy. Addresses a range of issues faced by struggling readers: fluency, decoding, comprehension, self-esteem and motivation, development of critical thinking, and integration of writing.",SPE 455: Teaching Reading to Struggling Readers
Special Education,1,"Discuss current issues in special education including policies and practices. Seminar facilitates collaboration to discuss drafts of ana-lytic and reflective essay to demonstrate competence in the Council for Exceptional Children standards. Prerequisite or can be taken concurrently with SPP 470, SPP, 471, and SPE 481.",SPE 466 : Special Education: Capstone
Special Education,1,"Enables students to complete a digital portfolio demonstrating their achievement of the Council of Exceptional Children standards. Prerequisite: Passage of Massachusetts Literacy and Communication (Reading and Writing subtests), General Curriculum (Multi- subject and Math sub-tests), and Foundations of Reading Tests for Educator Licensure. Can be taken concurrently with SPP 470, SPP 471, SPE 481, and SPE 466 Special Education: Capstone.",SPE 467: Special Education: Portfolio Development
Special Education,4,"Discussion and practice assessing academic, social, behavioral domains of children. Focus on informal and formal tools to analyze, interpret and communicate results to families and school teams. Interpret assessment results related to Individualized Education Program (IEP) development, curricula, and racial and cultural bias. Corequisite: supervised placement.",SPE 481: Assessing Students with Special Needs
Special Education,3,"Surveys various disabilities and their impact on learning and development. Covers legislative issues, IEP development, service delivery models, and strategies for working with families/service providers of children with special needs.",SPE 542: Impact of Special Needs 
Special Education,2,Explores traditional and current theories and model of managing behavior. Emphasis on analyzing and understanding causes and explanations. Examines approaches for preventing or decreasing undesirable behavior and increasing self-control.,SPE 560: Understanding and Managing Behavior
Special Education,3,Discusses effective strategies to meet students needs and effective assessment procedures. Reviews the big ideas of number sense and current mathematics curricula. Prerequisite: EDU 535 or approved waiver.,SPE 635 : Number Sense For Learners Who Struggle
Special Education,1,"Focuses on use of evidence based instructional practices for students in inclusive classrooms. Selection, application, and modification of EBP across curricular content areas will be discussed. Related topics such as Differentiated Instruction and Response to Intervention will be covered. Taken concurrently with SPP 640 or EDP 536 or permission of instructor Open only to students in the IESE program or with permission of instructor.",SPE 644: Instructional Methods Seminar I
Special Education,1,"Focuses on use of evidence-based instructional practices for students in inclusive classrooms. Selection, application, and modification of EBP across curricular content areas will be discussed. Related topics such as Differentiated Instruction and Response to In-tervention will be covered. Taken concurrently with SPP 640 or EDP 536 or permission of instructor. Prerequisite: SPE 644 Instructional Methods Seminar I.",SPE 646: Instructional Methods Seminar II
Special Education,2,"Takes a critical orientation to examine reading programs, instructional approaches, informal literacy assessment, and factors that influence reading development: decoding, vocabulary, fluency, and comprehension. Explores implications of social, political, and cultural contexts on understanding literacy practices.",SPE 650: Understanding Reading Difficulties
Special Education,3,"Develops theoretical and practical knowledge of innovative curricula, flexible classroom environments, and inclusive teaching practices that integrate physical, behavioral, social and academic needs of children. Emphasizes that effective curriculum grows from the intersection of accurate assessment, meaningful schoolwork and a supportive classroom ecology.",SPE 652: Inclusive Education Curriculum
Special Education,3,"Provides direct, guided practice in planning and implementing curricula that address the academic, social, behavioral and physical learning requirements of children with special needs. Emphasizes group problem-solving as participants research, develop and implement curricula and pedagogies which respond to the assessed learning needs of children in inclusive and special classrooms.",SPE 654: Advanced Inclusive Curriculum 
Special Education,3,"Develop skills assessing academic, social, behavioral domains of childrens learning. Emphasizes both informal and formal tools to analyze, interpret and communicate results to families and school teams. Critique assessment results related to Individualized Education Program (IEP) development, curricula, and racial and cultural bias. Corequisite: Current placement teaching children; prerequisite: SPE 542; or permission of instructor.",SPE 656: Special Education Assessment
Special Education,2,"Provides a social, historical, legal and political context for understanding education practice and policies. Addresses issues of equity, access, civil rights, moral and ethical considerations, rights of students, parents and teachers, and the larger purpose of public education in our democracy.",SPE 685: Democracy and Education 
Special Education,1,Introduces Assistive Technology (AT) solutions that can support students with disabilities in fully accessing and progressing in standards-based curriculum activities. Includes current laws and IEP considerations. Provides overview on integration of technology in teaching and learning.,SPE 710: Assistive Technology
Special Education,4,"Supervised experience with school-aged children with exceptional learning needs in inclusive, resource, or substantially separate classrooms in public or private settings. Students have increasing responsibility for curriculum design and all other responsibilities of a teacher. 4 days a week. Taken concurrently with SPP 461 Seminar I: Students with Special Needs. Pre-requisites: EDU 255; EDU 337; HDP 290; SPE 392; MLE 301; Successful completion of the Massachusetts Test for Educator License (MTEL) in Communication and Literacy (i.e. Reading and Writing subtests).",SPP 460: Practicum I: Students with Special Needs 
Special Education,2,Reflect upon and analyze their experiences with school-aged children during the practicum experience. Must be taken concurrently with SPP 460.,SPP 461: Seminar I: Students with Special Needs 
Special Education,3,"A second experience with school-aged children with exceptional learning needs, at a different age level and/or displaying different learning needs than the first practicum. Students have increasing responsibility for curriculum design and all other responsibilities of a teacher. 3 days a week. Taken concurrently with SPP 471. Pre-requisite: SPE 264; MLE 303; Evidence of having taken, at mini-mum, one section of the General curriculum exam (Multiple subject and Math sub-tests)",SPP 470 : Practicum II: Students with Special Needs
Special Education,1,Reflect upon and analyze their experiences with school-aged children during the practicum experience. Must be taken concurrently with SPP 470.,SPP 471: Seminar II: Students with Special Needs. |
Theatre Arts,4,"Explores critical and creative thinking through the art of dance. Studies how dance has affected societies and individual lives through history, including consideration of folk, cultural, and art dance. Analysis, research, synthesis of information, and other critical thinking skills are explicitly addressed. Typically offered as a First-year Seminar. General Education: Creativity and the Arts. Introductory.",THE 115: Moving Our Minds
Theatre Arts,4,"Explores basic principles, techniques of effective speaking. Develops communication, discussion, speech writing, interpretation, de-livery, critical analysis skills. General Education: Creativity and the Arts. Introductory.",THE 123: Public Speaking
Theatre Arts,4,"Introduces theatre as collaborative art form. Surveys history of Western theatre. Explores theatre art, practice. Requires participation in Wheelock Family Theatre. General Education: Creativity and the Arts. Introductory.",THE 126: Introduction to Theatre
Theatre Arts,4,"Explores ways of expressing creative potential within theatre discipline. Develops self-awareness. Strengthens problem-solving skills through individual and group exercises in gesture, movement, mime, dialogue. General Education: Creativity and the Arts. Intermediate.",THE 203: Improvisation
Theatre Arts,4,"Explores basic acting techniques. Uses exercises in observation, concentration, emotional recall, imagination as basis for character development. Develops voice and body as tools for creating a role. Culminates in performance of monologues and scenes. General Education: Creativity and the Arts. Intermediate.",THE 205: Acting
Theatre Arts,4,"Surveys broad range of dramatic literature through study of representative plays and playwrights, including Sophocles, Euripides, Shakespeare, ONeill, Williams. Emphasizes influence of earlier periods on modern drama. General Education: Creativity and the Arts OR Languages and Literatures. Intermediate.",THE 209: History of Dramatic Literature
Theatre Arts,4,"Studies the works of such playwrights as Ibsen, Chekhov, Hell-man, Miller, Wilson, Kushner. Textual analysis focuses on dramatic structure, character development, thematic content. General Education: Creativity and the Arts OR Languages and Literatures. Intermediate",THE 215: Modern Drama
Theatre Arts,4,"Studies music, lyrics, texts written for European and American stage. Focuses on opera and the mature musical. Includes participation in/observation of Wheelock Family Theatre musical production. General Education: Creativity and the Arts. Intermediate.",THE 220: History of Musical Theatre
Theatre Arts,4,"Explores theatre techniques to illuminate literature. Uses poetry, fiction, nonfiction, plays. Emphasizes textual analysis for group presentation. Culminates in performance of student-generated scripts. General Education: Creativity and the Arts. Intermediate.",THE 225: Staged Readings
Theatre Arts,4,"Focuses on developing proper alignment, refining style, enhancing phrasing and developing strength. Studies jazzs influential people and its history, including African-American influences, Jack Cole, Alvin Ailey, Jerome Robbins, Bob Fosse, Hollywood, and Broad-way. General Education: Creativity and the Arts. For the intermediate dancer. Intermediate.",THE 235/MUS 235: Jazz Dance
Theatre Arts,4,"Surveys history of African-American theatre from time of Ira Aldridge to present day. Includes study of Harlem Renaissance playwrights and African-American actors, actresses, directors. General Education: Perspectives on Diversity and Creativity and the Arts or Languages and Literatures. Intermediate.",THE 238: African-American Theatre
Theatre Arts,4,"Study Shakespeares plays through character analysis, evaluation, performance. Emphasizes his views on life, death, love, politics, evil, ambition; his insight into human nature, his relevance today. Texts include Romeo and Juliet, Taming of the Shrew, Macbeth, Twelfth Night. General Education: Creativity and the Arts or Languages and Literatures. Intermediate.",THE 242: Shakespeare
Theatre Arts,4,"Uses the sequence of events that move a play from a script to live performance to explore the theatrical design and production elements of scenery, costumes, lighting, sound, makeup, and proper-ties involved in mounting a play. Students will participate in building and running a production. General Education: Creativity and the Arts. Intermediate.",THE 245 : Theater Design and Production
Theatre Arts,4,"Develops skills for writing for the stage. Students learn theory and principles of playwriting, practice methods for developing dramatic work through journals, improvisations, observation and learn about resources for playwrights. Students write one-act plays as final assignment. General Education: Creativity and the Arts. Pre-requisite ENG 120. Intermediate.",THE 248: Playwriting
Theatre Arts,4,"Explores value of creative drama for primary-aged children in varied settings. Develops skills, techniques needed to implement, evaluate drama activities that enhance self-expression, build self-esteem, community. Investigates dramas role as vehicle for teaching, learning. Prerequisite: junior or senior Status. Offered: spring. Intermediate.",THE 277: Movement and Drama for Children
Theatre Arts,4,"Explores the fun, freedom and power of clowning. Learn and per-form silent interactional street clowning. Introduces history and types/styles of clowning in various cultures, emphasizing contemporary clowning for sociopolitical change. Research the role of clowning in community education, medical services, and movements for social justice. General Education: Creativity and the Arts. Intermediate.",THE 280: Clowning for Social Change
Theatre Arts,4,"Prepares, tours, and presents dramatizations of childrens literature in a variety of settings. Explores aspects of theatre management such as booking engagements, public relations. Prerequisites: one theatre performance class, permission of instructor. Advanced.",THE 310: Story Theatre
