category,dates,description,title,avail seats,section,section status,days,times,credits,requires consent,instructor,room
Spanish,05/27/2017 - 06/24/2017, , SPAN 240T - STC Program Cost Spain ,13,01,Open,N/A,N/A,0.00,Yes,TBA,N/A
Spanish,01/19/2017 - 05/08/2017," 4 sem. hrs. Prereq.: SPAN 202 or consent of the instructor. Aims to increase proficiency in the oral and written use of language. Readings include selections by contemporary Latin American authors and focus on various issues, such as women's roles and human rights. Includes written assignments and oral presentations based on readings and other current events. Pelez-Bentez. ", SPAN 245 - Conversation & Composition ,9,02,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Arlene Ovalle-Child,N/A
Spanish,01/18/2017 - 05/08/2017," Students who want to register for travel courses must first apply through the Colleges of the Fenway GEO Center on www.cof.studioabroad.com. All requirements must be completed as listed on studio abroad before a student is accepted into a course. In addition to Simmons travel courses, other College of the Fenway courses are listed on the site. After registration on studio abroad, the GEO Center will ask for you to deposit for your course. The GEO will send the list of completed and accepted registrations to the Registrar. This is how you will be registered for the travel course. Interested students should create an account on studio abroad as soon as possible. Focuses on 20th-century Spain with special emphasis placed on the Spanish Civil War, the Franco rgime, the transition to democracy, and Spain today. Areas covered include art and architecture as well as historical, political, cultural, social, and economic issues. The activities offered through the program are a complement to the course material. Staff from GRIIS, Granada Institute of International Studies. ", SPAN 253M - Social & Political Issues in Modern Spain STC ,9,01,Open,N/A,N/A,4.00,Yes,Ms. Amalia Pulgarin,N/A
Spanish,05/27/2017 - 06/24/2017, , SPAN 253T - Program Costs STC Spain ,9,01,Open,N/A,N/A,0.00,Yes,TBA,N/A
Spanish,01/19/2017 - 05/08/2017," 4 sem. hrs. Prereq.: SPAN 245 or consent. Introduces students to Spanish American and peninsular short fiction from the 20th century. Explores social, political, and aesthetic issues present in the work of authors, such as Quiroga, Cortzar, Rulfo, Cela, Benet, and Poniatowska. Topics include relationships between artists and society and portrayals of groups in crises. Cohen. ", SPAN 265 - 20th c. Hispanic Short Story ,0,01,Wlst,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Danisa Bonacic,N/A
Spanish,01/19/2017 - 05/08/2017," 4 sem. hrs. Prereq.: SPAN 264 or SPAN 266 or SPAN 268 or SPAN 269 or consent of the instructor. Explores the social, cultural, and aesthetic representation of women in Latin America in the 20th century. Topics include the relationship between society's expectations of women and literary production, the emergence of a feminist point of view, the role of women in political life, and the role of the writer in shaping national identity. Bonacic. ", SPAN 336 - Latin American Women Writers ,9,01,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Danisa Bonacic,N/A
Spanish,01/18/2017 - 05/08/2017," 4 sem. hrs. Prereq.: Consent of the instructor. Addresses coursework required for the major or degree not being offered formally that semester. Students work under the close supervision of a faculty member. Consent is required for a directed study, which does not count toward the independent learning requirement. Staff. ", SPAN 349 - Directed Study ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
Spanish,01/18/2017 - 05/08/2017, 4 sem. hrs. Prereq.: Consent of the instructor. Staff. , SPAN 350 - Independent Study ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
Spanish,01/18/2017 - 05/08/2017, 4 sem. hrs. Prereq.: Senior standing and consent of the instructor. Staff. , SPAN 355 - Thesis ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
Spanish,01/18/2017 - 05/08/2017," 4-8 sem. hrs. Prereq.: Consent of the department. In collaboration with the Career Education Center and under supervision by a department faculty member, students intern 10 to 15 hours a week (for four credits) in workplace sites connected to their major. Students complete a final paper that reflects on their experience and brings together theory and practice. Staff. ", SPAN 370 - Internship ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
Special Needs Educ,01/18/2017 - 05/08/2017, , SPND 350 - Independent Study ,18,01,Open,N/A,N/A,4.00,Yes,Judah B. Axe,N/A
Special Needs Educ,01/12/2017 - 04/13/2017," Explores building-based issues in the inclusion of learners with special needs and techniques, including cooperative learning, to include learners with special needs in general educational settings. Includes development of a collaborative plan describing implementation strategies for inclusion, team building, and school change. Requires site visit. Fleming. "," SPND 412 - Inclusion, Consultation and And Collaboration for Meaningful Access to Curriculum ",14,06,Open,Thursday,05:00PM-08:00PM,4.00,No,Susan Campbell,N/A
Special Needs Educ,01/09/2017 - 04/17/2017," Introduces research methods and strategies in education. Focuses on information necessary to be a skilled consumer of research conducted by others and on application of these results in planning, implementing, and evaluating comprehensive services for learners with special needs. Emphasizes methods of inquiry, the framing of research questions, research designs, strategies for data collection and analysis, and the components of a successful written report of the findings. Axe, Gould. ", SPND 415 - Applied Research I ,10,36,Open,Monday,08:00AM-11:00AM,4.00,No,TBA,N/A
Special Needs Educ,03/31/2017 04/01/2017 04/28/2017 04/29/2017," 4 sem. hrs. Explores strategies to incorporate assistive special education technology into classrooms and learners' individualized educational programs. Provides real-world experiences, resources, and skill development in the latest software, adaptive equipment, and best practices. Explores readily implemented practical solutions for inclusive classrooms. Pugliese. ", SPND 422 - Differentiating Instruction Using Technology Across the Curriculum ,12,15BL,Open,Friday Saturday Friday Saturday,05:00PM-10:00PM 08:30AM-04:30PM 05:00PM-10:00PM 08:30AM-04:30PM,4.00,No,Ms. Karen T. Janowski,N/A N/A N/A N/A
Special Needs Educ,01/20/2017 01/21/2017 02/24/2017 02/25/2017 03/24/2017 03/25/2017," 4 sem. hrs. Involves observation, analysis, and interpretation of children's learning needs, utilizing formal and informal assessment devices in order to write, implement, and evaluate individualized educational programs. Reviews test instruments and current issues in assessment. Requires weekly fieldwork in an integrated setting. Stefanini, Waterman, Waters. ", SPND 436 - Formal & Informal Assessment ,20,15,Open,Friday Saturday Friday Saturday Friday Saturday,05:00PM-10:00PM 08:30AM-04:30PM 05:00PM-10:00PM 08:30AM-04:30PM 05:00PM-10:00PM 08:30AM-04:30PM,4.00,No,TBA,N/A N/A N/A N/A N/A N/A
Special Needs Educ,01/18/2017 - 05/08/2017," Involves full-time supervised teaching responsibilities in a public school classroom (PreK-8) or Chapter 766 approved school with learners with moderate disabilities. Requires papers and attendance at weekly seminars. Tierney, Hardin. ", SPND 438 - Practicum: Moderate Disabilities (PreK-8) ,25,15,Open,N/A,N/A,2.00,No,Ms. Amy E. Ballin,N/A
Special Needs Educ,01/18/2017 - 05/08/2017," Involves full-time supervised teaching responsibilities in a public school classroom (5-12) or Chapter 766 approved school with learners with moderate disabilities. Requires papers and attendance at weekly seminars. Tierney, Hardin. ", SPND 439 - Practicum: Moderate Disabilities (5-12) ,20,15,Open,N/A,N/A,2.00,No,Ms. Amy E. Ballin,N/A
Special Needs Educ,01/11/2017 - 04/12/2017," Focuses on the historical, philosophical, legal, and ethical perspectives of educational services for learners with special needs. Reviews exemplary programs, relevant current literature, state and federal laws, development of an IEP, and case studies. Requires fieldwork. Blume, Ullian, Waterman, Waters. "," SPND 443 - Special Education Laws, Regulations, and Process for Teachers ",14,06BL,Open,Wednesday,05:00PM-08:00PM,4.00,No,Sharon Waterman,N/A
Special Needs Educ,01/18/2017 - 03/01/2017," 2 sem. hrs. Offers an examination of the historical, philosophical, legal and ethical perspectives of educational services for learners with special needs. Reviews the statutory and regulatory foundations pertaining to children and youth with disabilities. Key judicial interpretations of those policies will also be reviewed. Students are not required to have a background in law. Blume. ", SPND 444 - Special Education Laws & Regulations For Teachers & Administrators ,16,02,Open,Wednesday,06:00PM-08:50PM,2.00,No,Ms. Amy E. Ballin,N/A
Special Needs Educ,03/15/2017 - 04/26/2017," 2 sem. hrs. Prereq. SPND 444. Offers an examination of the legal requirements as well as the process for the development, implementation and interpretation of the Individualized Education Program (IEP). The IEP forms the basis for the provision of specially designed instruction to students with special needs who are eligible for special education under the provisions of the Individuals with Disabilities Education Act (IDEA). Analysis of IEP meeting procedures and protocols are also integral to this course. Blume. "," SPND 445 - Individualized Education Program: Strategies for Development, Interpretation & Implementation ",14,02,Open,Wednesday,06:00PM-08:50PM,2.00,No,Martha P. Wall,N/A
Special Needs Educ,01/13/2017 01/14/2017 02/03/2017 02/04/2017 02/17/2017 02/18/2017," 4 sem. hrs. Explores major areas of special needs and examines issues unique to the delivery of service to learners with special needs, including assessment strategies, equipment adaptation, materials, and parent/professional relations. Focuses on language development and communication problems. Requires fieldwork. Evans, Hardin. ", SPND 446 - Learners with Special Needs ,20,15,Open,Friday Saturday Friday Saturday Friday Saturday,05:00PM-10:00PM 08:30AM-04:30PM 05:00PM-10:00PM 08:30AM-04:30PM 05:00PM-10:00PM 08:30AM-04:30PM,4.00,No,TBA,N/A N/A N/A N/A N/A N/A
Special Needs Educ,01/18/2017 - 05/08/2017, For graduate students only. Staff. , SPND 450 - Independent Study ,20,15,Open,N/A,N/A,2.00,Yes,Judah B. Axe,N/A
Special Needs Educ,01/08/2017 - 04/17/2017," Involves full-time supervised teaching responsibilities in a public school or Chapter 766 approved school with learners with severe disabilities. Requires papers and attendance at weekly seminars. Evans, Tierney. ", SPND 468 - Practicum: Severe Disabilities (levels: All) ,8,06,Open,N/A,N/A,2.00,No,Ms. Heather C. Fortin,N/A
Special Needs Educ,01/11/2017 01/25/2017 02/08/2017 02/22/2017 03/01/2017 03/08/2017 03/22/2017 04/12/2017 04/19/2017, Involves developing curriculum materials using the Massachusetts Curriculum Frameworks and demonstrating service to learners with special needs. Requires papers and attendance at weekly seminars. Fleming. , SPND 488 - Seminar & Fieldwork in Education ,0,36,Open,Wednesday Wednesday Wednesday Wednesday Wednesday Wednesday Wednesday Wednesday Wednesday,04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM 04:00PM-07:00PM,2.00,No,Melissa L. Oliver,N/A N/A N/A N/A N/A N/A N/A N/A N/A
Social Work,01/19/2017 - 05/04/2017," 4 sem. hrs. Examines the issues and problems that social workers confront and provides a framework for understanding and critically analyzing the impact of social welfare policies on individuals, groups, and society. Through an examination of historical and contemporary social welfare policies, students build the knowledge, values, and skills required for effective practice through policy development and reform, including the ability to engage in policy practice to advance social and economic well being. ", SW 200 - Social Welfare Policy ,5,01,Open,"Tuesday, Thursday",09:30AM-11:00AM,4.00,No,Shelly-Ann Dewsbury,N/A
Social Work,01/20/2017 - 05/05/2017," 4 sem. hrs. These two courses allow students to participate in the in-depth study of the physical, psychological, social, and cultural forces impacting the growth and development of individuals within the context of their families, communities, and society. Using a life span approach, a social work strengths perspective, and a person-in-environment framework, the first semester covers the prenatal period through the school-aged child while the second semester covers adolescence through the aging years and death. ", SW 252 - Human Behavior in the Social Environment II ,4,01,Open,"Tuesday, Friday",11:00AM-12:20PM,4.00,No,Katherine N. Nolan,N/A
Social Work,01/23/2017 - 05/08/2017," The Junior Field Experience and Seminar is designed for the junior social work student to integrate classroom learning with practical social work experience in an agency setting. The field experience requires students to participate in 100 hours of field experience throughout the semester. The weekly seminar assists students in relating social work concepts, theories, and generalist practice competencies learned in BSW courses to experiences in the field. The junior field experience is designed to expose students to the complexities of practice in community-based organizations in preparation for the Senior Field Experience. Multiple dimensions of competent social work practice will be explored across a range of agency and service contexts. Students will begin to utilize supervision, identify and analyze related policies, engage in research-informed-practice, incorporate social values and ethics, and apply theories of human behavior in the social environment to various contexts in community-based practice. ", SW 345 - Junior Field Experience Seminar ,5,01,Open,Monday,04:30PM-05:50PM,1.00,No,Shelly-Ann Dewsbury,N/A
Social Work,01/24/2017 - 05/02/2017, , SW 352 - Social Work Practice II: Work with Individuals & Families ,9,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Katherine N. Nolan,N/A
Social Work,01/24/2017 - 05/02/2017, , SW 354 - Social Work Practice IV ,9,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,TBA,N/A
Social Work,01/23/2017 - 05/08/2017, , SW 371 - SW Field Placement & Sem II ,9,01,Open,Monday,12:30PM-01:50PM,8.00,No,Shelly-Ann Dewsbury,N/A
Social Work,01/23/2017 - 05/08/2017, , SW 390 - Social Work Senior Seminar ,9,01,Open,Monday,04:30PM-07:20PM,4.00,No,Paul R. Gould,N/A
Social Work,01/24/2017 - 05/02/2017," SW401A: Social Welfare Policy and Services (required) This course focuses on the social welfare policy context in which social workers practice and social welfare benefits and services are received. Course content familiarizes social work students with the history and evolution of social welfare policies as well as current-day examples of policies that influence social work practice. To appreciate the complexities, contradictions, strengths, and weaknesses of the American approach to social welfare, a number of factors will be analyzed including history, economics, politics, ideologies and values, and alternate policy models. In this course, students learn to analyze historical and current social welfare policies in light of principles of social and economic justice and human rights. The role of power and privilege in social welfare policy will be assessed as it pertains to equality, equitability and discrimination based on race, ethnicity, age, gender, sexual orientation, nationality, class, disability and other individual and population characteristics. Ways in which social work practice is both influenced and is impacted by social welfare policies will be emphasized. ", SW 401A - Social Policy & Services ,22,01,Open,Tuesday,06:00PM-08:50PM,3.00,No,Phernel Joseph Manigat,N/A
Social Work,01/18/2017 - 05/08/2017, SW402: Information Literacy Program (required) This online course focuses on information literacy for graduate social work students. All students must complete SW402. 0 credits , SW 402 - Information Literacy Program ,35,OL,Open,N/A,N/A,0.00,No,TBA,N/A
Social Work,01/11/2017 - 01/13/2017," SW407: Community Politics: Urban Leadership Program students only. This course orients students to the structure and function of government at the federal level. Topics include an introduction to key concepts of government and the relationship of federal, state, and local levels. Current news and events will help illustrate how work gets done. 0 credits. ", SW 407 - Community Politics ,22,01,Open,Wednesday Friday,09:00AM-04:00PM 09:00AM-04:00PM,0.00,No,Gary Bailey,N/A N/A
Social Work,01/20/2017 - 04/28/2017," SW409: Dynamics of Racism and Oppression (required) This course is an intensive examination of the dynamics of various forms of oppression in U.S. society. The selection of the oppression of racism is deliberate. Through the analysis of critical race theory and intersectionality, students will come to understand the reasoning for this initial emphasis. The course begins with an analysis of racism from structural, (social) psychological and applied perspectives. This approach frames the analysis of other forms of oppression. Types of oppression (sexism, classism, homophobia, etc.) are examined in relationship to sociopolitical and economic factors, and historical themes that continue into the present day are identified. The course will explore the costs of oppression to all individuals and its differential impact on individuals in dominant and subordinate positions. The importance of power and the dynamics of domination and subordination in all forms of oppression will be explored. Practice issues will be examined in relation to multi-level interventions (i.e., individual, group, organizational and institutional). ", SW 409 - Dynamics of Racism & Oppression ,17,04,Open,Friday,06:00PM-08:50PM,3.00,No,Paul Marcus,N/A
Social Work,01/18/2017 - 04/26/2017," SW411A: Human Behavior in the Social Environment (required) Human Behavior in the Social Environment addresses two areas of focus. One is an ecological-developmental approach to human behavior in the social environment, taking a social constructionist perspective, emphasizing the ways in which culture (of large groups and small) and the broader social environment shape human behavior and identity. Concepts of resilience and resistance to oppression are emphasized using frameworks such as empowerment theories, systems theory and human ecology. This course emphasizes micro, meso, and macro level social systems that influence individual behavior, including families, groups, organizations and communities, as well as the larger society within historical and cultural contexts. Particular attention is paid to culture, race, class, gender and sexual orientation as dynamic social constructions that can be sources of both oppression and strength at all levels of social systems. The second area of focus is on current theoretical frameworks to understand the bio-psycho-social-cultural processes that shape human behavior and development of self across the life span. We emphasize the interaction of individuals with their environments as they mutually influence each other, emphasizing cultural diversity and social justice. The application of multiple theoretical perspectives to Social Work practice is emphasized. ", SW 411A - Human Behavior in the Social Environment ,22,01,Open,Wednesday,06:00PM-08:50PM,3.00,No,Abbie K. Frost,N/A
Social Work,01/20/2017 - 04/28/2017," SW414: Assessment and Diagnosis (required) This one semester course provides knowledge of the major categories of diagnoses for adults as formulated in DSM-5 and of theoretical perspectives in those categories. Attention is given to the dynamics of development and culture, and to the interrelationship among biological, psychological, and social/cultural systems that impact diagnosis. Focus will be on utilizing these elements in order to provide a comprehensive bio-psycho-social assessment. Treatments specifically related to these diagnoses will be noted. Prerequisites: SW411A and SW421A. ", SW 414 - Assessment and Diagnosis ,22,06,Open,Friday,06:00PM-08:50PM,3.00,No,Laika Aguinaldo,N/A
Social Work,01/18/2017 - 05/03/2017," This course examines crisis intervention and treatment approaches for children and adolescents, with a particular emphasis on vulnerable populations. Since crisis intervention is an integral part of social work practice, this course aims to provide students with knowledge of contributing factors, theories and practice models which best inform crisis intervention in social work with children and adolescents. Students will use a systems-based framework in their analysis of crisis situations and become familiar with the skills necessary to implement effective techniques with children and adolescents. The course will provide students with the opportunity to apply critical thinking skills when working with crises, as well as examine policy issues, ethical issues, and the intersectionality of oppression and the implications of oppression and discrimination on crisis experiences and interventions. Further, students will develop an awareness of the importance of engaging in self-care practices that will support their well-being when working with crises. ", SW 418 - Crisis Intervention With Children and Adolescents ,18,01,Open,Wednesday,11:00AM-01:50PM,3.00,No,Melinda Gushwa,N/A
Social Work,01/20/2017 - 04/28/2017," SW421B: Social Work Practice (required) The second semester of this yearlong course will carry forward the ecosystems perspective from the first semester and will introduce students to four main practice theories: psychodynamic, cognitive behavioral, narrative, and solution-focused. Within each framework, we will examine core principles and begin to explore implications for each phase of the helping process: engagement, assessment, planning, evaluation, and termination. Drawing upon these theoretical frameworks as an organizing framework for thinking about generalist social work practice, the course proceeds to explore work with individuals, families, and communities in various contexts and circumstances. Students will deepen their assessment skills and their intervention skills at micro, mezzo, and macro levels. An emphasis will be placed on collaborative consultation of student case presentations as one way of conceptualizing the work and thinking from multiple perspectives about intervention strategies. We will explore the use of evidence-based (or informed) practice. Ways of evaluating practice and using the professional literature as an aid to practice choices will also be discussed. Prerequisite SW421A. Two consecutive semesters of SW421 are required: SW421A and SW421B. Students must register for the same section each semester. ", SW 421B - SW Practice ,17,11,Open,Friday,03:00PM-05:50PM,3.00,No,Nora Rushford,N/A
Social Work,01/24/2017 - 05/02/2017, , SW 424B - Advanced Clinical Practice ,12,13,Open,Tuesday,08:00AM-10:50AM,3.00,No,Mr. John S. Moynihan,N/A
Social Work,01/20/2017 - 04/28/2017," SW441: Social Work Research (required) In this introductory course, students examine the research process as it applies to the specialized interests and needs of social work. Illustrations are chosen from the studies of social work practice. The course is designed to enable students to be critical consumers of research, to understand the principles and process of research and the evaluation of practice, to become familiar with ethical considerations when designing and implementing a project, and to be capable of participating in practice related research. Sections with some online class sessions are designated as 'blended.' ", SW 441 - Soc. Work Research ,22,05,Open,Friday,06:00PM-08:50PM,3.00,No,TBA,N/A
Social Work,01/03/2017 - 05/05/2017," SW446B: Field Education Year 1: Foundation (required) Continuation of SW446A, weekly agency-based field placement which focuses on foundation social work skills. Students complete agency based assignments in addition to process recordings and assessments. SW446B section 01 is for students doing a 24 hour per week field placement SW446B section 02 is for students doing a 16 hour per week field placement. The field department must approve all 16 hour placements prior to a student registering. Prerequisite: SW446A. Course must be concurrent with Social Work Practice (SW421B) ", SW 446B - Field Year 1 ,220,02,Open,N/A,N/A,5.00,Yes,Ms. Kim Harriman,N/A
Social Work,01/03/2017 - 05/08/2017," SW447B: Spring Semester Field Education Year II: Advanced (required class) SW447B section 01 is for students doing a 24 hour per week field placement SW447B section 02 is for students doing a 16 hour per week field placement. The field department must approve all 16 hour placements prior to a student registering. The goal of field education is to learn the application of theoretical concepts and social work principles and values learned in the classroom to clinical practice. Field education provides supervised learning of advanced practice skills with individuals, families and groups in a variety of clinical settings. SW447B must be concurrent with a Clinical Practice elective. ", SW 447B - Field Year 2 ,220,02,Open,N/A,N/A,5.00,Yes,Ms. Kim Harriman,N/A
Social Work,01/20/2017 - 05/05/2017," This course is designed to help students develop foundational knowledge and skills for social work practice with sexual and gender minority populations. Students will utilize a multi-dimensional framework to critically analyze power, privilege, and oppression relative to LGBTQ+ populations. Grounded in a social justice perspective, the first few weeks of the course are designed to help students gain an understanding of relevant ethical principles and dilemmas; models of identity development across race, class, ethnicity, socioeconomic class, and historical period; health disparities and resilience; history of social work discourse related to LGBTQ+ populations; and basic principles for affirmative social work practice. Students will develop knowledge about the mutual influence of individuals, families, and institutional factors, including social policies and cultural factors. Students will learn basic skills for competent practice with LGBTQ+ populations over the life course, with a particular focus on engagement, assessment, and intervention. Specific areas of practice will be explored, including intimate partner violence, suicide risk, HIV/AIDS, and substance use disorders. Students will critically examine the values of the social work profession and reflect on their personal values for the purpose of raising self awareness and examining personal biases related to heterosexism, heteronormativity, transphobia, and cisnormativity. ", SW 448 - SW Prac Sexual & Gender Minority ,20,01,Open,Friday,03:00PM-05:50PM,3.00,No,Jennifer Meredith Putney,N/A
Social Work,01/24/2017 - 05/02/2017," SW451: Leadership Skills for Social Work Practice (required for Urban Leadership students) Urban Leadership Students only. The course will expose students to a working definition of leadership and the various contexts in which leadership skills are exercised. Beginning with a vision of leadership, students will have the opportunity to examine their own leadership skills, learn to understand leadership in an urban organizational context, explore leadership practices in multicultural environments and reflect on their own multiple identities and their influence on leadership. In addition, the similarities between social work skills and leadership skills will be discussed. This course meets the requirement for a social action course. Must be concurrent with SW446B. ", SW 451 - Seminar in Leadership I ,22,01,Open,Tuesday,06:00PM-08:50PM,3.00,No,Ms. Katrina M. Huff-Larmond,N/A
Social Work,01/24/2017 - 05/02/2017, SW452: Leadership in Action for Social Work Practice (required for Urban Leadership students) Urban Leadership Students only. This course will deepen students understanding of systemic interdependency and highlight the importance of strengths as a mechanism for transformation and change. Students will examine processes associated with varying contexts for social work leadership organizations as well as at the community and local grassroots level. Students will also critically examine emerging scholarship relevant to social justice leadership framework such as principled leadership and transformational leadership. Collaborative organization and community assessment and capacity development will provide students with opportunities to explore key course concepts in the field directly. Prerequisite: SW451. Must be concurrent with SW447B. , SW 452 - Seminar in Leadership II ,22,01,Open,Tuesday,06:00PM-08:50PM,3.00,No,Gary Bailey,N/A
Social Work,01/24/2017 - 05/02/2017," SW463: Advocacy and Social Action with Disability and Chronic Illness The course focuses on issues and interventions regarding disability and chronic illness that affect adults and children physically, cognitively, and/or emotionally. Students gain understanding of historical and contemporary experiences of that population from the perspectives of their oppression and their response to oppression through rights and self-advocacy movements. Philosophical and practical frameworks studied include civil rights, inclusion, interdependence, and universal design in the built and social environments. Techniques are discussed for actions as advocates and allies with individuals, as social activists in coalitions, and as policy change agents. Prerequisites: SW401A; SW409 or concurrent enrollment. This course meets the requirement for a social action elective. ", SW 463 - Advcocay and Social Action with Disability and Chronic Illness ,22,01,Open,Tuesday,11:00AM-01:50PM,3.00,Yes,Denise Humm-Delgado,N/A
Social Work,01/20/2017 - 05/05/2017," SW471: Spirituality in Clinical Social Work What does it mean to integrate spirituality into one's social work practice? What models and forms of spirituality are appropriate and meaningful today? This class addresses how to best define, integrate, and use spiritual practices that will uphold the integrity and authenticity of the client, community, and practitioner. Readings, discussion, case presentations, and experiential exercises are used to deepen one's comfort level with spirituality in social work practice. Prerequisites: SW401A; SW411A; SW421A or concurrent enrollment. This course meets the requirement for a clinical practice elective. ", SW 471 - Spirituality and Social Work ,22,01,Open,Friday,03:00PM-05:50PM,3.00,No,Christopher O'Rourke,N/A
Social Work,01/20/2017 - 04/28/2017," SW475: Narrative Approaches This course explores newer systematic approaches to work with groups, families, and individuals. Narrative/constructivist approaches that are often applicable to short-term work are examined. Students will also consider what it means to think of treatment as involving the co-construction of new narratives. The course incorporates experiential learning and makes use of student case material. Prerequisite SW421A. This course meets the requirement for a clinical practice elective. ", SW 475 - Narrative Approaches to SW ,19,01,Open,Friday,08:00AM-10:50AM,3.00,No,Hugo Kamya,N/A
Social Work,01/24/2017 - 05/02/2017," SW478: Social Work Practice in Healthcare The course focuses on knowledge and skills essential for practice in health care settings including: understanding psycho-social influences on illness and the disease process; clinical analysis of problems, such as ethical dilemmas or end of life issues; the need to respond quickly in a fast moving system; knowledge in the scientific advances in health care as well as alternative therapies; intervening in multiple systems and the need to approach a situation from both macro and micro perspectives. Practice skills include rapid assessment tools, brief focused treatment, and 'care mapping' strategies for a range of acute and chronic health issues across the life span. Course format includes students' case materials, live patient interviews, and guest lecturers. Prerequisites: SW401A; SW411A; SW421A or concurrent enrollment. This course meets the requirements for a clinical practice elective. ", SW 478 - SW Practice in Healthcare ,5,02,Open,Tuesday,06:00PM-08:50PM,3.00,No,Cali-Ryan Collin,N/A
Social Work,01/18/2017 - 04/26/2017," This course will examine health from the social work perspective, and how it concurs and contrasts with the perspective of other disciplines including medicine, public health and psychology. Definitions of health and well-being will be discussed to more fully understand the state of physical, mental and social health. Students will gain an understanding of the determinants at multiple levels that contribute to health and to disparities/inequities in health and health care. Special attention will be focused on how social, economic and cultural factors impact health and access to high quality health and social services. This course will also familiarize students with prominent theories of health behavior, and how they may be integrated into prevention and intervention programs to promote health and health equity. Students will learn about the movement towards an integrated health care model, the Affordable Care Act, and its implications for their work on an interdisciplinary health care team. Additionally, students will gain the initial practice and knowledge skills relevant for social workers in health and health care settings. ", SW 481 - SW Health & Health Care ,8,01,Open,Wednesday,08:00AM-10:50AM,3.00,No,Joanna Almeida,N/A
Social Work,01/23/2017 - 05/08/2017," SW482: Domestic Violence and Family Welfare This is a clinical practice course with intimate partner violence in the context of family (broadly defined) life. Students will learn specific skills in identifying, assessing and intervening with and on behalf of family members where domestic violence is present. You will be encouraged to reflect on your own knowledge about families, violence, and systems responses to violence, both as family members and as helpers. We will consider the experiences of women and men in heterosexual and same-sex relationships as both victims and abusers, and of children living with domestic violence, attending carefully to community and cultural contexts. We will address legal issues and criminal justice system responses, child protective services, and health care system responses. We will discuss and research current controversies in the field of intimate violence. Prerequisites: SW401A; SW411A; SW421A or concurrent enrollment. This course meets the requirement for a clinical practice elective. ", SW 482 - Domestic Violence Family Welfa ,14,01,Open,Monday,06:00PM-08:50PM,3.00,No,Marta Chadwick,N/A
Social Work,01/24/2017 - 05/02/2017," SW483: Cognitive Behavioral Approaches and Treatment The object of this course is to provide a working knowledge of the basic principles and specific techniques of a contemporary multi-modal approach to cognitive-behavioral therapy with consideration of its integration with other therapeutic approaches. Issues presented include: substance abuse, anger, interpersonal relationships, stress, anxiety disorders, depression, personality disorders with an emphasis on borderline personality disorder and issues of affect regulation. Prerequisite is SW421A. This course meets the requirement for a clinical practice elective. ", SW 483 - Cognitive Behavioral App Pract ,16,01,Open,Tuesday,08:00AM-10:50AM,3.00,No,Mr. Daniel T. Beck,N/A
Social Work,01/21/2017 - 04/29/2017," SW494: Multiple Faces of Trauma Understanding and intervening with trauma theoretically and clinically is a critical skill for clincial social workers. The course examines trauma both interpersonal and communal in various contexts and in relation to various vulnerable populations: people at war, women, residents of violence-torn communities. Treatment of acute traumatic events, as well as the impact of persistent, developmental and historic trauma, is explored in adult populations. Students explore some of the theoretical and clinical controversies in the field and are asked to apply their learning to case situations. Prerequisite: SW421B. This course meets the requirement for a clinical practice elective. ", SW 494 - Multiple Faces of Trauma ,19,01,Open,Saturday,11:00AM-01:50PM,3.00,No,Martha P. Wall,N/A
Social Work,01/19/2017 - 04/27/2017," SW507: Developing an Interdisciplinary Approach to Health Management for Older Adults Health management for older adults is a major issue in today's society. Policy, economics, organizational structure, and clinical care are intermingled in responding on societal, institutional, and clinical levels. This course challenges creative and inquisitive students to approach the health of older adults by addressing these complex issues. It will focus on effective outcomes and understanding the range of roles professionals may adopt, as well as providing the knowledge base and skill set needed for interdisciplinary professional practice. Students and faculty from various disciplines will use a case study approach as the primary teaching model. Prerequisite is SW421B. This course meets the requirement for a clinical practice elective. Enrollment is limited to 5 SSW students. The course is taught at the Harvard Medical Education Building on Longwood Avenue. ", SW 507 - Interdiscip App Health Mgmt ,14,01,Open,Thursday,05:00PM-08:00PM,3.00,Yes,Peter Maramaldi,N/A
Social Work,01/20/2017 - 04/28/2017," SW509: Evaluation in Social Work Practice (required) Building on the concepts and principles from SW 441 this course prepares students in basic principles of practice and program evaluation and their application to social work practice in agency settings. Using their agency settings as laboratories, students learn the major approaches to evaluation (needs assessment, process, and outcome) with attention to the struggles, tensions, and ambiguities related to current evaluation models and agency demands for evaluation. Sections with some online class sessions are designated as 'blended'. Prerequisite is SW441 Concurrent with SW447A or B. ", SW 509 - Evaluation in SW Practice ,21,06,Open,Friday,03:00PM-05:50PM,3.00,No,David Robinson,N/A
