description,title,prerequisites,schedule_type,levels,link,department
"This course introduces students to more advanced clinical procedures performed in the ophthalmic practice and other administrative duties.Topics include refractive surgery, ocular motility, binocular vision, ophthalmic imaging, ocular emergencies and patient education.",OPT 108 - Ophthalmic Clinical Procedures II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=OPT&crse_numb_in=108,Health
"This course requires a minimum of 240 hours of supervised ophthalmic assisting experience in an ambulatory care setting, which may include hospitals, clinics and/or offices of licensed ophthalmologists.Students must complete the requisite entry-level competencies for Ophthalmic Assistants as delineated in the course objectives.Students will perform both administrative and clinical competencies under the supervision of the ophthalmic practice team members. There will be ongoing evaluation of the students performance during the clinical experience.",OPT 109 - Ophthalmic Clinical Practicum II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=OPT&crse_numb_in=109,Health
"This introductory course is designed to prepare paralegals for the practical aspects of their future profession, including legal analysis, interviewing, investigation, computer applications in law, and law office administration. In addition, career expectations and employment opportunities are explored. Special considerations will be given to the regulation of paralegals and the ethical issues confronting the paralegal profession, such as conflicts of interest, confidentiality, and the unauthorized practice of law.",PAR 100 - Introduction to Paralegalism,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=100,Paralegal
"This course is designed to teach students how to use a law library, to perform legal research, to analyze legal problems, to write legal analysis in a variety of different formats, and to use computers as a research tool. Focus is on how to find legal materials, including federal and state case, constitutional, and statutory law. Students will learn to use digests and other finding tools, and will learn to update their research by shepardizing. Students will prepare case briefs, written analyses of several legal problems using the IRAC method, and an objective interoffice memorandum.",PAR 101 - Legal Research & Writing I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=101,Paralegal
"This continuation of PAR101 is designed to teach students how to find secondary sources and federal and state regulatory sources. It also further develops students' legal analysis skills by requiring students to synthesize different sources of law. Students will prepare a demand letter, a motion with accompanying persuasive memorandum of law, and appellate brief selections.",PAR 102 - Legal Research & Writing II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=102,Paralegal
"This course studies basic real estate law principles and practice, landlord/tenant law, zoning issues, and estate issues that relate to real property. The student will become familiar with the process of a residential real estate transaction: drafting a purchase and sale agreement; conducting a title examination; the elements of deeds, notes and mortgages; and the requirements and documentation necessary for a closing.",PAR 201 - Real Estate Law,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=201,Paralegal
"This course studies the structure, jurisdiction, and procedure of the state and federal courts. Emphasis is on the development of the skills required of a paralegal including: choice of court, preparation of pleadings, use of rules of procedure, discovery procedure, motion practice, client intake, and case investigation.",PAR 202 - Litigation,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=202,Paralegal
"This course studies laws and documents that affect the disposition of an individual's assets at death. Areas addressed include: estate administration, court and probate proceedings, types of wills and trusts, descent, distribution, and fiduciary accounting.",PAR 203 - Wills Estates Trusts,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=203,Paralegal
"This course first surveys the formation and structure of sole proprietorships, partnerships, and limited partnerships. It then focuses substantial attention on the formation and structure of corporations, covering topics such as financial structure, meetings, reorganization, dissolution, liquidation, mergers and acquisitions, and employment and compensation. Students will draft partnership agreements, as well as the articles of incorporation and bylaws of a corporation.",PAR 204 - Corporate Law,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=204,Paralegal
"This course provides an overview of a family law practice. It addresses fundamental topics including marriage, divorce, annulment, custody and support along with emerging areas such as legal recognition of non-marital families and family violence. Attention is given to coverage of legal principles, ethical issues, research, interviewing, drafting, and other essential practice skills.",PAR 205 - Family Law,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=205,Paralegal
"This course emphasizes substantive tort law topics including intentional torts (assault, battery, and false imprisonment), negligence, professional malpractice, strict liability, and products liability. Students will draft and respond to tort-related pleadings, discovery, and motions.",PAR 206 - Tort Law,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=206,Paralegal
"This course surveys legal software applications including, but not limited to, litigation support database systems, timekeeping, advanced computerized legal research, and docketing/calendaring software. Hands-on legal training is emphasized. Emphasis will also be placed on functions in Microsoft Office software that are particularly useful in a legal setting.",PAR 207 - Computer Applications in the Law,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=207,Paralegal
"This course first focuses on the formation of a contract with special emphasis on the elements of formation and the problems in formation.It then focuses substantial attention on the discharging of a contract and the remedies available for the breach of a contract.Special consideration will be given to the Uniform Commercial Code (UCC), specifically the formation of, the discharge of, and the remedies under a Sales Agreement.UCC Financing Statements will also be discussed.Students must draft a contract and a UCC Financing Statement.Students will also prepare a legal review of a contract.",PAR 208 - Contract Law,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=208,Paralegal
"This course provides an overview of the criminal justice system.The substantive component introduces the major classes of crimes including crimes against the person, crimes against property, and crimes against the public order.The procedure segment includes a survey of the constitutional dimensions of the criminal justice process.Attention is given to the legal principles, ethical considerations, rules and practice skills needed by a paralegal in criminal litigation from both prosecution and defense perspectives.",PAR 210 - Criminal Law and Procedure for the Paralegal,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=210,Paralegal
"This course studies the history, laws, theory, and policy of immigration in the United States. Emphasis is on the development of the skills required of a paralegal including: form completion, client interviewing, factual and legal research, and knowledge of the immigration process.",PAR 212 - Immigration Law and Policy for Paralegals,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=212,Paralegal
"This is an introductory course designed to familiarize students with legal and ethical aspects related to the delivery of health care services.The course will highlight issues and situations that could expose an individual and/or entity in the health care field to civil, criminal and administrative liability.Ethical concepts to which students will be exposed include, but are not limited to, death and dying, confidentiality, and refusal of treatment.Knowledge of key legal concepts, familiarity with medical practice and enhancement of legal research skills intertwine in this multi-disciplinary course.The materials are designed to provide paralegals with the skills necessary to assist lawyers who practice in the healthcare field.",PAR 214 - Healthcare Law and Ethics for the Legal and Medical Professional,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=214,Paralegal
"This practicum provides an opportunity for students enrolled in the Paralegal Program to gain on-the-job experience by working in an internship that requires the performance of paralegal-related tasks. Students will submit a Training Agreement, which outlines five objectives for the internship and the plan for their successful completion. Students will also create a resume and cover letter, maintain a journal, and submit other assignments as required by the instructor. Students will share their experiences with fellow students in the seminar.",PAR 291 - Paralegal Practicum,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PAR&crse_numb_in=291,Paralegal
"Rock climbing is a fundamental course designed to instruct students in the basic techniques of rock climbing. Covered techniques will include belaying, repelling, ascents and descents. The proper use of personal climbing equipment and safety concerns will also be covered. All climbing equipment is provided. This is a 1/2 semester course.",PED 103 - Rock Climbing,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=103,Physical Education
"This course introduces and examines the theory and practices associated with the field of Adventure Education (AE).Students will participate in an array of adventure activities and learn how to plan, organize and safely administer AE programs.Students will consider how recreation-based adventure programs may help improve physical fitness, self-esteem, communication skills, and team-work for groups of all ages. This course is composed of lecture, off-site adventure labs, and a term project.",PED 114 - Introduction to Adventure Education,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=114,Physical Education
Weight Training is an introductory course covering the basic principles and skills of progressive resistance exercise. Principles of cardiovascular and flexibility exercise will also be presented. This is a 1/2 semester course.,PED 124 - Weight Training,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=124,Physical Education
,PED 126 - Sports Conditioning,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=126,Physical Education
"This course will include instruction of strengthening and stretching ones body through the use of ""Floor Barre"" exercises. Students in this class will gain knowledge of the mechanics of ones own body through the practice of moving slowly and breathing appropriately.",PED 128 - Stretch and Strengthen,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=128,Physical Education
"Yoga is a course in self-realization covering Hatha exercises and breathing, nutrition, relaxing, concentration and Eastern philosophy. Classes will consist of practice and discussion aimed at improving life through the wisdom of this timeless discipline.",PED 145 - Yoga I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=145,Physical Education
"Yoga II is a continuation of Yoga I, a self enrichment course, covering Hatha exercises and breathing, nutrition, relaxing, concentration and Eastern philosophy. Emphasis in Yoga II is on the application of Yoga to everyday life; performing more challenging postures; and remaining in these positions longer.",PED 146 - Yoga II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=146,Physical Education
An exercise and activity class emphasizing the physiological components of aerobic exercise and its effect on the cardiovascular system.Classes consist of various types of aerobic workouts and laboratory activities.Students of all levels of fitness will profit from participation and gradually improve.,"PED 147 - Cardiovascular Exercise Modalities, Testing and Prescription",,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=147,Physical Education
"Thisis a 3 credit Directed Study developed for Kristine Malpica.It is an extension of Yoga 2 with more concentration of Eastern Philosophy, Mindfulness and Meditation.","PED 156 - Yoga, Eastern Philosophy, Mindfulness, and Meditation",,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=156,Physical Education
This course is designed to introduce new students to the discipline and sub-disciplines of physical activity.Students will explore career options available to movement science majors as well as the history of development and current status of the various professions.Students will also begin to develop academic and career goals.,PED 161 - Introduction to Movement Science,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=161,Physical Education
"Foundations of Health & Fitness is a course designed as an individual health improvement and maintenance program based on achieving wellness. The course merges fitness/exercise, nutrition/weight control and stress management into a single program to help students realize how healthy choices can lead to a better quality of life. Students are also provided with a series of physical fitness and wellness analyses.",PED 162 - Foundations of Health and Fitness,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=162,Physical Education
"First Responder Training prepares the student with the knowledge and skills necessary to function as a First Responder in emergency situations.The course will prepare the student to serve as an essential link in the emergency medical services (EMS) system.The course content covers knowledge and psychomotor skills required to make appropriate decisions and provide immediate care in response to medical emergencies.The course includes CPR for the Professional Rescuer with Automated External Defibrillation (AED) and advanced First Aid Skills.Students successfully completing a practical and written exam will receive a First Responder Course Completion Card, as well as a Professional Rescuer CPR card.",PED 164 - First Responder Training,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=164,Physical Education
"Leading Fitness Activities provides current fundamental knowledge about leading a broad spectrum of physical fitness activities.Students will be introduced to a variety of fitness modalities employed in group and individual programming including strength, cardiovascular, flexibility and functional fitness . Information about safety, contraindications, exercise selection, teaching considerations and terminology will be covered. Students will participate in, and lead, the various fitness activities.",PED 168 - Leading Fitness Activities,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=168,Physical Education
"This course will provide current fundamental knowledge about teaching skills in a broad spectrum of physical activities.Students will learn the historical perspective of a variety of team, dual and individual sports. Information about the selection and care of required equipment, rules, fundamental skills, strategies, safety concerns, and terminology will be covered.Students will participate, teach, lead and officiate a variety of activities.Students will also have the opportunity to design content and implement and evaluate a learning experience.",PED 170 - Teaching Sports Skills,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=170,Physical Education
,PED 171 - Pareducator in Physical Education,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=171,Physical Education
,PED 172 - Coaching Assistant Intern,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=172,Physical Education
,PED 173 - Physical Education Teaching Intern,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=173,Physical Education
The student will study the theory and application of current knowledge in functional fitness.The student will learn about functional movement patterns in physically active people and the screening tools used to evaluate these patterns.Common corrective exercises will also be covered.,PED 175 - Functional Movement for the Fitness Professional,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=175,Physical Education
"Students will explore the theory and practice of coaching Track & Field.The student will learn about the knowledge and skills needed to successfully coach Track & Field including sprinting, distance, throwing and jumping events.Rules, equipment and safety issues will also be examined.Students will research career requirements, interview coaches and observe Track & Field events ranging from youth to elite level competition.",PED 177 - Coaching Track and Field,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=177,Physical Education
Functional Anatomy and Kinesiology will prepare students to be able to apply the basic principles of anatomy and physics to exercise and human movement. Emphasis will be placed on qualitative anatomical analysis to the learning and improvement of a broad spectrum of movement activities.Information will also be presented on exercises to correct faulty movement patterns.,PED 200 - Functional Anatomy & Kinesiology,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=200,Physical Education
"This course is designed to introduce the student to the theory and practice of strength & conditioning to increase performance and reduce injury in an athletic population. Topics covered will include neuromuscular, neuroendocrine and cardiovascular adaptations to conditioning and resistance training. Students will research and create a year-long strength & conditioning program.",PED 201 - Strength & Conditioning,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=201,Physical Education
"Motor Learning and development will prepare students to teach motor skills to a broad variety of individuals of different ages, developmental levels and abilities in a variety of settings, including educational, athletic, clinical, and fitness settings.Students will examine the cognitive, physical and social abilities that affect the development of motor skills from infancy to older adulthood.Students will learn how to develop movement programs for all types of learnersfrom those with significant disabilities to extremely high-level learners.",PED 211 - Motor Learning and Development,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PED&crse_numb_in=211,Physical Education
"Introduction to Philosophy investigates the aims, nature and problems of philosophy with emphasis upon the theory of knowledge, metaphysics, ethics and philosophy of religion.",PHI 101 - Introduction to Philosophy,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=101,Global Studies
"Issues in Philosophy is critical analysis of the philosophic issues concerning human nature, freedom and determinism, aesthetics, social and political philosophy and philosophy of history.",PHI 102 - Issues in Philosophy,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=102,Global Studies
"Ethics is the study of representative ethical systems and how they deal with moral issues. Attention will be given to the meanings of basic terms and to the application of ethics to major personal and social problems of our times such as those in law, medicine, international issues, sexuality and lifestyle.",PHI 110 - Ethics,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=110,Global Studies
"Introduction to Logic will inquire into the nature of critical thinking. Such topics as the functions of language, experimental truth and logical validity, the structure of deductive arguments, and the basic inductive methods will be considered.",PHI 120 - Introduction to Logic,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=120,Global Studies
"Practical Logic is designed to introduce the student to the basics of reasoning, argumentation, and critical thinking. Included are criteria of sound reasoning, rational assessment of arguments, common fallacies, and basic informal logic.",PHI 121 - Practical Logic,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=121,Global Studies
,PHI 196 - Philosophy of Science,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=196,No Assigned
"Early and Medieval philosophy is an adventure in the history of ideas. A study of the rise and evolution of western philosophy from the early Greeks to the Renaissance. Emphasis on Plato, Aristotle, Augustine and Aquinas.",PHI 201 - Early & Medieval Philosophy,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=201,Global Studies
"Modern Philosophy is a further adventure in the history of ideas. A study of the progress of western philosophy from the Renaissance to the twentieth century. Special emphasis on Descartes, Locke, Hegel, Nietzsche, Marx and Sartre.",PHI 202 - History of Modern Philosophy,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=202,Global Studies
"By using imagery from the medium of film, this course attempts to show how philosophy can interconnect themes and ideas presented by film directors.Film provides the opportunity to consider traditional philosophical problems, but in a manner more reflective of the mode of communication of the age.As an aid to class discussion, scholarly papers are read in conjunction with viewing and examining a film.Central topics include epistemology, religion, personal identity, human freedom and meaning of life, and death.",PHI 204 - Philosophy through Film,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=204,Global Studies
"Existentialism is a type of philosophical thinking and writing that originated in the works of Kierkegaard and Nietzsche.It accepts that the world we live in offers no simple answers.In fact many existentialists believe the world is inherently irrational.The main task, then, of philosophy and of life is to face this absurdity of life and figure out my responsibility in life and my response to the irrationality of life.This course will study several philosophers who have been called existentialist, to understand their depiction of life's absurdity.Rather than being a specific school of philosophy, existentialists share the trait of a common reaction against more traditional ways of doing philosophy.",PHI 206 - Existentialism,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHI&crse_numb_in=206,Global Studies
"This course is designed for the student in science, electronic technology, or a health profession such as physical therapy. Subject matter covered will include: principles of mechanics, concurrent forces, nonconcurrent forces, friction, elasticity, motion, forces and motion, work and energy, power, impulse and momentum, and simple harmonic motion. A non-calculus approach.",PHS 111 - College Physics I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=111,Natural Science
"This course is a continuation of PHS 111 College Physics I. Subject matter covered will include: fluid mechanics, sound, Archimedes principle, Bernoulli's equation, heat and the laws of thermodynamics, properties of gases, electricity and magnetism, wave motion, reflection, refraction, and lenses. A non-calculus approach.",PHS 112 - College Physics II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=112,Natural Science
"This course deals with the principles of mechanics and includes the following topics: composition and resolution of vectors, statics, moments, rectilinear motion, Newton's laws of motion, projectile motion, work and energy, impulse and momentum, circular motion, rotational kinematics and dynamics, elasticity, vibration, and mechanics of wave.",PHS 131 - Engineering Physics I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=131,Natural Science
"This course deals with the concepts of electromagnetism, and optics, and includes the following: Faraday's Law, Gauss' Law, Maxwell's equations, Coulomb's Law, Ampere's Law, the electric field and electric potential, the magnetic field of a current and of a moving charge, induced electromotive force, DC circuits, electromagnetic waves and ray optics and wave optics.",PHS 132 - Engineering Physics II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=132,Natural Science
"This course covers the principles of electricity and magnetism, Coulomb's Law, potential, D.C. Circuits, the magnetic field of a current and of a moving charge, induced electromotive force, capacitance and inductance, and the magnetic properties of matter.",PHS 133 - Engineering Physics III,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=133,Natural Science
NECCUM course.,PHS 193 - Physical Properties Lab,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=193,No Assigned
NECCUM through UML,PHS 194 - Physical Properties of Matter,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=194,Natural Science
NECCUM through UML,PHS 195 - Physics III Lab,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=195,Natural Science
,PHS 198 - General Physics Lab,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=198,Natural Science
,PHS 199 - General Physics,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PHS&crse_numb_in=199,Natural Science
"Students critically examine contemporary issues and trends in nursing practice to facilitate transition into the Licensed Practical Nursing role.Tropics include legal responsibilities, ethical-decision-making, and political forces affecting the practice of nursing.Emphasis is also given to quality improvement, patient outcomes and informatics.",PNS 105 - Issues and Trends in Practical Nursing,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=105,Practical Nursing
"An introductory course which focuses on the foundational skills and principles needed to provide safe, holistic patient-centered care in basic nursing situations. Students will explore methods of optimal health promotion and disease prevention. Content includes the nursing process, therapeutic interventions, culturally sensitive care andthe role of the practical nurse in a variety ofhealthcare settings. (This course requires a minimum of 75 hours of classroom instruction).",PNS 110 - Practical Nursing I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=110,Practical Nursing
"This clinical course focuses on fundamental skills and principles of administering holistic nursing care to adult patients in a variety of healthcare settings.Emphasis is placed on developing caring nurse- patient relationships, utilizing the nursing process and providing personal care needs to a diverse population.Health maintenance strategies are also examined.(This course requires a minimum of 195 hours of clinical experience).PLEASE NOTE: CORI (Criminal Offender Record Information), CHRI (Criminal Records Central Repository) and/or SORI (Sex Offender Record Information) checks are required prior to participation in this course.Drug Screening: Students enrolled in this academic course may be required to pass a drug screening analysis.",PNS 111 - Practical Nursing Clinical I,,Clinical,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=111,Practical Nursing
"This laboratory course focuses on developing competency in the fundamental nursing skills needed to provide holistic nursing care to adults.Emphasis is placed on safety, use of technology, data collection and varied documentation methods, including an electronic medical record.(This course requires a minimum of 45 hours of laboratory experience).",PNS 112 - Practical Nursing Lab I,,Lab,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=112,Practical Nursing
"This course focuses on the holistic nursing care of the child-bearing and child-rearing family and the adult patient experiencing common health problems.The role of the practical nurse in the identification of health problems, risk assessment, health maintenance and restoration is explored and developed utilizing nursing process. (This course requires a minimum of 75 hours of classroom instruction).",PNS 120 - Practical Nursing II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=120,Practical Nursing
"This course continues to build on the theoretical and clinical foundation developed in Practical Nursing level I courses. The focus is to further develop assessment skills and interventions appropriate to the practical nurse role to promote and restore health of culturally diverse patients across the lifespan utilizing holistic nursing care and nursing process. (This course requires a minimum of 195 hours of clinical experience).PLEASE NOTE: CORI (Criminal Offender Record Information), CHRI (Criminal Records Central Repository) and/or SORI (Sex Offender Record Information) checks are required prior to participation in this course.Drug Screening: Students enrolled in this academic course may be required to pass a drug screening analysis.",PNS 121 - Practical Nursing Clinical II,,Clinical,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=121,Practical Nursing
