Category,Description,Title,Section,Openings,Id
MLT,"This course is designed to supplement and exp and upon the foundational knowledge provided during the first 3 semesters of the CLS progr am. During the second semester of the second year of the Program, a variety of affiliate l aboratories (usually hospital-based) provide the training required for the Clinical Lab Pr atice component of our porgram.  Within these  laboratories there is never more than one st udent per one clinical instructor in any give n department.  Students are supervised while they continue to learn procedures and instrum entation and apply knowledge to proctice.  Su tdents will be required to perform both routi ne and challenging laboratory tests.  The col lection, processing and distribution of lab s pecimens according to standard procedures wil l be studied. Safety standards, legal and eth ical behaviors, and quality control will be e mphasized in a direct patient care setting. The course allows the student to rotate throu gh key areas of the clinical laboratory inclu ding blood bank, chemistry, hematology, phleb otomy and microbiology as well as perfore ven puncture techniques on live patients/ volunte ers.  concepts, methods and procedures discus sed.studied in lecture and lab will be reinfo rce in the clincial practicum.  Successful completion of this course (final grade of 73% C  is required for graduation from the Clinical  Laboratory Science program.",Clinical Practicum III,['01'],12 open seats,230
MUS,"This course introduces students to the basic elements of music including music notation. Elements will be introduced including; melody, rhythm, harmony, texture, timbre, tempo, & dynamics.",Fundamentals Of Music,['01'],22 open seats,101
MUS, No Course Description is available for this course.,Class Keyboard,['01'],8 open seats,102
MUS,"This course,along with Theory II, covering the first year of a two year program, will present students with the opportunity to learn about diatonic harmony, dissonance treatments, secondary dominant harmony, and elementary modulation through the study of chord constructions, chord sucessions, harmonic anaylysis, and part-writing.  The text also emphasizes the study of melody, including melodic construction (form) and the lements of successful melody-writing. Students will also harmonize melodies and provide their own interpretation of the harmony implied in a melodic line.",Music Theory I,['01'],15 open seats,103
MUS, No Course Description is available for this course.,Music Across Culture,['01'],12 open seats,110
PHB,"This course will provide the theory required for a student to perform routine and challeng ing venipunctures and capillary skin pun ctures on adults. In additin, the collection, processing  and distribution of lab specimens  according to standard procedures will be stu died.  Safety standards, legal and ethical be haviours, and quality control will be emphasi zed.  The course includes an anatomic review of the human cardiovascular system and basic hematology.  Upon successful completion of th e course and PHB 125, the student will have e ntry level skill as a phlebotoy technician. This course is only open to students admitted into the Phlebotomy Certificate Program or Cl inical Laboratory Technician Program.  Otherw ise, special permission is required.",Phlebotomy,['01'],6 open seats,115
PHB,"This course will provide the theory required for a student to perform routine and challeng ing venipunctures and capillary skin pun ctures on adults. In additin, the collection, processing  and distribution of lab specimens  according to standard procedures will be stu died.  Safety standards, legal and ethical be haviours, and quality control will be emphasi zed.  The course includes an anatomic review of the human cardiovascular system and basic hematology.  Upon successful completion of th e course and PHB 125, the student will have e ntry level skill as a phlebotoy technician. This course is only open to students admitted into the Phlebotomy Certificate Program or Cl inical Laboratory Technician Program.  Otherw ise, special permission is required.",Phlebotomy,['61'],3 open seats,115
PHB,"This course will provide the student with the  practice required to perform both routine an d challenging venipunctures and capillary ski n punctures on adults.  In adition, the colle ctin, processing , and distributin of lab spe cimens according to standard procedures will studied.  Safety standards, legal and ethical  behaviors, and quality control will be empha sized.  The course allows the student to appl y his/her knowledge of humen anatomy, the car doivascular system, and basic hematology in t he laboratory/simulated clinical setting thro ugh the practice of blood collectin ;techniqu es on manequins and live patients/volunteers. Concepts, methods, and procedures discussed/s tudied in lecture will be reinforced i the la boratory.  Upon succesful completion of this course and PHB 115, the student will have ent ry level skill as a phlebotomy technician.  T his course is only open",Phlebotomy Lab,['01'],0 open seats,125
PHB,"This course will provide the student with the  practice required to perform both routine an d challenging venipunctures and capillary ski n punctures on adults.  In adition, the colle ctin, processing , and distributin of lab spe cimens according to standard procedures will studied.  Safety standards, legal and ethical  behaviors, and quality control will be empha sized.  The course allows the student to appl y his/her knowledge of humen anatomy, the car doivascular system, and basic hematology in t he laboratory/simulated clinical setting thro ugh the practice of blood collectin ;techniqu es on manequins and live patients/volunteers. Concepts, methods, and procedures discussed/s tudied in lecture will be reinforced i the la boratory.  Upon succesful completion of this course and PHB 115, the student will have ent ry level skill as a phlebotomy technician.  T his course is only open",Phlebotomy Lab,['61'],3 open seats,125
PHB,"This course is designed to suppliment and expand upon the foundational knowledge provided in PHB115 and PHB125.  Students will be required to perform both routine and challenging venipunctures on adults in thje clinical setting.  The collection, processing and distribution of lab specimens according to standard procedures will be studied.  Safety standards, legal and ethical behaviors, and quality control will be emphasized in a direct patient care setting.  The course allows the student to apply his/her knowledge of human anatomy, the cardiovascular system, and basic hematology in the clinical setting through the practice of blood collection techniques on live patiients/volunteers.  Concepts, methods, and procedures discussed/studied in lecture and lab will be reinforced in the clinical procticum.  Successful completion of this course (final grad of 73%C) is required for graduation from the Phlebotomy Certificate Program.",Phlebotomy Clinical Practicum,['01'],5 open seats,136
PHB,"This course is designed to suppliment and expand upon the foundational knowledge provided in PHB115 and PHB125.  Students will be required to perform both routine and challenging venipunctures on adults in thje clinical setting.  The collection, processing and distribution of lab specimens according to standard procedures will be studied.  Safety standards, legal and ethical behaviors, and quality control will be emphasized in a direct patient care setting.  The course allows the student to apply his/her knowledge of human anatomy, the cardiovascular system, and basic hematology in the clinical setting through the practice of blood collection techniques on live patiients/volunteers.  Concepts, methods, and procedures discussed/studied in lecture and lab will be reinforced in the clinical procticum.  Successful completion of this course (final grad of 73%C) is required for graduation from the Phlebotomy Certificate Program.",Phlebotomy Clinical Practicum,['61'],2 open seats,136
PHL, No Course Description is available for this course.,Introduction To Philosophy,['01'],14 open seats,101
PHL, No Course Description is available for this course.,Introduction To Philosophy,['02'],6 open seats,101
PHL, No Course Description is available for this course.,Introduction To Philosophy,['61'],3 open seats,101
PHL, No Course Description is available for this course.,Introduction To Philosophy,['91'],5 open seats,101
PHL,"This course in applied ethics will deal with a number of value problems arising from vario us ethical systems and related to the healthc are professions. Among the issues examined ar e consent, confidentiality, abortion, quality  of life issues, and genetic engineering.  Th e course will challenge students to explore s pecific situations in light of broader ethica l theory, medical policy, and medical practic e.",Medical Ethics,['01'],2 open seats,103
PHL,"This course in applied ethics will deal with a number of value problems arising from vario us ethical systems and related to the healthc are professions. Among the issues examined ar e consent, confidentiality, abortion, quality  of life issues, and genetic engineering.  Th e course will challenge students to explore s pecific situations in light of broader ethica l theory, medical policy, and medical practic e.",Medical Ethics,['02'],15 open seats,103
PHL,"This course in applied ethics will deal with a number of value problems arising from vario us ethical systems and related to the healthc are professions. Among the issues examined ar e consent, confidentiality, abortion, quality  of life issues, and genetic engineering.  Th e course will challenge students to explore s pecific situations in light of broader ethica l theory, medical policy, and medical practic e.",Medical Ethics,"['F1', 'A']",17 open seats,103
PHL,"This course in applied ethics will deal with a number of value problems arising from vario us ethical systems and related to the healthc are professions. Among the issues examined ar e consent, confidentiality, abortion, quality  of life issues, and genetic engineering.  Th e course will challenge students to explore s pecific situations in light of broader ethica l theory, medical policy, and medical practic e.",Medical Ethics,"['F1', 'B']",14 open seats,103
PHL, No Course Description is available for this course.,Intro To Logic & Critical Thinking,"['F5', '2']",26 open seats,105
PHL, No Course Description is available for this course.,Ethics,"['F5', '3']",17 open seats,108
PHY, No Course Description is available for this course.,General Physics I and Lab,['01'],13 open seats,111
PHY, No Course Description is available for this course.,General Physics I and Lab,['61'],14 open seats,111
PHY, No Course Description is available for this course.,General Physics I and Lab,['91'],3 open seats,111
PNU, No Course Description is available for this course.,Growth & Development,['01'],18 open seats,101
PNU, No Course Description is available for this course.,Growth & Development,['61'],20 open seats,101
PNU, No Course Description is available for this course.,Human Behavior,['01'],24 open seats,111
PNU, No Course Description is available for this course.,Human Behavior,['61'],23 open seats,111
PNU, No Course Description is available for this course.,Nutrition,['01'],11 open seats,131
PNU, No Course Description is available for this course.,Nutrition,['61'],22 open seats,131
PNU, No Course Description is available for this course.,Microbiology,['01'],15 open seats,141
PNU, No Course Description is available for this course.,Microbiology,['61'],24 open seats,141
PNU, No Course Description is available for this course.,Microbiology,['91'],19 open seats,141
PNU, No Course Description is available for this course.,Fundamentals Of Practical Nursing I,['01'],5 open seats,145
PNU, No Course Description is available for this course.,Fundamentals Of Practical Nursing I,['02'],12 open seats,145
PNU, No Course Description is available for this course.,Fundamentals Of Practical Nursing I,['61'],10 open seats,145
PNU, No Course Description is available for this course.,Fundamentals Of Practical Nursing I,['91'],10 open seats,145
PNU, No Course Description is available for this course.,Fundamentals  Practical Nursing II,['01'],6 open seats,146
PNU, No Course Description is available for this course.,Fundamentals  Practical Nursing II,['02'],14 open seats,146
PNU, No Course Description is available for this course.,Fundamentals  Practical Nursing II,['61'],10 open seats,146
PNU, No Course Description is available for this course.,Introduction To Care Of The Adult,"['910', '1']",11 open seats,153
PNU, No Course Description is available for this course.,Introduction To Care Of The Adult,"['910', '2']",16 open seats,153
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals,['01'],4 open seats,845
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals,['02'],14 open seats,845
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals,['61'],10 open seats,845
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals,['91'],13 open seats,845
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals 2,['01'],4 open seats,846
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals 2,['02'],13 open seats,846
PNU, No Course Description is available for this course.,Fundamentals of PN Clinicals 2,['61'],10 open seats,846
PNU, No Course Description is available for this course.,Introduction To Care Of The Adult,"['91', '01']",13 open seats,853
PNU, No Course Description is available for this course.,Introduction To Care Of The Adult,"['91', '02']",21 open seats,853
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['01'],1 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['02'],1 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['03'],2 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['04'],0 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['05'],0 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['06'],1 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['07'],0 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['08'],0 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['09'],2 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['10'],20 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['11'],11 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['60'],14 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['61'],4 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['62'],6 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['65'],6 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,['91'],4 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['F1', 'A']",1 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['F1', 'B']",17 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['F5', '1']",23 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['ON', '1']",2 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['ON', '2']",5 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['ON', '3']",3 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['ON', 'P']",1 open seats,101
PSY,"An introduction to the basic concepts, major theorists, different theoretical perspectives  and research methods in s psychology.  The f ocus is on the theories of personality, motiv ation, learning, intelligence, emotions and psychological assessment.",General Psychology,"['ONP', '2']",16 open seats,101
PSY,"An introduction to Child Psychology as it rel ates to early childhood education, with empha sis on the social context of early developmen t, development of group processes, influence of the family, stages of play, and the develo pment of problem solving skills.  Visitations  to pre-school centers required.",Child Development,['01'],12 open seats,103
PSY,"An introduction to Child Psychology as it rel ates to early childhood education, with empha sis on the social context of early developmen t, development of group processes, influence of the family, stages of play, and the develo pment of problem solving skills.  Visitations  to pre-school centers required.",Child Development,['02'],17 open seats,103
PSY,"An introduction to Child Psychology as it rel ates to early childhood education, with empha sis on the social context of early developmen t, development of group processes, influence of the family, stages of play, and the develo pment of problem solving skills.  Visitations  to pre-school centers required.",Child Development,['03'],3 open seats,103
PSY,"An introduction to Child Psychology as it rel ates to early childhood education, with empha sis on the social context of early developmen t, development of group processes, influence of the family, stages of play, and the develo pment of problem solving skills.  Visitations  to pre-school centers required.",Child Development,"['F1', 'A']",2 open seats,103
PSY,"An introduction to Child Psychology as it rel ates to early childhood education, with empha sis on the social context of early developmen t, development of group processes, influence of the family, stages of play, and the develo pment of problem solving skills.  Visitations  to pre-school centers required.",Child Development,"['PF7', '2']",9 open seats,103
PSY, No Course Description is available for this course.,Growth & Development Indep. Study,['61'],0 open seats,197
PSY,"A study of normal human psychological develop ment from birth through adolescence.  Materia l will be drawn from all the sciences of beha vior and development.  Emphasis will be place d on perceptual, cognitive, language, shychos exual and social development.  prerequesite:1 9-101, 19-l02 or 19-103.",Child Psychology,['01'],13 open seats,201
PSY,"A study of normal human psychological develop ment from birth through adolescence.  Materia l will be drawn from all the sciences of beha vior and development.  Emphasis will be place d on perceptual, cognitive, language, shychos exual and social development.  prerequesite:1 9-101, 19-l02 or 19-103.",Child Psychology,"['F5', '2']",24 open seats,201
PSY,"A comprehensive study of the adolescent deali ng with adolescent development with a focus o n physical, cognitive, emotional, and self-co ncept changes.  
",Adolescent Psychology,"['F5', '3']",22 open seats,203
PSY,"This course examines major issues influencing a person's adjustment to change and requires the student to explore these issues in relation to his/her own life. What responses can one expect to such changes as divorce new job, moving, returning to school, etc. The course explores how one makes desired changes in one's lofe. Students will learn wh at strategies help the student counteract stress, anxiety, depression, and other respon ses that are common accompaniments to life changes and how to develop more adaptive and flexible responses to new siyuations and envi ronments. Students are asked to plan a carry out a behavior modification project. Prerequisites: PSY 101 or PSY 216",Psychology Of Change,['61'],2 open seats,205
PSY,"This course examines major issues influencing a person's adjustment to change and requires the student to explore these issues in relation to his/her own life. What responses can one expect to such changes as divorce new job, moving, returning to school, etc. The course explores how one makes desired changes in one's lofe. Students will learn wh at strategies help the student counteract stress, anxiety, depression, and other respon ses that are common accompaniments to life changes and how to develop more adaptive and flexible responses to new siyuations and envi ronments. Students are asked to plan a carry out a behavior modification project. Prerequisites: PSY 101 or PSY 216",Psychology Of Change,['91'],14 open seats,205
PSY,"This educational psychology course will explo re the teaching and learning process:  teachi ng with an emphasis on planning effective ins tructional strategies, classroom management, and assessment.  It focuses on human developm ent, learning theories, individual difference s, and motivation.  Prerequisite PSY101",Psychology Of Learning,['F1'],22 open seats,210
PSY, No Course Description is available for this course.,Group Dynamics,['01'],20 open seats,212
PSY,"A comprehensive study of the major mental dis orders as defined by the DSM111-R.  Etiologie s and treatment for each disorder will be cov ered, with the focus on adults.  Major disord ers include schizophrenia, depression, psycho physiologic, anxiety, dissociative, somatofor m, personality and mental retardation.  Prere quisite: 19-101 or 19-102.",Abnormal Psychology,['01'],4 open seats,215
PSY,"A comprehensive study of the major mental dis orders as defined by the DSM111-R.  Etiologie s and treatment for each disorder will be cov ered, with the focus on adults.  Major disord ers include schizophrenia, depression, psycho physiologic, anxiety, dissociative, somatofor m, personality and mental retardation.  Prere quisite: 19-101 or 19-102.",Abnormal Psychology,['61'],3 open seats,215
PSY,"A comprehensive study of the major mental dis orders as defined by the DSM111-R.  Etiologie s and treatment for each disorder will be cov ered, with the focus on adults.  Major disord ers include schizophrenia, depression, psycho physiologic, anxiety, dissociative, somatofor m, personality and mental retardation.  Prere quisite: 19-101 or 19-102.",Abnormal Psychology,['65'],16 open seats,215
PSY,"A comprehensive study of the major mental dis orders as defined by the DSM111-R.  Etiologie s and treatment for each disorder will be cov ered, with the focus on adults.  Major disord ers include schizophrenia, depression, psycho physiologic, anxiety, dissociative, somatofor m, personality and mental retardation.  Prere quisite: 19-101 or 19-102.",Abnormal Psychology,['91'],5 open seats,215
PSY,"A comprehensive study of the major mental dis orders as defined by the DSM111-R.  Etiologie s and treatment for each disorder will be cov ered, with the focus on adults.  Major disord ers include schizophrenia, depression, psycho physiologic, anxiety, dissociative, somatofor m, personality and mental retardation.  Prere quisite: 19-101 or 19-102.",Abnormal Psychology,['F1'],17 open seats,215
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['01'],8 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['02'],14 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['03'],20 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['61'],4 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['91'],14 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['92'],16 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,['F1'],22 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,"['ON', '1']",1 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,"['ON', '2']",1 open seats,216
PSY,"This course is an introduction to the stages in life span development.  Psychological, phy sical and social development is explored from  a chronological approach covering prenatal d evelopment through to late adulthood.  Emphas is is on developmental stage theories to expl ain human's life span.",Growth And Development,"['ON', '3']",16 open seats,216
PSY,"This course is intended to introduce the stud ent to the tenets of health psychology, inclu ding, but not necessarily limited to , a hist ory of health psychology; models of health ps ychology; an examination of the basic princip les and theories pertinent to this field incl uding the prevention and modification of heal th compromising behaviors, as well as the inf luences of psycholsocial factors on mental he alth( eg.; stress, depression), physical heal th (e.g., heart desease, chronic illness, pai n) and health-related behaviors (e.g., substa nce use and abuse, aggression, sexual behavio r)",Health Psychology,['01'],6 open seats,221
PSY, No Course Description is available for this course.,Sport Psychology,['01'],14 open seats,230
PSY,"The goal of this course is to familiarize the student with the experimental methods used by psychologists and other social scientists in conducting their reserach.  Students will be exposed to psychologists and other social scientists in conducting their research.  Students will be exposed to a variety of research designs as well as basic statistical theory covering hypothesis testing, ANOVA and correlatinal analyses.  Students wil participate in the process of conducting research by fomulating a testable idea, developing a method by which to test their idea, and communicating their idea to others.",Research Design and Methodology,['01'],15 open seats,280
PSY,"A systematic study of interpersonal behavior,  the manner in which individuals are influenc ed and function within a group.  Topics of pa rticular interest include attitude formation and change, social perception, social influen ce, attraction and affiliation, agression and  antisocial behavior.  Prerequisites: 19-101,  19-102, 19-103, or 21-101.",Intro To Social Psychology,['PF2'],11 open seats,290
PTA, No Course Description is available for this course.,Intro to Physical Theriapist Assist,['61'],1 open seats,100
PTA, No Course Description is available for this course.,PTA Interventions I,['61'],0 open seats,110
PTA, No Course Description is available for this course.,Critical Application Skills I,['61'],0 open seats,113
PTA, No Course Description is available for this course.,Medical Terminology for the PTA,['61'],2 open seats,115
PTA, No Course Description is available for this course.,PTA Musketal Anatomy and Function,['61'],0 open seats,120
PTA, No Course Description is available for this course.,PTA Interventions III,['61'],4 open seats,210
PTA, No Course Description is available for this course.,PTA Interventions IV,['61'],4 open seats,220
PTA, No Course Description is available for this course.,Critical Application Skills III,['61'],4 open seats,313
RNU, No Course Description is available for this course.,Fund Concepts Of Client Care,['01'],0 open seats,108
RNU, No Course Description is available for this course.,Fund Concepts Of Client Care,['02'],3 open seats,108
RNU, No Course Description is available for this course.,Fund Concepts Of Client Care,['61'],3 open seats,108
RNU, No Course Description is available for this course.,Advanced Concepts Of Client Care,['65'],4 open seats,109
RNU, No Course Description is available for this course.,Advanced Concepts Of Client Care,['91'],3 open seats,109
RNU, No Course Description is available for this course.,Adv Concepts Client Care II,['01'],1 open seats,206
RNU, No Course Description is available for this course.,Adv Concepts Client Care II,['02'],1 open seats,206
RNU, No Course Description is available for this course.,Adv Concepts Client Care II,['03'],1 open seats,206
RNU, No Course Description is available for this course.,Adv Concepts Client Care II,['61'],2 open seats,206
RNU, No Course Description is available for this course.,Adv Concepts Client Care II,['66'],1 open seats,206
RNU, No Course Description is available for this course.,Adv Concepts Client Care III,['04'],0 open seats,208
RNU, No Course Description is available for this course.,Adv Concepts Client Care III,['65'],3 open seats,208
RNU, No Course Description is available for this course.,Adv Concepts Client Care III,['66'],0 open seats,208
RNU, No Course Description is available for this course.,Adv Concepts Client Care III,['91'],0 open seats,208
RNU, No Course Description is available for this course.,Advanced Concepts C.C.II Clinical,['01'],6 open seats,806
RNU, No Course Description is available for this course.,Advanced Concepts C.C.II Clinical,['02'],3 open seats,806
RNU, No Course Description is available for this course.,Advanced Concepts C.C.II Clinical,"['03', '01']",3 open seats,806
RNU, No Course Description is available for this course.,Advanced Concepts C.C.II Clinical,"['61', '01']",2 open seats,806
RNU, No Course Description is available for this course.,Advanced Concepts C.C.II Clinical,"['66', '02']",1 open seats,806
RNU, No Course Description is available for this course.,Fundamentals of Nursing Clinical,"['01', '01']",2 open seats,808
RNU, No Course Description is available for this course.,Fundamentals of Nursing Clinical,"['01', '02']",1 open seats,808
RNU, No Course Description is available for this course.,Fundamentals of Nursing Clinical,"['02', '01']",2 open seats,808
RNU, No Course Description is available for this course.,Fundamentals of Nursing Clinical,"['02', '02']",2 open seats,808
RNU, No Course Description is available for this course.,Fundamentals of Nursing Clinical,"['61', '01']",1 open seats,808
RNU, No Course Description is available for this course.,Fundamentals of Nursing Clinical,"['61', '02']",2 open seats,808
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I. Clinical,"['65', '01']",3 open seats,809
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I. Clinical,"['65', '02']",15 open seats,809
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I. Clinical,"['650', '1']",20 open seats,809
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I. Clinical,"['91', '01']",0 open seats,809
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I. Clinical,"['91', '02']",0 open seats,809
RNU, No Course Description is available for this course.,Advanced Concepts C.C. III Clinical,"['04', '01']",2 open seats,828
RNU, No Course Description is available for this course.,Advanced Concepts C.C. III Clinical,"['65', '01']",16 open seats,828
RNU, No Course Description is available for this course.,Advanced Concepts C.C. III Clinical,"['66', '01']",6 open seats,828
RNU, No Course Description is available for this course.,Advanced Concepts C.C. III Clinical,"['91', '01']",0 open seats,828
RNU, No Course Description is available for this course.,Fundamentals of Nursing Lab,"['010', '1']",0 open seats,908
RNU, No Course Description is available for this course.,Fundamentals of Nursing Lab,"['010', '2']",4 open seats,908
RNU, No Course Description is available for this course.,Fundamentals of Nursing Lab,"['020', '1']",1 open seats,908
RNU, No Course Description is available for this course.,Fundamentals of Nursing Lab,"['020', '2']",2 open seats,908
RNU, No Course Description is available for this course.,Fundamentals of Nursing Lab,"['610', '1']",2 open seats,908
RNU, No Course Description is available for this course.,Fundamentals of Nursing Lab,"['610', '2']",1 open seats,908
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I Lab,"['091', '1']",1 open seats,909
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I Lab,"['091', '2']",1 open seats,909
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I Lab,"['650', '1']",2 open seats,909
RNU, No Course Description is available for this course.,Advanced Concepts C.C.I Lab,"['650', '2']",3 open seats,909
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['01'],1 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['02'],1 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['03'],16 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['04'],0 open seats,101
