category,credits,link,description,title
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5237,"This course investigates the connections between poetry, painting, and the graphic arts in the nineteenth century. The course treats how writers and artists shared a series of similar concerns over revolution, nature, and the individual and how these concerns combined to shape the development of a specifically romantic tradition within the literary and visual arts. Writers and artists include Blake, Wordsworth, Byron, Rossetti, Goya, Constable, Turner, Delacroix and the Pre-Raphaelites.",LALW318 Word and Image in the 19th Century: The Romantic Tradition
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5031,"In this course, students write, revise, and share poems as a community, experimenting with new subjects and new forms and responding attentively to poems written by other class members. Additionally, they consider published poetry to learn key elements of poetic craft. Students assemble their original poems into portfolios to demonstrate their command of imagery, diction, stanza, line, voice, form, prosody (sound and rhythm), and other aspects of richly dynamic poetry.",LALW320 Poetry Workshop .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5032,"A study of A Midsummer Nights Dream, Romeo and Juliet, Henry V, Hamlet, and King Lear, using a genre approach. Emphasis is on reading and understanding Shakespeare. The films are studied as contemporary realizations and interpretations of the plays.","LALW322 Shakespeare: On Film and In Print, Part 1 ."
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5239,"This course focuses on the interplay of folk and sacred music and idioms, language and dialect, and regionalist and nationalist literature in the evolution of 19th-century musical regionalist and nationalist expression. It treats the confluence of history and geography, the significance of minority-language rights and expression, and the development of human rights and religious freedoms as central to understanding artists, composers and authors motivations.",LALW323 Nationalism in Music & Literature
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5240,"This course looks at the development of Asian cinema through the lens of three of the most important national film industries: India, Japan, and China. How do the films from these countries reflect diverse but interrelated cultural traditions? How is the cinematic representation of these traditions shaped by a dialogue with Hollywood and European film? How does the development of post-war Asian cinema reflect the shift from a national to a more global film market? This course explores these and other related questions though a combination of weekly film screenings, lecture, and class discussion. Directors include Satyajit Ray, Kenji Mizoguchi, Akira Kurosawa, John Woo, and Wong Kar-Wai.","LALW326 Asian Cinema: PostwarIndia, Japan & China"
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5199,"This course introduces students to significant Italian literature of the second half of the 20th century. These novels and short stories provide a variety of perspectives and insights into Italy as a country, with its complex history, rich culture, and changing values (e.g. the role of the Catholic Church in a secular society, recent immigration from Africa and Asia, North-South regional conflict, and recent national debates on gender equality, on politics, and on the Mafia).The course also treats significant post-1960 feature films by Italian directors and actors. These Italian authors, intellectuals and artists influence contemporary American literary and culture. In this respect, novels and films treated in this course reflect the mirage of America in Italian culture and also reveal contemporary Italian representations of Italian-Americans. Students analyze these representations of America in Italian culture and compare them with the images of present-day Italy in American media, arts and popular culture.","LALW328 Contemporary Italian Literature and Film: Myths, Identity and the Mirage of America"
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5200,"The Great War (1914-1918) altered global politics, national cultures, language, consciousness, and aesthetics in ways that the world is still processing. This course explores the culture into which the war exploded; the lived and written experience of soldiers and civilians alike; and hallmarks of the diverse body of literary and artistic output that responded to the horrors of mechanized trench warfare, shellshock, and massive loss. The reading list includes works by Robert Graves, David Jones, Guillaume Apollinaire, Virginia Woolf, Erich Maria Remarque, Wilfred Owen, and others.",LALW329 Literature & Culture of the Great War
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5218,"The course introduces apocalyptic and post-apocalyptic literary texts. Readings include eighteen and nineteen century end-of-days texts by Daniel Defoe, Anita Letita Barbauld, Edgar Allen Poe, and present-day manifestations of this idea (among others, Cormac McCarthy, The Road,Robert Kirkman & Tony Moore, The Walking Dead ). The course treats the concept of dystopia as an expression of recurring and contemporary anxieties.",LALW332 The End is Near! Envisioning the Apocalypse .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5217,"This course introduces students to masterpiecesof silent cinema, the now lost art form thatpredates the widespread adoption of sound-on-discand sound-on-film recording technology in thelate 1920s. Students undertake research onaspects of silent cinema. Readings include SilentStars (Jeanine Basinger), Silent Players (AnthonySlide), Hollywood: The Pioneers (Kevin Brownlow &John Kobal), and others. The viewing listincludes Battleship Potemkin, Beau Geste, BenHur, Broken Blossoms, Cabinet of Dr. Cagliari,City Lights, He Who Gets Slapped, Hells Angels,Hunchback of Notre Dame, It, Man With MovieCamera, Metropolis, My Best Girl, Passion of Joanof Arc, Peter Pan, Prix de Beaut, Rain, SeventhHeaven, Show People, Son of the Sheik, Speedy,Stella Dallas, The Big Parade, The Crowd, TheGreat White Silence, Thief of Bagdad, Trip to theMoon.",LALW333 Silent Film Miracles .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5241,"An examination of the contributions that distinguished filmmakers, including directors, editors, and cinematographers, have made to the art of motion pictures.",LALW336 Masters of Film
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5547,"This course will introduce students to the many facets of writing screenplays for short films.Designed as a writing workshop, students will develop scripts, from idea to end product,through individual and collaborative exercises, rewriting, and hearing your scripts read aloudand discussed. Readings and screenings will supplement our course.",LALW338 Film Script Writing .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5573,"Lyric Arts of the Sea is a travel course about the art and literature of the sea, which includesclass meetings during the Spring semester and one week sailing on board SSV OliverHazard Perry. After exploring some great lyric literature and visual art inspired by thesublimity and power of the sea, students will have the chance to encounter the ocean (andthe awe it can generate) first hand. Learning to navigate, standing watch, practicing knots,participating in sail handling, and other sea skills will be complemented by your owncreative work during your week aboard a twenty-sailed tall ship. The ship will sail fromBoston Harbor to Newport, RI. While there will be port stops along the way, this trip is primarilyabout the experience of being at sea. No previous experience aboard a ship is necessary, but asense of adventure is mandatory!",LALW339 Lyric Arts of the Sea .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5560,"What is Black Cinema? How did Black Cinema originate? What gives Black Cinema adistinct voice of its own? Must Black Cinema only be directed by African Americans, feature anall Black cast, or only address a Black audience and Black issues in order to qualify asBlack Cinema? Should we differentiate between Black Cinema and Cinema? What are theethical, social and political implications central to making these distinctions? This courseexamines those questions while chronicling the history and present state of BlackCinema(from the early 20th century filmmaking of Oscar Micheaux; Blaxploitation films of GordonParks and Melvin Van Peebles; fiction films by Charles Burnett, Spike Lee, Lee Daniels, SteveMcQueen and Dee Rees; documentaries by Marlon Riggs, Stanley Nelson and June Cross; as well asanimation films made for TV and media streamed online). Despite the contributions to cinema bythese distinguished people of African descent, there remains a significant need for Black cinemastudies within the broader areas of Africana Studies in the US and abroad. For these reasons,this course explores how Black authorship, content and reception have been defined andreconsidered in relation to dominant American myths, racial ideology and film industrypractices, that have long presented limited and distorted social and political constructs ofAfrican Americans and the African Diaspora in cinema. This course challenges those portrayalsand assumptions through thoughtful inquiries into the intricate modes of racial coding of movingimages.","LALW340 Black Cinema:American Myth, Racial Ideology and Hollywood ."
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5039,"A study of the literary epics of the legends surrounding Camelot and King Arthur, their origins in the middle ages and subsequent variations.",LALW346 Camelot: Tales of King Arthur .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5040,This course surveys film history from the 1890s to the present. Students use a history of film textbook and general history readings to study films demonstrating the evolving development of motion picture art and the motion picture industry. Students undertake film making exercises and produce written research treating trends and questions in motion picture history.,LALW349 History of Film .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5045,"This course examines developing trends and standards for English-language novels in the twenty first century. It treats nine geographically and stylistically varied permutations of this long-fiction art form (including literary prize-winners and bestsellers) while attempting to place them in the web of literary tradition. Touchstone text and beginning book is the acclaimed 20th century novel Howards End, in which author E.M Forster famously exhorts his readers to only connect. In this spirit, the course seeks to connect the best of what authors are writing now with traditions of literary practice, always looking ahead to probable evolutions in the twenty first century.",LALW362 Twenty-first Century Novel .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5219,"In this course we read and discuss twentieth century and contemporary women writers andcritical thinkers who traverse more than one culture, nationality, and geography. Theirwritings focus on womens identity, experiences and creative practice in response to colonial andpost-colonial histories, sexism, racism, and various forms of inequity and oppression. Thecourse invites students to reflect on equity, cultural competence, inclusion and empathy in thereadings and class discussion. In line with its comparative perspective, the course places indialogue writers from the Americas and the Caribbean, the Middle-East and West Africa, in adynamic play of resonance and dissonance, similarities and differences. The weekly classesallow for the integration of in-depth discussions, close reading of the texts,presentations, and critiques of visual arts. You are invited to think transversally across thesetexts, and to forge connections between the themes of the class, the reality you know, andyour creative process. [Formerly Womens Literature in International Perspective,Womens Literature in Global Perspective]",LALW365 Women's Literature in Comparative Perspective .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5048,"A Liberal Arts directed study is a research project selected by a student in a Liberal Arts discipline. Typically, the study results in a research paper of thirty plus pages or the equivalent, as agreed upon by the faculty member supervising the project. Because of its advanced nature, a Liberal Arts LALW directed study is open only to seniors and is limited to one per semester. No more than two Liberal Arts directed studies may be counted toward Liberal Arts degree requirements. Students seeking to register for a LALW directed study must execute a directed study proposal form that describes the proposed project, includes a bibliography, and describes the final project. Liberal Arts directed studies proposals require the approval of the Liberal Arts Department chair.",LALW400 Directed Study .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5540,"In this workshop, students write, revise, and discuss their own poetry in peer critiqueworkshops as they sharpen their poetry writing skills beyond an introductory level and examinehow their own poetry is situated in the context of contemporary poetry. Guided by peer critiqueand the instructors feedback, they assemble a final collection of poetry, possiblydemonstrating how their poems intersect with their own major. Students also delve into a widearray of published poetry to deepen their understanding of poetry, compose a statement oftheir aesthetics, gain experience as editors, and write a critical study of some poets in relationto their own aesthetics. Finally, as a collective, students read their poems in publicand/or publish a compilation of selected poems and artwork.",LALW402 Advanced Poetry Workshop .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5050,"A workshop in which initial drafts and subsequent revisions of students writings are photocopied, distributed to all members of the class, and critiqued. The objective is to help students develop artists statements that: (a) are appropriate to the purposes for which they are written; (b) articulate what the student wants to say about their art; and (c) communicate clearly to the intended audiences.",LALW403 Writing an Artist's Statement .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5572,"This interdisciplinary course addresses the American television drama series, FridayNight Lights (2006-2011), a show that treats beliefs,behaviors, and values common to many 21stcentury Americans. In consultation with the professor, each student proposes, develops,andcompletes a semester-long research or creative project that considers an aspect of thisaward-winning television series (for instance, theshows worldview, or its writing, acting,editing, directing). Approved student projects manifest the perspective of two or moreLiberal Arts disciplines. In class meetings, students viewor review Season One of Friday Nights Lights (allepisodes) and related material. They exchange responses to the screened material. Theypresent original scholarlyor creative projects in preliminary, intermediate, and final stages. Presenters furnish ancillary readings that contextualize their presentations. Classmembers peer review all projects. Class members publish their completed scholarly project,creative project, or scholarly/creative project on a dedicated class website class. Prerequisites: LALW-200Spring Only",LALW406 Friday Night Lights:An American Mirror .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5561,"The Great War (1914-1918) altered global politics, national cultures, language,consciousness, and aesthetics in ways that the world is still processing. Planned for thecentenary of the beginning of Great War hostilities, this course will explore the cultureinto which the war exploded; the lived and written experience of soldiers and civiliansalike; and hallmarks of the diverse body of literary and artistic output that responded tothe horrors of mechanized trench warfare, shellshock, and massive loss. The reading listincludes works by Robert Graves, David Jones, Guillaume Apollinaire, Virginia Woolf, ErichMaria Remarque, Wilfred Owen, and others.",LALW407 Literature & Culture of the Great War .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5562,"This course invites students to forge connections between the ways in which literature, criticaltheory, visual arts, and contemporary media have imagined others, from foreigners and(post)colonial others, to post-human others, including cyborgs and AI.",LALW408 Imagining Others: From Strangers to Cyborgs .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5051,"What is opera? German composer Richard Wagner described it as a total art work, combining music, drama, singing, and scenic design. This course encourages new ways of thinking about the relationships between different artistic disciplines and forms. Students view and discuss a selection of operas from the seventeenth through twentieth centuries. No classical music background is required, and no one is expected to sing. In a final project combining artwork and critical writing, students imagine and design a production for an opera of their choice.",LALW410 Opera and the fusion of the Arts .
"Liberal Arts: Literature, Writing, and Film",3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5210,"This course examines the Earths landforms,oceans, atmosphere and major physical processes.It considers how natural systems and historicnatural processes influence human societies andindividual humans. It investigates the extent towhich past and present human activities may ormay not influence natural systems of the planet.Students utilize Google Earth, in-classactivities, maps, and associated tools anddocuments to investigate the Earths physicalgeography.",LASS243 Planet Earth: A User's Guide .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5052,A study of how the basic laws of physics and astronomical observations lead to an understanding of the universe as a whole.,LAMS200 The Universe .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5054,"This course uses principles of physics to understand musical instruments, scales, and chords. Required background: students must be able to find notes from written music on an instrument of their choice. The course draws upon algebra.",LAMS203 Physics of Music .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5055,"A study of the veracity of mathematics and mathematical thought. Axioms of mathematics, elements of formal logic, and Gdels proof and its philosophical consequences are covered.","LAMS205 Mathematics, Logic, and Knowledge ."
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5244,"Biomimicry is the study of the structure and function of biological systems as models for the design and engineering of materials. In this course, students become acquainted with basic concepts in biology, physics and engineering. Building upon this foundation, the course treats how designers solve design problems by mimicking nature.",LAMS206 Biomimicry
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5220,"Almost everyone has taken antibiotics at some point during their lives and we read every day about deadly superbugs that are resistant to antibiotics. But what does this resistance mean and how did we get here? The course examines the antibiotic resistance problem and an often-touted possible alternative, bacteriophages. Bacteriophages are viruses of bacteria and were discovered exactly 100 years ago during the First World War. Students examine and synthesize the biology, history, ecology, and applications of these two types of bacteria killers to better understand the treatment of bacterial infections today and what may come in the future. This course helps students understand current events and science relevant to their lives - such as on antibiotics and antibiotic resistance, emerging diseases (such as Ebola), and the human microbiome. No laboratory experience is required.",LAMS208 Bacteria Assassins .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5057,"An examination of the importance of shape, or form, to biological function. Students explore selected examples at several levels of organization (molecule, cell, individual, community) in a variety of organisms (viruses, bacteria, plants, fungi, invertebrate and vertebrate animals, embryos and mature forms). The course teaches fundamental concepts of biology and prepares students to compare biological and artistic form and function.",LAMS240 Biological Form and Function .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5061,"A study of the principles of ecology, a science intertwining many biological and physical science disciplines. The course distinguishes the scientific, technological, and social domains. It treats complex human impacts and environmental concerns (such as biodiversity, population size, food and energy resources, air and water pollution, waste management, recycling, and sustainability) and raises issues of environmental ethics, risk assessment, and policy planning.",LAMS320 Environmental Science .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5214,"This course explores the vast diversity of reproductive and mating strategies, sex roles, gender and sexuality in animals and nature. This course takes an integrative and comparative approach to survey the diverse morphological, behavioral, physiological andecologicalaspects of sex and reproduction. The course treats the evolution of sexual and asexual reproduction, focusing on ecologicaland evolutionary factors that influence and constrain biodiversity. Students critically examine the scientific evidence that supports and questions the framework of sexual selection and alternative theories. Students consider and evaluate traditional and emerging forms of scientific communication regarding evolutionary biology and sexual diversity.","LAMS322 Animal Sex, Biodiversity and Gender ."
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5531,"What is the nature of sustainability? How can we learn from and with nature, its biologicaldiversity and ecosystems, to become more resilient? Practical examples, field visits,readings, and discussions will give students the opportunity to learn about emerginginterdisciplinary sciences and solution-driven technologies based on green chemistry andbiomimicry. Through explorations of the water-energy-food nexus, adaptations to climatechange, and sea level rise, students can explore how we can become self-sustainable in the era ofAnthropocene. The intention of the course is to give students a greater understanding of howscience can inform public policies. In addition, attention will be paid to how science relates toart and design making, and vice versa.",LAMS324 Sustainabilty Science
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5532,"This domestic travel course will provide an introduction to the biodiversity of flora andfauna of the deserts of the Southwest U.S. through on-site immersion, camping and fieldexplorations. This course is a hands-on, novel exploration of the integration of science,nature, and art. Through scientific methodology, close observation, and art-making in the field,we will conduct research on ecological, behavioral, and morphological aspects of desertflora and fauna in their natural habitats. The unique wildlife and distinct habitats of theSouthwest deserts have long been a source of wonder and inspiration for naturalists,biologists and artists. The starkly varied environments of the Chihuahuan and SonoranDeserts (in NM and AZ) offer a unique opportunity for artists to get hands-on biological researchexperience in some of the worlds most unique ecosystems. The Chihuahuan and Sonoran Desertregions have the highest levels of species endemism in North America (over 2000 species ofplants and animals found only in these eco regions). This course takes an interdisciplinaryapproach by creatively combining various methods of field biology data collection and art-makingto conduct novel, collaborative Field BioArt research. The Chihuahuan and Sonoran desertspristine, unique, and abundant wildlife is made accessible by the well managed and protectedNational and State Parks in New Mexico and Arizona. The natural habitat will be ourstudio+lab to develop and explore innovative, creative methods of biological inquiry andhybrid, experimental art.",LAMS325 Desert Science Travel Course
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5563,"This course will provide an introduction to experimental biology and biological research in alaboratory setting. This course is a hands-on, novel exploration of organismal and experimentalbiology through scientific methodology, close observation, experimental design, and datacollection. We will conduct morphological, physiological and behavioral research on variousflora and fauna in a lab work space. This course takes an interdisciplinary approach by creativelycombining various methods of experimental biology data collection and art-making to conduct novel,collaborative BioArt and hybrid research. The lab+studio will facilitate the development andexploration of innovative approaches to biological inquiry using various observational,descriptive, experimental methods, including data dissemination/science communication.",LAMS326 Experimental Biology and Hybrid Research .
Liberal Arts: Mathematics and Science,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5063,"A Liberal Arts directed study is a research project selected by a student in a Liberal Arts discipline. Typically, the study results in a research paper of thirty plus pages or the equivalent, as agreed upon by the faculty member supervising the project. Because of its advanced nature, a Liberal Arts LAMS directed study is open only to seniors and is limited to one per semester. No more than two Liberal Arts directed studies may be counted toward Liberal Arts degree requirements. Students seeking to register for a LAMS directed study must execute a directed study proposal form that describes the proposed project, includes a bibliography, and describes the final project. Liberal Arts directed studies proposals require the approval of the Liberal Arts Department chair.",LAMS400 Directed Study Math/Science .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5064,"A study of American history beginning with its roots in early America, Africa and Europe, continuing through the colonial period, the War for Independence, the Constitution and the Creek War (commonly known as the War of 1812), which set the stage for the developing internal conflict leading up to the Civil War.","LASS200 Pirates, Witches and Slaves: Studies in Early American History ."
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5065,"What is Romanticism? To what areas of intellectual life does the term have reference? To art? Literature? Philosophy? Religion? History? Politics? The answer is yes to all the above, and then some. The seminar explores the nature of this immense cultural movement while focusing on the work of the great Romantic poets, writers and artists of the nineteenth century in Europe and America.",LASS206 Seminar in Romanticism .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5067,"Social Psychology explores the behavior of individuals and groups in social contexts. In this course, emphasis is placed on how social aspects may be relevant to being an artistic individual in todays society. Topics include: How are our thoughts, feelings, and behavior influenced by the presence of other human beings? Can we manipulate someone elses opinion? Does self-fulfilling prophesy exist? What are social norms? Questions related to how a persons self-image develops, how individuals think about and react to the world, and how they understand themselves and others are explored. In addition, students learn about concepts such as impression and attitude formation, persuasion, pro-social behavior, prejudice and discrimination, obedience and compliance, aggression, group psychology, and personality",LASS208 Social Psychology .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5068,US history from the Missouri Compromise of 1820 to the presidential election of 1876.,LASS209 Civil War and Reconstruction Era .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5070,From the Spanish-Cuban-Filipino-American War to the present.,LASS211 The American Century .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5246,"The history of jazz music, people, and culture, from nineteenth century origins to today. A survey of major artists, groups, and periods, including New Orleans jazz, the Swing Era, Bebop, and other movements. Reading of historical sources and recent commentary inform the study of jazz in American society and global culture. Guided listening builds understanding of form and structure in this art form. No knowledge of music notation required.",LASS229 History of Jazz
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5247,Practical knowledge about personal finance (budgets and credit) and money management (banking and the ABCs of investing). Readings and discussion on current financial topics.,LASS230 Financial Literacy
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5542,"Practical knowledge about personal finance including taxes, credit, how to budget, save, andinvest. Learn how to define your career goals to explore opportunities and successfully presentyourself to the working world. [Formerly titles Financial Literacy]",LASS230 Financial Literacy & Careers .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5248,"This course examines freedom of speech, a fundamental right indispensable to democracy and indispensable for artists. The tension between liberty and control of speech is central to many forms of media and artistic expression. The course examines speech broadly by examining topics such as: speech during wartime or in time of fear; hate speech; speech by students; and libel and slander. In addition, the course examines free speech controversies involving obscenity and pornography, or merely nudity, including controversies concerning artistic expression in film and literature. Students consider speech on television, the Internet, and social media. The course also treats symbolic expressions of speech, such as flag burning and painting; as well as campaign financing as speech. The course focuses primarily on U.S. lawmost of the readings will be excerpts of U.S. Supreme Court casesbut the course includes a comparative component, incorporating laws regulating speech and expression in other nations.","LASS232 Free Speech, Democracy and Artists"
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5249,"The course explores selected music and rhythms from throughout the world. Students explore various folk, popular, indigenous, and hybrid music from every continent and surveys the development of musical traditions through the development of contemporary world music. The course also treats several American musical traditions, including country, folk, and musical transmissions from Europe, expressive cultural traditions from indigenous peoples of America, and black musical traditions in the New World. This is a Liberal Arts course with required readings, written assignments, and listening work. Under a different course number and requiring different assignments, this course may also provide studio credit in selected studio departments.",LASS233 The World of Music
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5250,"The course considers how music expresses and inspires social change. By examining the origin and inspiration of major works of classical music, such as Haydns Farewell Symphony, Mozarts opera The Marriage of Figaro, Mendelssohns Reformation Symphony, Stravinskys The Rite of Spring, and Shostakovichs Babi Yar Symphony, the course considers what music reveals about history.",LASS236 Music and Society
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5251,"We live in a period that promises dramatic technological changes. Information technology continually spawns new and popular applications, and genetic technology promises to revolutionize food production and medicine. The emergence of these and other technologies raises new ethical and social issues and recasts existing issues in new forms. What will our technological future be like? Which kinds of technologies should we develop? How should they be utilized? This course will examine ethical issues arising from developments in biotechnology and medical engineering, modern agriculture, machine intelligence, and information technology. Should we produce bio-hybrid humans by making genetic and robotic enhancements available to the able bodied? What are the ethical implications of factory farming and genetically modified foods? How do information technologies impact our rights to privacy and free speech? The course explores the real-world implications of emerging technologies on issues of equality, privacy, poverty and the health of our bodies, our societies and our planet.","LASS237 Ethics, Technology and Change"
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5201,"This course imparts practical knowledge about starting an entrepreneurial business. The course treats different elements of business creation; idea generation and development, customer needs and potential markets, advertising, pricing, and financial modeling. The final project is a ten-minute pitch to outside investors and business consultants.",LASS239 Entrepreneurship
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5221,"World history from 1900 to 2001. The courseintroduces students to major events and majorthemes in twentieth century history, includingworld wars, the rise and fall of totalitarianphilosophies and empires, economic contractionsand expansions, colonial empires and liberationmovement, antithetical internationalist,nationalist, regionalist, and faith-basedmovements, and the gradual process by which themachine age became the information world.",LASS241 Twentieth Century World History .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5222,"This course treats the evolution of film musicfrom silent movies until the present. Itintroduces students to musical syntax, theaesthetics of film music, and the means by whichcomposers synchronize music and script to conveymood and render action vivid. Workingchronologically, the course explores theincreasing importance of music in cinema and howmusic functions as an expressive element in afilm. The course treats composers who wrotealmost exclusively for the cinema (i.e., CharlieChaplin and the contemporary John Williams),treats classical central European composers whomigrated to the screen composition from wartimeEurope (i.e., Korngold, Waxman, AlexandreTansman, Bronislaw Kaper), and treatscomposer-director/producer collaborations such asEisenstein-Prokofiev, Rota-Fellini/Visconti, andothers. The course additionally treats the roleof ethnic music (Morocco, India, China, Japan) inworld cinema. Two term papers are assigned, onedealing with a composer-director partnership, thesecond treating the function of score in a major,iconic film such as Gone with the Wind. Thetextbook is Mervyn Cookes A History of FilmMusic.",LASS242 Film Music .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5564,"Cities are fascinatingly complex places, and for millennia people have flocked to them for a hostof reasons. Some people have looked to cities as a way to escape the ennui of rural existence,some have gathered in cities for economic opportunity, and many others have arrived simplyto be in close contact with different groups of people. Taking the city as our primary unit ofanalysis in this course, we will attempt to explore some of the major themes and processesthat affect most urban areas, along with offering some historical perspective on the trends thathave created the city as we find it today.",LASS245 Cities and Society .
Liberal Arts: Social Sciences,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5081,"An examination of the dynamics of the self from the interpretative, clinical perspective. The course discusses the growth and the making of the solid self and explores the influences that can further or hinder the constitution of a coherent, stable personality. Narcissistic disorders, the most common psychic disorders of our time, are also addressed.",LASS280 Introduction to Psychology .
