department,description,title
Mathematics,"In this introduction to statistical theory, the roles probability and statistics play in business analysis and decision making are investigated. Topics include probability distributions, statistical inference, sampling distribution theory, and applications. Prerequisite: Math 206 with a grade of C or better.",MATH338 - Mathematical Statistics
Mathematics,"In this capstone course, Students investigate mathematics from a variety of fields and choose a topic for a mathematics project in their Field of Application. Mathematical methods for analysis, modeling, prediction, and/or problem solving are discussed. Students demonstrate knowledge of a substantial area of mathematics and present their work at a department seminar or the Connected Learning Symposium.",MATH399 - Mathematical Applications
Mathematics,The internship seminar is a work or research experience where students combine theory and practice.,MATH499 - Internship
Multidisciplinary Science,"In this project-based course, students explore a social or intellectual problem using at least two knowledge perspectives. Faculty and students follow a collaborative process of exploration, discussion, and problem solving that integrates knowledge perspectives and core intellectual skills.",MDSC203 - Multidisciplinary Experience
Music,"This is a survey course in which students acquire listening skills and learn how to talk about music.The Renaissance, Baroque, and Classical periods of European music (1450-1800) are covered, with an emphasis on the history and development of music in its social and historical context.Students will learn to identify music from these three periods and will gain a more general understanding of music that can be applied to all eras and styles.Composers include Ockeghem, Palestrina, Byrd, Gabrieli, Purcell, Telemann, Bach, Handel, Haydn, and Mozart.",MUS101 - Music Appreciation I (KP)
Music,"In this course, students will explore the role of music in various contexts, in order to better understand its role in culture and in society.The hands-on curriculum calls for lots of listening and active participation; students will develop their listening skills, their awareness of the elements of music, and their understanding of the musical experience.",MUS102 - Music Appreciation II (KP)
Music,"This course introduces students to the world of music through analysis and examination of music and culture from different ethnic groups. The musical characteristics of India, the Middle East, Indonesia, Sub-Saharan Africa, Latin America, Native American Indians, Ethnic North America, and the musical culture of Europe are addressed. Students listen to a selected repertoire and analyze the music and readings about music in class.",MUS104 - World Music
Music,"This course formally introduces students to the blues through theoretical study and practical application.As a result, students not only become familiar with all the basic blues elements (e.g., rhythm, harmony, form) but also learn how to play the blues on keyboards.(Prior keyboard or piano experience is NOT necessary.)",MUS107 - Understanding & Playing the Blues
Music,"This course develops an understanding and appreciation of music, covering genres including blues, pop, and jazz. Music theory, blues theory, harmony, and chordal theory are examined. Through a combination of listening to recordings and live examples, students apply their knowledge and gain a deeper understanding of music.",MUS108 - Blues: Harmony & Theory
Music,"Integrating folklore, American history, and songwriting, this course examines American culture through the lens of American folk songs-songs written by others and songs we will write ourselves. Readings, recordings, and class discussion illustrate the importance of love songs, protest songs, work songs, and ballads as resources for understanding and expressing American life.",MUS109 - American Folk Music (KP)
Music,"This is a survey of the rise of the musical theatre from origins in England in the eighteenth century (Gays The Beggars Opera) through the 1920s in the United States. Works by Weill, Kern, Hammerstein, Rogers, Gershwin, Bernstein, Porter, Lerner and Loewe, Wilson, and others are studied.",MUS201 - Musical Comedy
Music,"This course is designed for students who are interested in mastering basic music literacy and its application in basic piano skills.The course is appropriate for those who already read some music and would like to develop their written music skills; it is also appropriate for those who have little or no experience reading sheet music.Topics include musical notation, rhythm, and basic piano skills including but not limited to scale building, intervals, and chords.This course fulfills the Area of Inquiry  Aesthetic [AI(A)].",MUS202 - Fundamentals of Music
Music,"The years after World War II found American society and culture evolving in ways that both led to and mirrored the birth of rhythm 'n' blues, rock 'n' roll, and soul music, creating a new popular music that has indeed taken over the world.Yet it is impossible to understand fully modern popular music without exploring its roots in blues, jazz, hillbilly, ragtime, Afro-Caribbean, and other styles.In this course, we survey the history of American pop from its birth in the early nineteenth century up to 1970; by this crucial year, most of the styles reflected in today's music had been established.We pay special attention to the ways in which American music synthesizes African and European elements in a myriad of new forms.",MUS203 - Popular Music (KP)
Music,"This course is designed for both experienced and first-time songwriters.We will study basic music theory and engage in ear training, melody writing, and lyric writing as we consider songs in a variety of contemporary and traditional styles.Class completion will include the study of songs within their musical, historical, and social context, and the creation and simple performance (live or recorded) of at least four original songs.",MUS207X - Songwriting: Craft & Creation
Music,This is an in-depth study of the history of Jazz with an overview of the influences of African traditions and the development of the blues. Students gain insight into the various jazz idioms through recordings of significant artists and compositions. Topics covered range from Dixieland to contemporary styles with an emphasis on swing and bebop.,MUS215 - History of Jazz
Performing Arts,"This course focuses on developing basic steps for voice technique and group singing. The class meets for two hours, as most of the work for the course is done during class time. Students are presented the basic principles of singing and apply those to vocal ensemble singing. The repertoire is based on the vocal ensemble formed, yet the song literature includes works from different styles and periods. Students perform as members of Lasell College chorus.This course may be repeated for credit.",PERF101 - Chorus
Performing Arts,"Have you ever wanted to learn to play the piano?In this one-credit course designed for both beginning and experienced keyboard players, students will learn to read and play their favorite songs!Basic concepts in musical notation and music theory will be introduced at the beginning of each class; students will then receive individualized instruction on the classical, pop, rock, or jazz pieces they would like to learn.This course can be repeated.",PERF103X - Piano Instruction
Performing Arts,This course provides the beginning student interested in acting with basic skills involved in the art. Explorations include: physical awareness and the use of the body as an expressive tool; intellectual and emotional approaches to creating a role; and the uses for imagination and creativity that actors apply. Students work both individually and interactively on acting exercises and master basic text analysis for actors as an aid to building a character.,PERF105 - Basic Acting
Performing Arts,"This one-credit course is designed for beginning voice students and introduces the basic skills needed for successful vocal performance, with a focus on vocal technique and artistic presentation.Training also covers areas such as good practice technique and repertoire choices.This course can be repeated.",PERF106 - Vocal Techniques & Voice Training
Performing Arts,"This is an introduction to the principles and practice of the related arts that are involved in the production of a play in the theatre. Study includes analysis of the dramatic script in terms of the actor; the director; the scenic, costume, and lighting designers; and the technicians. Lab theatre productions integrate the content of the course.",PERF107 - Introduction to Theater Arts
Performing Arts,"This course prepares beginner to advanced beginner classical ballet students with the foundation necessary for progression to the intermediate and advanced levels.Every students ability is assessed, and training follows a curriculum under which each student progresses to his or her maximum potential.The course includes classical ballet vocabulary, technique, self-discipline, motivation, creativity, critical thinking, and confidence building.This course can be repeated.Course is held at the Boston Ballet School, 863 Washington Street Newton, MAStudents are to meet in the Valentine Parking Lot",PERF108 - Dance Techniques
Performing Arts,"This one-credit course is designed for students interested in auditioning for and performing in musicals, operettas, and/or operas.Students will gain the tools they need to prepare for an audition and/or a role in local or regional theatre.Students will work on scenes, monologues, audition cuts, and dance/movement skills; they will also learn acting and performance basics.New students are welcomed, as are students who have completed PERF106.This course can be repeated.",PERF110X - Preparing for Musical Theatre
Performing Arts,"This course focuses on theory and practice in staged performances.Readings include critical studies of performance and performances, creative texts, and subjective accounts of the performance experience.The following questions are considered:What are the expectations of performance?How is a performance framed and organized?What are the sequences and contexts of performance?How is a performance evaluated by the audience and by the performers themselves?How does the performer understand and experience his or her role and personal status, on- and offstage?How does the audience imagine the offstage performer?Writing assignments will be based on both creative works and theoretical studies and will involve critical reflection, exegesis, and analysis; students will also complete a course project in which findings from multiple sources are synthesized and presented in oral and/or written form.Course goals include the deepening of student appreciation of each performance art form through connections across forms, as well as a capacity to contextualize studied forms to artistic and performance traditions.This course is a required course in the Performing Arts minor.",PERF111 - Performing Arts Practices
Performing Arts,"The arts are an integral component of our everyday lives.No matter where we walk, drive, run, or contemplate, we are influenced by the art around us.Artists create the landscapes for our lives; at the same time, they strive to survive on the merits of their craft.The Business of Artistry explores the insight that artists are not only creators and out-of-the-box thinkers but also business proprietors.In ever-changing economic and artistic contexts, artists must acquire the tools to position themselves for success.We will focus on concepts like professionalism, community ethics, the development of a catalogue of work, and the achievement of work environments that benefit the artist as well as the consumer",PERF113X - The Business of Artistry
Performing Arts,"In this one-credit movement-based course, we will investigate tap dance.We will examine the technique, vocabulary, dynamics, rhythm, and musicality of tap while exploring several of the most influential tap legends, including Savion Glover, Steve Condos, and Dianne Walker.In addition, we will discuss the historical, socioeconomic, and musical contexts from which specific styles emerged.This course can be repeated.",PERF115X - Tap Dance
Performing Arts,"This course is designed for acting students who wish to further develop, refine, and apply acting techniques in a performance-oriented environment. Using voice, body, imagination, technique, and research, students explore the challenge of acting in more complex media, styles, and dramatic literature. Techniques for acting for the camera are introduced, as is individual coaching for students strengths and weaknesses. The development and application of the monologue, scene work from world literature, work with another actor, and character analysis are covered. Performance opportunities are available in concert with Lasell productions. Prerequisite: PERF 105 or PERF 107.",PERF201 - Intermediate Acting
Performing Arts,"This multicultural survey course will focus on the theory and practice in the use of percussion as ritual, communication, and recreation around the world.Students will learn through lecture and critical readings of descriptive accounts of the uses of percussion, as well as through the subjective experience of learning percussive rhythms using a variety of musical instruments:congas, djembes, atumpani, berimbau, shakere, clavier, ago-go bells, and  of course  cowbells.This course fulfills the Area of Inquiry  Aesthetic [AI(A)] and the Area of Inquiry  Multicultural [AI(MC)].",PERF202 - World Percussion:Theory & Practice (KP)
Performing Arts,"This course is designed for the undergraduate students of Lasell College, in partnership with the Boston Ballet School. Through lectures, readings, and practical applications, students will explore history and theory, gaining knowledge and understanding of the importance of the development of technique in relation to the artistry of ballet and modern dance. Students will also participate weekly in a ballet/modern technique class focusing on ballet technique, with an emphasis on contemporary movement.The dance portion of the class will be held at the Boston Ballet School Newton Studio and will be taught by a faculty member at the Boston Ballet School.Course is held at the Boston Ballet School, 863 Washington Street Newton, MAStudents are to meet in the Valentine Parking Lot",PERF203 - Dance Explorations (KP)
Performing Arts,"Do you like rock, pop, jazz, country, or gospel music?The foundation of all these musical forms is the blues.In this performance course designed for both beginning and experienced keyboard players, students receive individualized instruction in blues keyboard techniques.Building on a base in blues theory, students master the chords, progressions, rhythms, and harmonies fundamental to keyboard accompaniment and improvisation in the blues idiom.This course can be repeated.",PERF205X - Blues Piano
Performing Arts,"In this one-credit practicum course, the student completes the minor in Performing Arts by participating in a college performance experience.Under the supervision of a faculty mentor, the student participates in a college drama or musical production, sings with the college chorus, performs in a college vocal or instrumental recital, or participates in a college dance performance.In weekly conference with the faculty mentor, the student establishes performance goals and assesses/addresses progress toward those goals; in addition, the student writes an essay of reflection on the relation between theory and practice in the arts.This course is a required course in the Performing Arts minor.Prerequisite:100-level or 200-level MUS or PERF course in the practicum performance field.",PERF399 - Performing Arts Practicum
Philosophy,"This course is an introduction to the basic problems of philosophy, such as the sources of knowledge, the relationship between mind and body, freedom as opposed to determinism, and the nature of values.",PHIL101 - Introduction to Philosophy
Philosophy,"This course provides an overview of the major religious traditions: Taoism, Confucianism, Hinduism, Buddhism, Judaism, Christianity, and Islam. Central themes from these traditions are studied through selected scriptures and texts of each tradition.",PHIL106 - World Religions
Philosophy,"This course is an introduction to analysis of conduct, moral reasoning, and the foundation of ethical values in a search for the ultimate meanings of human experience. The following specific problems are examined: life and death issues, human experimentation, sexuality, truth telling in medicine, honesty in business, cheating and lying, stealing and reparation, egoism, obligation, and capital punishment.",PHIL110 - Ethics
Philosophy,"This course explores creativity, interpretation, expression, style, symbolism, evaluation, art, and societyall from the philosophical perspective. Students are exposed to a variety of approaches to the question What is beauty? The arts and everyday experiences are examined in an effort to answer the question about beauty, as well as the other questions such exploration raises. Prerequisite: ENG 102.",PHIL202 - Aesthetics
Philosophy,"This course examines such questions as Who am I? or What relationship do I have with myself,with others, and with the universe? Readings are taken from Kierkegaard, Nietzsche, Heidegger, Buber, Jaspers, Sartre, and others. The influence of existentialism on psychology, society, art, religion, and politics is explored. Prerequisite: ENG 102.",PHIL203 - Existentialism
Philosophy,"This is an investigation of affectivity centering on different meanings of the emotion of love, including friendship, spirituality, ecstasy, and romance. The course is a philosophical inquiry into the person-as-sexed, freedom, choice, responsibility, object, subject, and authenticity. Readings are drawn from philosophy, history, psychology, and literature. Prerequisite: ENG 102.",PHIL204 - Philosophies of Love
Philosophy,"This course introduces students to the primary understandings of social and political justice. Theory is related to practical and political problems. The notion of peace is also addressed. We shall wonder about the nature of the state and mutual obligations between governors and the governed. What makes a government legitimate? What freedoms and controls are needed to make modern society work? How do we choose to structure the ways in which we live together? In other words, what does it mean to be a participatory member of a particular society or a citizen of a particular country? Selected topics may include morality and human rights, status and treatment of women, hunger, poverty, and the environment.Prerequisite:ENG 102.",PHIL205 - Political & Social Philosophy
Philosophy,"This course is a comparative analysis of Eastern and Western perceptions of reality in philosophy and literature, beginning with an historical overview of theories of knowledge and truth as well as the psychological factors in learning. Prerequisites: PHIL 101 and PSYC 101.",PHIL208 - Knowing & Reality
Philosophy,"This course will address the interaction between the lives we lead and the application of traditional (and some nontraditional) ethical theories and principles to important decision points in our lives.Students will take on real-life ethical problems and dilemmas for each class; each student will be responsible for presenting a number of issues, as well as for guiding the discussion of those issues in class.The problems we address will largely span a lifetime of experiences and concerns.Students will also write several papers that evaluate formal arguments, using standard tools of critical thinking and philosophy.The course is discussion based, so a willingness to read carefully, to think critically, and to engage in classroom presentations and discussions is essential. Prerequsite: Jr Standing & ENG102",PHIL302 - Ethical Reasoning
Physics,"This is the first semester of a one-year course that surveys the field of physics at a non-calculus level. Topics include motion in one and two dimensions, force, uniform circular motion, work and energy, and statics of rigid bodies. The laws of thermodynamics are introduced. Laboratory experiments are conducted to complement the material covered in lecture. Prerequisite: MATH 203 or equivalent with a grade of C or better. Corequisite: PHYS 111L.",PHYS111 - General Physics I (KP)
Physics,"This is a continuation of PHYS 111. Topics include waves motion, electric potential, electric current, resistance, capacitance, and magnetism. Geometrical and wave optics are introduced. Atomic and quantum theory are also included. Laboratory experiments are conducted to complement the material covered in lecture. Prerequisite: PHYS 111. Corequisite: PHYS 112L.",PHYS112 - General Physics II (KP)
Political Science,This is an examination of the basic principles that form the foundation for the structure and practice of American government. The impact of the political system on the citizen is explored along with the central assumptions and concepts that serve as the basis for the field of political science.,POLS101 - American Government
Political Science,"This course begins with the constitutional and legal basis for state and local government. The functions of the executive and legislative branches are examined. Governmental bureaucracy and budgetary processes are studied as well as political parties, interest groups, public opinion, and political reporting in the press.",POLS201 - State & Local Government
Political Science,"This course is an interdisciplinary introduction to selected contemporary American political issues. The course is designed to create a deeper understanding and interest in these issues and develop students' capacities as citizens who will challenge the present and enrich the future. Its topics change frequently to keep up with the latest developments in the field. Throughout the semester, the local impact of national issues are discussed.",POLS202 - Issues in Contemporary Political Thought
Political Science,"Basic concepts and major contemporary problems of international relations are examined in this course. Topics include the Middle East, East-West relations, deterrence versus disarmament, human rights,and developing countries. Throughout the semester, the local impact of national issues are discussed.",POLS208 - Contemporary International Relations
Political Science,"In this course, central questions in political theory are addressed. What is justice? What is freedom? What is the state? What makes a government legitimate? Is there any general obligation to obey the state? The course also focuses on theories of modernity and communities, the evolution of liberalism and individualism, and the relationship between politics and economics. Readings range from the Greeks to modern thinkers. Prerequisite: ENG 102.",POLS210 - Political Theory
Political Science,"This course offers a comprehensive overview of the Cold War, from the end of World War II to the collapse of the Soviet Union.The course will focus primarily the Cold Wars effects on domestic policy and American society, especially in film and literature; as well as its effects on U.S. foreign policy in Europe, the Far East, and Central and South America",POLS211X - Politics & Culture of the Cold War
Political Science,"This basis of this course will be anin- depth examination of various conspiracies in American Politics and Culture, beginning with the Salem Witch trials through the Lincoln Assassination Conspiracy, the Sacco & Vanzetti case andto the present day.More recentconspiracies include an examination of the JFK and RFK Assassinations, the Pentagon Papers case, the Watergate Conspiracy, the Iran/Contra scandal, Whitewater, the ""Vast Right Wing Conspiracy,"" the World Trade Center bombing, the Oklahoma City Bombing, Bush/Gore 2000, Global Warming, and the 9/11 Investigation.The ""Obama Birther"" controversy will also be covered.",POLS302 - The Conspiracy in American Politics
Political Science,"This course examines the dynamics of public policy-making in the United States at the national, state, and local levels. The course explores the factors influencing policy formation in a variety of areas: health, education, welfare, and urban planning. An analysis of how policy outcomes are evaluated is also covered.",POLS303 - The American Presidency
Political Science,"This course examines the dynamics of public policy-making in the United States at the national, state, and local levels. The course explores the factors influencing policy formation in a variety of areas: health, education, welfare, and urban planning. An analysis of how policy outcomes are evaluated is also covered.",POLS320 - Policy Making & the Political Process
Psychology,"In this course, students learn to think like psychologists as they study classic and contemporary topics in human behavior, feeling, and thought.Students learn to apply psychological perspectives of thought, including biological, cognitive, sociocultural, humanistic, psychodynamic, and behaviorist, to better understand the human experience.Students will learn to use these perspectives to explore how individual behavior is influenced by and influences ones biology, family, community and society. Topics may include human development, personality, psychopathology, human relationships, language, memory, perceptual processes, and intelligence, among others.",PSYC101 - Psychological Perspectives (KP)
Psychology,"Historically, much of Psychology has focused on decreasing maladaptive emotions and behaviors (neurosis, disorders, stress, aggression, etc.). This focus has largely ignored more optimal functioning like happiness, optimism, and life satisfaction. In recent decades more scientific research has aimed at promoting and sustaining psychological health. The emerging field of Positive Psychology is the study of how human beings prosper and overcome adversity. Its goal is to identify and enhance human strengths and virtues and allow individuals and communities to thrive.This introductory-level course will detail the history of this emerging field and focus on current research in social and positive psychology on happiness, virtue, and personal development.The course will explore research that has helped highlight factors that promote and sustain psychological health.Additionally, we will look at tools and techniques that have been shown to help cultivate thoughts and behaviors that effectively contribute to well being.This coursewouldsubstitute for PSYC101 (Psychological Perspectives) whenever that class is needed as a pre-requisite for an upper-level class but can be taken in addition to PSYC101.",PSYC104 - Positive Psychology
Psychology,"This course offers a social-developmental, multidisciplinary overview of issues related to the expanding age population in the United States.Students examine aging stereotypes, characteristics of agingpopulations, and the impact of age-related forces on individuals in American society.The course is geared toward students in a variety of disciplines and provides a knowledge base that can be applied to other areas of study.",PSYC111 - Generations in America
Psychology,"The course examines the relationship between drugs and behavior, including evidence about the effects of drugs on the brain. Several classes of drugs, including chemically or psychologically addictive substances, psychoactive and therapeutic agents, as well as recreational drugs, are examined. Drug use is related to psychological variables such as personality structure and interpersonal relationships, and theories of addictive processes and factors influencing drug use are examined, as are treatment strategies. Prerequisite: PSYC 101.",PSYC201 - Psychology of Drugs & Behavior
Psychology,"This course introduces students to a variety of the most important theories of personality: i.e., Freud, Jung, Adler, Rogers, and others. Case studies are examined with the intent of making theories more practical and useful. Prerequisite: Any 200 level psychology course.",PSYC202 - Psychology of Personality
Psychology,"This course is designed to introduce factual information about gender identity and gender role theories, sexual preference and sexual orientation, and psychosexual development. The course examines issues related to research on human sexuality and behavior, as well as sexual education, sexual disorders, and societal impacts on sexuality. Students are challenged to think critically about many issues surrounding human sexuality and all of its manifestations. Prerequisite: PSYC 101.",PSYC205 - Human Sexuality
Psychology,"This course provides for specialized offerings in psychology in order to allow faculty and students to explore issues that meet special interests.Courses could be offered at the 200, 300, or 400 levels, depending on work required and announced prerequisites.",PSYC206 - Special Topics in Psychology
Psychology,"This course is an introduction to the psychological experience of Blacks in the United States, including the historical, sociopolitical, and cultural influences that shape personality and mental health in community, family, and individual contexts. Connections between Africa, the Caribbean, and Black America will be examined with respect to culture, belief systems, and values. At the same time, we will also explore the many differences in history, culture, and experience within numerous groups and individuals of African-descent in the U. S. Prerequisite: PSYC101",PSYC209X - Psyc of the Black American Experience
Psychology,"This class examines the basic theory and application necessary to understand and facilitate small groups. Topics may include group types, formation, roles and stages; group process; cultural awareness; group interventions and ethics within the field of psychology and human service; therapeutic value of groups; and the family, classroom, and peers as small groups. Prerequisite: PSYC 101 or SOC 101.",PSYC218 - Dynamics of Small Groups
Psychology,"This is an introduction to the study of social interactions from a psychological perspective. Research reviewed focuses on topics such as: social perception, group interaction, attitude formation, attitudinal change, aggression, conflict, and pro-social behavior. Prerequisite: PSYC 101.",PSYC220 - Social Psychology
Psychology,"This course examines the physical, cognitive, linguistic, social, and emotional development of the child from birth to adolescence. The contributions of social and cultural experiences as well as the role of biological factors in development are examined as are major theories of development. Students are introduced to the research approaches used to study human development and may be required to carry out observations in various settings. Prerequisite: PSYC 101.",PSYC221 - Child Development
Psychology,"This course uses film to examine social psychological concepts and research and provides an opportunity for students to explore how people influence and are influenced by their social relationships, communities, and larger society.Films illustrate a range of social encounters that are examined from a social psychological perspective. Topics include conflict, love, personal and group behavior, prejudice, roles, privilege, and oppression. Prerequisite: PSYC 101 or SOC 101.",PSYC222 - Social Psychology in Film
Psychology,"This course provides a survey of contemporary knowledge of the human brain, examining normal developmental brain processes and common brain functions. The course also covers common disorders and emphasizes understanding the impact of atypical brain development and the consequences of brain trauma. Intervention strategies and treatment are included. Prerequisite: PSYC101",PSYC223 - Adolescent Psychology
Psychology,"This course examines settings such as school, recreational, and professional where sport activities occur. It covers topics such as motivation, anxiety, competition, cooperation, gender issues, and age and developmental level in relation to sport activities. Behavioral problems such as substance abuse and eating disorders, along with psychological factors in prevention and treatment of injuries are included. Prerequisite: PSYC 101.",PSYC240 - Sport Psychology
Psychology,"This course utilizes intrapersonal, psychosocial, and sociocultural perspectives to explore the psychological strengths and problems experienced by girls and women. Topics may include the mental health system, eating disorders, depression, women in families, violence against women, friendship, identity and diversity, immigrant experiences, biological influences, sexuality, issues at school and in the workplace, leadership, and research bias. Literature is examined critically for gender, racial, ethnic, and sexual preference biases, power dynamics, and limitations imposed on both females and males by gender imperatives. Prerequisite: PSYC 221 or PSYC 223, or permission of the instructor.",PSYC241 - The Psychological Life of Girls & Women
Psychology,"This course examines current research in the fields of biology, neuroscience, and psychology that explain the role of neural mechanisms in evoking and controlling human behavior. Topics include: thirst and hunger, sleep and arousal, sexual behavior, emotion, aggression, learning, memory, and mental disorders. Prerequisite: PSYC 101.",PSYC302 - Biological Basis of Behavior
Psychology,"if you are talking to your friends, you might not realize that someone just walked in the room, even though you probably did hear the door creak and their footsteps. Clearly you 'sensed' all the information, but because your brain didnt interpret it, you didnt 'perceive' the person walking in. This scenario highlights the central question that we will discuss in this course: how and why are we so wonderfully inefficient and delusional sometimes? It is estimated that our five senses take in 11,000,000 bits of information per second, yet we weed out all but 40 bits. This ability to sense but selectively perceive allows us to survive and live our life without being bombarded. Throughout this course, I hope to convince you that we don't perceive things as they are, we perceive things as we are - so don't be surprised if next time you are watching a RedSox game, a gorilla could run off the field without you noticing it at all. This course will substitute for Cognitive Processes for Psychology majors. Pre-reqs: Psyc 101.",PSYC304X - Sensation & Perception
Psychology,"This course provides for specialized offerings in psychology in order to allow faculty and students to explore issues that meet special interests.Courses could be offered at the 200, 300, or 400 levels, depending on work required and announced prerequisites.",PSYC306 - Special Topics in Psychology
Psychology,"This course deals with the application of psychological knowledge to the judicial process and the criminal justice system. Topics covered include effects of defendant, juror and case characteristics on verdicts, variables affecting eyewitness accuracy, identification and testimony, and the role of forensic psychologists in competency and criminal responsibility assessments as well as criminal profiling. Prerequisite: CJ 201 or PSYC 101.",PSYC307 - Forensic Psychology
Psychology,"This course explores diversity and its relation to identity, relationship, and power.Areas of diversity that may be a focus of the course include race, class, gender, ethnicity, sexual orientation, religion, immigration status, disabilities, aging and/or health status. Students study diversity on micro, meso and macro levels including perspectives on individual and group identity, prejudice and discrimination, and psychological well-being.Students are challenged to explore their own identities and the assumptions they make about various forms of diversity.Prerequisites:Any 200 level Social Science course.",PSYC316 - Psychology of Diversity
Psychology,"This course examines the wide range of personality and behavioral disorders. Both traditional and contemporary theories of psychopathology are reviewed. Emphasis is also placed on the tools, techniques, and process of both the diagnosis and the treatment of various disorders. Prerequisite: PSYC 202 or PSYC 220.",PSYC318 - Abnormal Psychology
Psychology,"This course examines common psychological disorders that affect children and adolescents.Students review factors that contribute to emotional, behavioral, cognitive and social problems in children and adolescents, as well as specific diagnostic criteria of psychological disorders.In addition, treatment of childhood disorders is discussed. Prerequisite:PSYC 221.",PSYC322 - Abnormal Child Development
Psychology,"This course provides a survey of contemporary knowledge of the human brain, examining normal developmental brain processes and common brain functions. The course also covers common disorders and emphasizes understanding the impact of atypical brain development and the consequences of brain trauma. Intervention strategies and treatment are included. Prerequisite: PSYC101",PSYC323 - Brain Function & Dysfunction
Psychology,"This course studies the ways that humans learn, remember, communicate, think, and reason. Emphasis is on the role of experimental data in development and evaluation of cognitive theories. Prerequisite: PSYC 101 &MATH 208",PSYC328 - Cognitive Processes
Psychology,"This laboratory course covers concepts of the scientific method in psychology including the logic of experimental and correlational designs, issues of control, sampling, measurement of variables, ethical issues in research, use of online professional search procedures, and writing in APA style. As part of the lab, students carry out an experiment and learn to use SPSS to create a database and perform statistical analyses. Prerequisites: MATH 208 and either PSYC 101 or SOC 101 or permission of the instructor.",PSYC331 - Experimental Design in Psychology
Psychology,"This course is designed to enable 1-3 students to assist a faculty member who is engaged in research.The faculty member mentors the student(s) through the research process.The process may involve some or all of the following components: Literature review of previous research on the topic, development of the research proposal and project design, development of any materials needed for the research, completion of IRB application, follow-through with the IRB recommendations and approval process, implementation of the research, analysis of the data, and presentation of the work through writing, conference presentation, or Lasell presentation. Prerequisites: SOC 331 or PSYC 331 and Permission of Department Chair.Students may enroll in the course for up to two semesters.",PSYC333 - Research Assistantship
Psychology,"This course studies a wide variety of tests and measurements used to assess intelligence, aptitude, achievement, and personality in clinical and counseling psychology, in education, and in business. Consideration of the history and theory of these tests is complemented by discussion of practical concerns related to their selection, their administration, and their interpretation in specific settings. Prerequisites: MATH 208 and PSYC 101.",PSYC345 - Assessment of Individual Differences
Psychology,"This course provides for specialized offerings in psychology in order to allow faculty and students to explore issues that meet special interests.Courses could be offered at the 200, 300, or 400 levels, depending on work required and announced prerequisites.",PSYC406 - Special Topics in Psychology
Psychology,"This course is designed to provide an understanding of the theory and application of psychology of sport, injury, and rehabilitation. Topics covered include emotion, motivation, mental skills training and use, psychological antecedents of injury, psychology of injury and rehabilitation, career transition and termination, disabilities, rehabilitation/exercise adherence, eating disorders, alcohol and drug/substance abuse, gender and cultural diversity, and research methods related to the psychology of sport, injury, and rehabilitation.","PSYC714 - Psyc of Sport, Injury & Rehabilitation"
Research Across The Curriculum,"This course is linked to three or four credit courses across the curriculum. Students in this course participate in a research project that includes an information literacy and written and/or oral communication component. Students wishing to enroll in a RAC Linked-Credit course must have the permission the instructor and must submit a proposal to the Director of the Fuss Center for Research on Aging and Intergenerational Studies. Research projects involving human subjects as participants must have the approval of the Committee for the Protection of Human Subjects (CPHS) before research data can be collected. Restrictions: Students may enroll for only one RAC Linked-Credit in a given semester; students may complete up to, but not more than, three RAC Linked-Credits towards completion of the bachelor's degree in a the host course. The RAC Linked-Credit cannot be taken pass/fail, and cannot be linked t a course that is taken pass/fail. This credit counts toward an unrestricted elective. It does not satisfy other degree requirements unless authorized by an academic department.",RAC100 - Research across the Curriculum
Rehabilitation Science,"The course involves a study of joint structure, joint function, and the biomechanical principles underlying the kinetics and kinematics of human motion, including normal gait and human movement. Emphasis is placed on the interaction between biomechanical and physiological factors in musculoskeletal and neuromuscular function, and the application of kinesiological principles to clinical rehabilitation practice.",RSCI701 - Advance Kinesiology and Biomechanics
Rehabilitation Science,The student will be introduced to a systematic evaluation approach based on the pathokinesiological model. The pathokinesiological model will examine human movement systems and it significance to regions of the human body. These regions will be recognized as potential sites for integrated pre-habilitation and rehabilitation exercise programs.,RSCI702 - Pathokinesiology
Rehabilitation Science,"The emphasis of this course is on the assessment of functional orthopedic conditions and musculoskeletal screening.The course emphasizes the application of systems analysis principles to clinical situations. The course goal is to improvethe clinician's ability to evaluate the patient's complaint as related to movement andidentify those patients who require additional orthopedic evaluation & referral whileassessing patient complaints in a logical deductive manner.Screening and assessment tools will be demonstrated as part of the process. In addition, the student is able to assess clinical scenarios as illustrated by relevant case studies.",RSCI703 - Musculoskeletal Functional Assessment
Rehabilitation Science,This hands-on course provides the theory and clinical application of current best practices in manual therapy techniques utilized in the treatment of orthopedic conditions that limit functional movement. The skills acquired in this course intend to produce any or all of the following effects: improve tissue extensibility; increase range of motion; mobilize soft tissues and joints; improve muscle function; modulate pain; and reduce soft tissue inflammation or restrictions in movement. A certification in a manual therapy technique will be acquired at the completion of the course.,RSCI704 - Concepts & Application of Manual Therapy
Rehabilitation Science,The purpose of this course is to increase student understanding of various rehabilitation issues facing America and the world today. This course focuses students toward the ever-changing contemporary issues that impact direct and indirect client care.,RSCI705 - Evidence Based Rehabilitation
Rehabilitation Science,"on limit function and dysfunction. The student will receive detailed insight into the design of corrective exercise programs. The systematic approach of an integrated corrective exercise design uniquely blends the variables of available flexibility, isolated and integrated strengthening, and exercise design to provide the student with the necessary foundation in designing and developing safe prevention and corrective exercise programs.",RSCI706 - Rehabilitation Program Design for Human
