Course Title,Course Description,Course Areas,Course Id
 Case Study: Transforming Economies of Europe: Short Term Program to Europe,"GLS276 Case Study: Transforming Economies of Europe: Short Term Program to Europe Prerequisite(s): Permission of instructor.Note: Formerly INT 320.This travel-embedded course examines the complex political, economic, and cultural changes taking place in Central and Eastern European economies as they re-join the global economy after decades of isolation.  We look at the challenges facing former centrally-planned economies as they attempt to converge with those of the European Union. Course material is drawn from the region as a whole, but one or more countries are chosen as the primary focus of attention. The course features experiential learning in one or more countries within the region, and these may include the Czech Republic, Poland, Bosnia- Herzegovina, Croatia, (eastern) Germany, or another location that illustrates the course content. This course may be taken multiple times for credit when traveling to different locations. ",GL,GLS276
 Dictatorship or Democracy?,"GLS303 Dictatorship or Democracy? Note: Formerly INT 303This course explores why some countries are democratic while others are not, and why some democracies survive while others return to authoritarian rule or hover in an ambiguous state of neither true democracy nor outright authoritarianism. The course analyzes how and why transitions from authoritarian rule toward democracy occurred in many countries around the globe in the late-20th and early-21st centuries, such as in southern Europe, the ex-communist world and the developing world, and it explores the quality of the new regimes, the challenges they face and their prospects for survival.  The course analyzes questions, such as: Is democracy only for the rich? Is Islam incompatible with democracy? Does ethnic diversity hinder democracy? Can democracy be imposed by the US? Is women's equality essential for democratic development? What is the effect of inequality on the sustainability of democracy? What are the chances for democracy in the Middle East? ",GL,GLS303
 Perspectives on Global Commerce,"GLS310 Perspectives on Global Commerce Note: Formerly INT 310.  May be used as an elective for INT majors and minors. May be used as a social sciences, humanities or unrestricted elective for other students.Surveys the phenomenon of global commerce within a broad interdisciplinary context. Considers the meaning and changing nature of global commerce and examines contemporary trade patterns from a geographic perspective. Reviews the history of global commerce and its impacts, and provides an overview of the development of economic ideas concerning trade and commerce. Examines specific areas of interest such as commerce and culture, the role of government and international organizations, the legal framework of global commerce, selected contemporary issues, and possible future scenarios for trade and commerce. ",GL,GLS310
 International Organizations,"GLS312 International Organizations Note: Formerly INT 312.  May be used as an elective for INT majors and minors. May be used as a social sciences, humanities or unrestricted elective for other students.This course examines the intergovernmental and nongovernmental organizations working in the field of economic and social development.  With the increasing interdependence of states and the globalization of the world economy new international institutions are developing.  The course will study the historical development, the contemporary operation, and the contributions of organizations such as the United Nations, European Union, World Trade Organization, UN Development program and Oxfam.  Since sustainable development is a primary activity of international organizations today, we will focus on development projects and activities in Africa.  The course provides an understanding of the work of international organizations in the field of development and of the practical skills required to work in international governmental and nongovernmental organizations. ",GL,GLS312
 Human Rights in Global Media,"GLS315 Human Rights in Global Media This course looks at how media covers themes of human rights across the globe.  It focuses primarily on documentary and feature films, but includes television, radio, print journalism, music, poetry, textiles, and the Internet, and will explore styles, forms, and techniques of media production and reception.  Many films and videos will be in languages other than English, with English subtitles.  The course examines how media influence and are influenced by recent history, politics, violence, and culture in different parts of the world, with emphasis on media influence in judicial human rights cases.  The course will emphasize team projects, fieldwork and student creativity. ",GL,GLS315
 International Politics,"GLS316 International Politics Note: Formerly GO 240Momentous events occurred in 1989 when the Communist regimes of east Europe collapsed and the Soviet government instituted major reforms. Clearly, with the end of the Cold War, the world was entering a new era of a new order. This course offers an overview of the critical international issues with which policymakers will grapple in the years leading into the 21st century. The course pays special attention to the controversies that illuminate the more perplexing questions that confront U.S. foreign policy, which range from international competitiveness to the conditions requiring U.S. military intervention. ",GL,GLS316
 Global Transportation and Tourism,"GLS325 Global Transportation and Tourism Prerequisite(s): GLS 101, GLS 110 or GLS 116 or instructor's permission.Note: Formerly  INT 285This course introduces the fundamentals of the global tourism and hospitality industries, emphasizing the role of all modes of passenger transportation. The semester is organized into five broad topics: tourism principles, history and distribution of tourism, tourism transportation, tourism impacts, and tourism research and marketing. We give special attention to the facilitation of tourism by ever-evolving passenger transportation technologies as well as how the industry is affected by events such as conflicts, terrorism, natural disasters. From a spatial perspective, we also look at the many economic, social, and environmental impacts of tourism upon destinations. Students apply course concepts by researching the tourism industry in one specific country and sharing their insights with the class. The ultimate objective is to develop a fundamental knowledge of the industry and to obtain skills for involvement in a variety of capacities. ",GL,GLS325
 Contemporary Issues in Global Politics,"GLS335 Contemporary Issues in Global Politics Prerequisite(s): GLS 102 or GLS 116 or GLS 226 or instructor's permission.Note: Formerly GO 262Focuses on a specific current event or public policy debate at the forefront of international politics.  This course examines specialized topics in the Global Studies field, focusing on those that are both critical and timely. The issues will be framed in a global political context, with emphasis on the actors, institutions or organizations, international systems, decision-making processes and interactions that shape them. Topic changes: With department approval, course may be taken more than once with a different topic. ",GL,GLS335
 Directed Study in Global Studies,GLS401 Directed Study in Global Studies Prerequisite(s): One GLS course and  Instructor's permission.Allows superior students to pursue independent study in a specialized topic under the guidance of a faculty member. May be repeated for credit. ,GL,GLS401
 Directed Study in Government,GLS402 Directed Study in Government Prerequisite(s): Department chairperson's or instructor's permissionPermits advanced students to study special topics. May be repeated for credit. ,GL,GLS402
 Model United Nations,"GLS403 Model United Nations Prerequisite(s): One GLS course or instructor's permission.Note: Offered only in spring.What is the impact of the United Nations on the world today?  How does it contribute to peace, development, and human rights?  Students in the seminar will learn about the operation of the United Nations, will research an issue currently before the United Nations, and will participate in the Model Security Council where they serve as ambassador for a member state.  This Model Security Council will develop your personal skills for researching, conducting parliamentary procedure, negotiating with other countries, public speaking and resolution writing.  The reading, discussion,  research and Model SC participation will enable you to understand the changing nature of global society and the role the United Nations plays in this new world. ",GL,GLS403
 Seminar in Global Studies,"GLS404 Seminar in Global Studies Prerequisite(s): Junior or Senior class standing and one GLS course or instructor's permission.Note: Formerly INT 360.  Not offered regularly.  Check with department chair for availability.Focuses on several topics of current global significance. The emphasis is on issues that are rooted in specific geographies and economies but are also affected by the changing world situation. The issues chosen may change from semester to semester. A selective, in-depth approach is taken to examine in an international context topics and cases that are of cultural, political, business or economic significance. Based on their background and interests, students will propose, develop and present their own research project or case. The course is designed to encourage students to contribute and synthesize concepts and ideas gained from previous courses, and to develop more depth and sophistication in applying their ideas and skills in analyzing contemporary global issues.  May be repeated for credit. ",GL,GLS404
 Seminar in Government,GLS405 Seminar in Government Prerequisite(s): Junior or senior class standing and one GLS course or instructor's permissionNote: Formerly GO 402.  Not offered regularly.  Check with department chair for availability.Permits advanced students to study selected topics in government. May be repeated for credit. ,GL,GLS405
 Internship in Global Studies,"GLS421 Internship in Global Studies Prerequisite(s): One GLS course and permission of the internship coordinator and a GPA of 3.0 or higher.Allows students to apply in business, government or the nonprofit sector knowledge gained in their academic program. The on-the-job experience, in turn, helps students to clarify their interests and career goals. A final paper based on the internship activities helps students to integrate classroom knowledge with real-world experience. In addition to producing a final paper, students are required to attend pre-internship workshops at the Center for Career Services and to meet regularly with a faculty adviser. ",GL,GLS421
 Internship in Government,"GLS422 Internship in Government Prerequisite(s): One GLS course and permission of the internship coordinatorNote: Formerly GO 421Offers students the opportunity to arrange, in conjunction with the college, employment in a public or nonprofit organization. A major paper will be required. ",GL,GLS422
 The Making of Our Contemporary World,"HI200 The Making of Our Contemporary World This course is designed to provide a broad conceptual grasp of the modern world by examining the major developments and events of the past century. Two world wars, a cold war, decolonization and ethnic conflicts have made the 20th century one of the most tumultuous in world history. The growth of the global economy has produced fundamental changes in lifestyles and in the types of issues that confront us. Rapid urbanization, the changing roles of women, the communications revolution and the spread of consumer societies have created conditions unknown to earlier generations. But not all cultures have created conditions unknown to earlier generations. Not all have benefited equally, and this has created tensions between the ""haves"" and ""have nots."" The world's different societies share the globe uneasily, but know they must coexist. The challenge is to make that happen. ",HI,HI200
" History of Ireland: From St. Patrick to ""The Troubles""","HI236 History of Ireland: From St. Patrick to ""The Troubles"" This course traces the history of Ireland from the days of St. Patrick to today's ""troubles"" in Northern Ireland. It will consider the experience of the Irish people, their lives, religion and political plight as they struggled for independence, stability and respect. It will also focus upon the rich and lively culture they created over the centuries and their impact on the larger world community. ",HI,HI236
 Latin America (1800-present),"HI261 Latin America (1800-present) Introduces the major currents of Latin American history from 1492 to the 20th century. Topics will include the Iberian and Amerindian background, the social and economic structures of the colonial period, slavery and race relations, the Wars of Independence, the continuing legacy of the colonial period, the integration of Latin America into the world economy, 20th- century revolutions, and the history of U.S. relations with Latin America. ",HI,HI261
" History of China: Before Confucius, After Mao (formerly HI 270)","HI264 History of China: Before Confucius, After Mao (formerly HI 270) Introduces the civilization of China. Examines the intellectual, political, social and economic patterns of the civilization. Discusses the roles of Confucianism, Taoism and Buddhism. Traces the growth of Chinese culture, including thought, art and life, dynastic cycles, inner Asian barbarians, and Confucian civilization at its height. Examines the coming of the West and the traumatic consequences of that encounter for China. Traces the struggle to resist, adapt and respond to the Western challenge. Emphasizes the revolutionary nature of the entire process for China. Examines the 20th-century blend of traditional Chinese and modern Western techniques that have combined to create contemporary China. ",HI,HI264
 History of Japan: Samurai and Salarymen (formerly HI 272),"HI265 History of Japan: Samurai and Salarymen (formerly HI 272) Introduces the civilization of Japan. Examines the intellectual, political, social and economic patterns of the civilization. Discusses the warrior society of early Japan and its response to Chinese culture. Traces the development of a distinctive Japanese civilization in early Heian society, the resurgence of the warriors, and the development of feudalism. Examines Japanese aesthetics and the influence of zen in noh plays, gardens and paintings. Discusses the long civil war and the reasons for closing the country in the early 17th century. Examines the growth of pre-modern society and economy during the long Tokugawa era. Treats the coming of the West and Japan's sprint to modernize during the Meiji period, the decisions that led to the China and Pacific wars, the American Occupation, and the growth of a dynamic global economy in contemporary Japan. ",HI,HI265
 Middle East: Islamic and Contemporary (formerly HI 284),"HI266 Middle East: Islamic and Contemporary (formerly HI 284) Studies geography and peoples of the Middle East today. Examines Muhammad's teachings, Arab conquests, formation of Islamic civilization, dominions of the Turks and Mongols, Latin Crusades, Ottoman Empire and Safavid Iran. World War I and European mandates, emergence of modern Turkey and Egypt, Israel's birth and struggle for existence, plight of the Palestinian refugees, Arab conservatism versus socialism, and other issues are explored. ",HI,HI266
 The Past and Present in Africa,"HI267 The Past and Present in Africa Examines a variety of African cultures as background for understanding recent African history. Introduces the basic institutions of African societies and the ways in which these resemble or differ from those of the West. Historical topics include slavery and the slave trade, colonial conquest and rule, African religions, Islam and Christianity, the rise of nationalism, independence, and the crisis in southern Africa. ",HI,HI267
 Modern South Asia,"HI279 Modern South Asia This course provides a general overview of Modern South Asian history for students with no prior background in the study of the subcontinent or its history.  After a brief introduction to ancient and pre-modern India, the course will address the rise and decline of the Mughal empire; the advent of British colonial rule and subsequent cultural and social change under the British Raj; race, gender and caste during the colonial period; the emergence of nationalism and the freedom struggle with particular emphasis on Gandhi; Independence, Partition and decolonization; the colonial and postcolonial economic history of the region; and popular perceptions of South Asia by western and diasporic communities.  It will engage with the larger processes of social change in South Asia by focusing on the interrelated themes of politics, economics, religion, race and gender. ",HI,HI279
" The Caribbean: Past, Present, Futures","HI280 The Caribbean: Past, Present, Futures This course will build an understanding of the insular Caribbean using traditional historical sources as well as fiction, film, and the Internet. The focus will be on the societies of the Greater Antilles-Cuba, Haiti, the Dominican Republic, Puerto Rico and Jamaica-although the smaller islands will also be considered. About two-thirds of the semester will highlight historical events that have shaped the modern Caribbean-slavery, the plantation system, the transition to free labor, independence movements and relations with the United States, to name a few. The last month of the course will examine current trends, including democratization, the growth of tourism, free trade zones, drug trafficking, and migration, as well as attempts at regional integration. Those discussions will help us forecast what the future of a small, poor, underdeveloped region like the Caribbean might be. ",HI,HI280
 History of Espionage,"HI304 History of Espionage This course surveys the world of espionage from ancient times to the present.  We shall study historically important spies, spymasters and organizations and their methods and motivations.  In the final analysis we shall be looking to understand the role espionage has played in shaping international relations, the modern state, military operations and more recently, the corporate world.  To that end, we shall need to understand the kinds of motivations for spying, the evolution of and professionalization of espionage organizations, how the spy is regarded in society at large.  Additional themes we shall explore include the differences between the realities of espionage and how it is portrayed in fiction and film, and lastly we shall explore ethical questions surrounding both corporate and state espionage. ",HI,HI304
 Arts and Society,"HI305 Arts and Society Arts and Society examines the interaction of art, politics, economics, and culture during the last six centuries, starting with the Renaissance.  Particular attention will be paid to three different countries in three very different centuries.  Holland in the 17th century, the Age of Rembrandt and the Dutch East India Company; France in the 19th century, the Age of Impressionism and the Industrial Revolution; America in the second half of the 20th century, the Age of Abstract Expressionism and American Empire.  This course will provide an introduction to the history of art and the art of History for the beginner.  (Course requires students to meet at Boston museums at least 3 times which count as a class). ",HI,HI305
 War and Society (formerly HI 218),"HI306 War and Society (formerly HI 218) War has had a decisive impact on past civilizations and is a preoccupation in our own.  It explores a community's hopes, pretenses, and fears; its social structure and level of technology; and its sense of honor and capacity for sacrifice.  The course examines the place and practice of war in five different settings;  the medieval west, 17th century England and the English Civil war, 18th century France and the French revolutionary army, Western Europe and World War I, and America in the nuclear age.  A variety of books, films and other materials are used to present a vivis and thoughtful account of each culture and its involvements with war. ",HI,HI306
 Through Children's Eyes: Crises of the Twentieth Century,"HI307 Through Children's Eyes: Crises of the Twentieth Century This course examines selected crises in twentieth century history through literary, film and other recorded or remembered experiences of children. Emphasizing primarily the history of Europe, it also discusses other areas of the world deeply influenced by European ideas, imperialism and economic domination. ",HI,HI307
 Drugs Trades in World History,"HI308 Drugs Trades in World History Drugs trades - licit and illicit - are often controversial.  By examining the histories of trade in drugs  - both small, easily transported and large bulk commodities - this course aims to explore the long history of the global economy and its relevance to contemporary problems of 'globalization.' ",HI,HI308
 Genocide in Modern History,"HI309 Genocide in Modern History Mass killing has become one of the most troubling and permanent features of our modern world. The Holocaust under the Nazis prompted the United Nations to draft the 1948 Convention on the Prevention of Genocide, and yet we continue to see mass killings that target specific ethnic or religious groups around the world. Why has genocide remained endemic in a world preoccupied with humanitarian causes and human rights? This course studies the historical causes of genocides past, and explores some recent cases of genocide in context. What do the perpetrators and victims tell us past and present? What makes genocide distinct from other mass killings, and what were the historical conditions and contexts that paved the path to genocide? Why are genocides so difficult to prevent? We will examine four cases of genocide around the world in search of answers. ",HI,HI309
 Hist Approach to Mod Terrorism,"HI310 Hist Approach to Mod Terrorism This course traces three centuries of terror and terrorism, from the French Revolution of 1789 until the present day. We will examine the specific socio-cultural contexts and the ideologies that shaped terrorist actions in modern history. We will study the ideologically and culturally diverse motives and goals that drove political radicalism: the overthrow of feudal monarchies, national liberation, anarchist ideals, and establishing a religious fundamentalist state as with ISIS are just some examples of modern terrorism. ",HI,HI310
 Revolutions & The Modern World,"HI311 Revolutions & The Modern World Why do revolutions happen and how do they change the world? This course focuses on three great revolutions: the French Revolution, the Russian Revolution and the Chinese Revolution.  We will examine the conditions that led to these revolutions, key revolutionary players and their opponents, as well as revolutionary values, beliefs and strategies.  We will look at popular movements and mass social conflict, but will not neglect such colorful individuals as Robespierre, Napoleon, Lenin, Stalin and Mao Zedong.  There will be opportunities to grasp the experience of these revolutions through studying historical documents, maps, audio and film recordings.  Ultimately, the course should help develop a better understanding of our modern world. ",HI,HI311
 History of the World Economy,"HI314 History of the World Economy Traces the history of a world economy from its formation in the pre-industrial era to the present, showing how trade and colonial interests have influenced modern history. Focuses on the competition for world markets and the struggle for empires. Also considers the impact of this struggle on foreign relations and the quality of life in industrial nations. ",HI,HI314
 Fashion Film & Food in So Asia,"HI315 Fashion Film & Food in So Asia Film, Fashion and Food in South Asia introduces students to major historical examples of architecture, painting, sculpture, clothing, cuisine and film in the Indian subcontinent. An emphasis will be placed on understanding the cultural, political and religious significance of these works against changing ideas of domesticity, economic development and concepts of beauty and taste. ",HI,HI315
 Women and Gender in South Asia,"HI316 Women and Gender in South Asia This course is an interdisciplinary investigation into the meaning of gender in South Asia.  We will look into the way women's lives and gender constructions have been influenced by the major historical events of colonialism, imperialism and post-colonialism. We will study feminist, orientalist, post-colonial, psychoanalytic and nationalist critiques through specific historical and ethno-historical works on South Asia. It is an interdisciplinary investigation into how gender, race, and class have affected colonial and postcolonial South Asian consciousness. On a broader level, our readings will examine some of the historical motivations for colonialism and imperialism, the nature of the 'colonial encounter', the relationship between colonial peoples and the metropole, and gender identities in postcolonial South Asia and diasporic South Asian communities. ",HI,HI316
 South Asian Religions,"HI317 South Asian Religions South Asia has a rich cultural legacy, which has spread around the world.  Not only did it birth several world religions, including Hinduism, Buddhism, Jainism and Sikhism, but it is also home to ancient communities of Muslims, Christians, Jews and Zoroastrians. In an interdisciplinary manner, students will engage with a broad history of the region through examining the origins, cultural practices and political influences of different religious traditions. We will examine the development of Hinduism, Buddhism and Jainism in the time of antiquity, the rise of a unique Indo-Islamic culture during the medieval period, the influence of British colonialism on indigenous religious practice and law, the emergence of religiously oriented nationalism in South Asia during the twentieth century and the practice of religion by diasporic South Asian communities today.  The emphasis will be placed on reading a wide variety of sources at the crossroads between history, literature and scripture. ",HI,HI317
 The Medieval West,"HI323 The Medieval West Covers approximately 1,000 years of Western history from the decline of the Roman Empire to the beginnings of the Italian Renaissance. Includes topics such as early Christianity, Germanic invasions, Byzantine and Islamic cultural influences, Carolingians, feudalism and manorialism, Vikings, church-state controversies, monasticism, Romanesque and Gothic architecture, Crusades, growth of towns and universities, Scholasticism, the Black Death, and everyday life. ",HI,HI323
 Modern British History,"HI331 Modern British History This survey of modern British history begins with the origins of British nationalism in the 18th century and concludes with an analysis of the problems of contemporary Britain.  Themes will include the interplay between society and institutions, persistence and change, as well as an examination of internal and external factors which contributed to Britain's 19th century ascendancy and 20th century decline. ",HI,HI331
 The Soviet Union and After,"HI334 The Soviet Union and After Introduces the main currents of Soviet history from the Bolshevik Revolution to the present. Treats social and cultural factors and their interrelation with politics, Stalinism, World War II, growth and expansion of the Soviet bloc, and the post-Stalin era. Discusses the breakup of the Soviet Union and the development of the successor states. ",HI,HI334
 Colonial America (1400-1750) (formerly HI 253),"HI340 Colonial America (1400-1750) (formerly HI 253) Analyzes the processes by which European states discovered, explored and colonized the Western Hemisphere. The political, economic and cultural expansion of Europe, the development of intercolonial rivalries and a comparison of imperial systems are some areas of inquiry. ",HI,HI340
 The Revolutionary Generation in the United States (1750-1815) (formerly HI 254),"HI342 The Revolutionary Generation in the United States (1750-1815) (formerly HI 254) Studies intensively the causes, course and result of the War for Independence. Examines the formation of the national state. ",HI,HI342
 Modern United States History (1920-present),"HI343 Modern United States History (1920-present) Note: Formerly HI 256This course provides an overview of U.S. history from the aftermath of World War I to the present.  Some of the possible topics covered include Prohibition, the Depression, the New Deal, World War II, the Korean War, the McCarthy Era, campaigns for civil rights (including rights for African Americans, gays and women), the Vietnam War, the countercultural Sixties, the Watergate Scandal, the Reagan Revolution, and 9/11. ",HI,HI343
 Constitutional History of the United States,"HI344 Constitutional History of the United States Focuses on America at the time of the break with England. Looks at Constitutional documents  -  their sources and their inclusions. Includes the development of Constitutional aspects of order in the United States as the country grew from an agrarian and simple commercial republic to an urban and industrialized world power, and from a homogeneous to a widely diversified people. ",HI,HI344
 Economic History of the United States,"HI346 Economic History of the United States This course provides an overview of American economic development from the colonial period through the twentieth century. It considers political and social issues (e.g., slavery and race) in the creation of the American nation and examines the shift from an agricultural to an industrial environment.  In that context, it pays special attention to the emergence of rationalized corporate structures and the political/regulatory responses to these changes. ",HI,HI346
 Work and the American Worker (formerly HI 260),"HI347 Work and the American Worker (formerly HI 260) This course looks at the history of work and the American worker from, roughly, the late 19th century to the present. It considers such issues as shifting styles of work, i.e., the evolution and meaning of the assembly line, scientific management, and the re-engineered workplace of today. It also examines the changing nature of working-class life and community among native-born and immigrant workers, women, and racial minorities. It explores the evolution of organized labor movements in the U.S. and their relationships to government and politics. This leads us into discussion of the role of law and government in workers' lives through the state response to strikes, government support or opposition to unionization, and anticommunism. ",HI,HI347
" History of Modern U.S. Foreign Policy, 1945-Present","HI349 History of Modern U.S. Foreign Policy, 1945-Present Examining the drama of the Cold War, the policies that defined it, and the resulting search for a post-Cold War approach to world relations, HI 249 analyzes the twists and turns of recent U.S. foreign affairs. Meant to hone one's powers of analysis, this course is especially valuable to students with interests in international business and the general ""global mission"" of Bentley University. ",HI,HI349
" Serfs, Slaves and Sojourners: The Minority Experience in the United States","HI350 Serfs, Slaves and Sojourners: The Minority Experience in the United States Examines the historical experiences of minorities in the United States. Looks specifically at Mexican-American, Afro-American, Native American and Asian American peoples. Discusses their experiences in the development of the United States and their contributions to contemporary American society and culture. Focuses on major figures, events, presidential actions and legislative fiats that have impacted the American experiences of these minority groups. The diverse nature of contemporary American society will be examined and discussed. ",HI,HI350
 The American Religious Experience,HI351 The American Religious Experience This course explores the role of religion in American life from the colonial settlements of the early 17th century to the present. ,HI,HI351
 20th Century US Economic History,"HI353 20th Century US Economic History This course examines the history of economic development in the United States since the 1890s.  It considers the emergence of mass production and consumption, changes in the organization of business, changes in the role of government, the impact of depression and war on the economy, globalization and the impact of international economic activity, and gender and race as they relate to the economy.  Other topics may include (but are not limited to) agriculture, labor, the environment, health, education, and technology in the economy. ",HI,HI353
 The New Nation,"HI354 The New Nation This course will focus on the monumental changes that took place in the first half of the nineteenth century, as well as the Civil War that tore the nation apart.  Topics such as the emergence of democratic politics, western expansionism, Indian removal, the rise of industrial capitalism, slavery, the birth of a women's rights movement, and Abraham Lincoln's political career will all be studied intensively.  Students should come away from the course with a sophisticated understanding of how the social, political and economic institutions that define our own world began and developed over time. ",HI,HI354
 American Environmental History,"HI355 American Environmental History This course introduces students to the major events, issues and ideas in American environmental history.  It enables them to analyze the role played by the environment through American history.  It will also encourage students to confront changing definitions of wilderness and nature and enable them to appreciate the role that ideologies play in shaping Americans relationship with their environment. ",HI,HI355
 The United States: From Nation to Empire (1865-1920),"HI356 The United States: From Nation to Empire (1865-1920) Focuses on the history of the United States in the ""Gilded Age"" and ""Progressive Era"" periods.  Begins with an overview of Reconstruction in the South and ends with and account of World War I.  Along the way, topics for discussion will include immigration, urbanization, business, art, religion, literature, technology, organized labor, machine politics, women's suffrage, the Populist movement, the status of African-Americans, the displacement of Native Americans in the West, range wars in the West, and the Spanish-American War. ",HI,HI356
 America and Its Arts,"HI357 America and Its Arts An introduction to the arts of America (painting, sculpture, decorative arts, architecture, photography, prints and print advertising) as they relate to the unfolding of American history from the time of the American Revolution to the present. ",HI,HI357
 US Women's History,"HI358 US Women's History This course will examine U.S. womens history from the colonial era to the present.  Course material will offer a broad perspective on womens lives, especially their work lives and economic contributions, as they have changed over time. ",HI,HI358
 Immigration in US History,"HI359 Immigration in US History This course provides an overview of the history of immigration to the United States.Because America is a nation of immigrants, immigration and immigrants have constantlychallenged and transformed the nation. We will be examining the shifting causes andpatterns of immigration, similarities and differences among the experiences of immigrantgroups in the United States, the growth of nativism, the development of legal restrictions,and the effects of immigration on the economic, social, cultural, and political life of the nation over time. Finally, because immigrants are also individuals, we will be reading several biographical accounts. ",HI,HI359
 Ten Ideas That Shook The World,"HI362 Ten Ideas That Shook The World Ideas have power in the world. This course explores the influence of ideas on events of the 20th and 21st centuries. Focusing primarily on European ideas and thinkers, such as Darwin, Marx and Freud, nationalism, socialism, evolution, it makes connections between political and social movements and the ideas that inspired or justified them. The ideas may be old, but their effects continue. ",HI,HI362
 History of American Sports,"HI370 History of American Sports Sports occupy a central place in American life. But that was not always the case. Through the careful reading of old and new books, articles, and visual texts, this course will trace sports-related changes in the U.S. from the mid-nineteenth-century onward, addressing a series of socially and culturally revealing questions about how the U.S. developed its obsession with sports, and what it all means. ",HI,HI370
 History of Boston,"HI372 History of Boston This course will focus on the history of Boston, one of Americas oldest and most influential cities (as well as the birthplace of Bentley).  The course will chart the transformation of Boston from a small Native American settlement into a major metropolis, and it will introduce students to the people, ideas, inventions, and events that shaped the city. ",HI,HI372
 Modern East Asia (formerly HI 275),"HI380 Modern East Asia (formerly HI 275) Considers East Asia's response to Western penetraton from 1840 to the present. Includes collapse of traditional cultures in China, Japan, Korea and Vietnam, and the building of new societies in these areas; rise and fall of Japan as an imperial power; nationalist and communist revolutions in China; decolonization and nationalism in East Asia; and the Cold War (Korea and Vietnam) and its aftermath. ",HI,HI380
 The Civil War,"HI381 The Civil War Note: formerly Hi 355The Civil War was arguably the most cataclysmic event in American history.  This course explores reasons for the war, the war itself, and consequences of the war. ",HI,HI381
 World War I (formerly HI 235),"HI382 World War I (formerly HI 235) This course traces the origins, progress and comsequences of World War I.  Consideration is given to politics, diplomacy and military developments.  Original films of the fighting are included, as welll as slides of the battlefields and monuments as they now appear.  Major  consideration is given to the literature inspired by the war. ",HI,HI382
 World War II (formerly HI 329),"HI383 World War II (formerly HI 329) Deals with the rise of fascism and international tensions that led to World War II, the conflict itself in its many campaigns, and the results of the war on our present environment. Particular attention is devoted to the role of the leading military, political and diplomatic personalities of the period and their impact on the main events. Full use is made of film, and guest lecturers who experienced the war in various capacities visit the class. ",HI,HI383
 The Vietnam War,"HI385 The Vietnam War This course examines the origins, events, and consequences of the wars in Vietnam from 1945 to 1979. Special emphasis will be given to the causes of American involvement and the reasons for the failures of U.S. policy. The events of the wars are placed in a different contexts demonstrating how ideological, diplomatic, social, cultural, and economic considerations influenced the conduct, duration, and end of the war. Topics include: French colonialism and in Vietnam, the outbreak of the Cold War and America's road to Indochina, how the wars were fought, the battlefield experience of American troops, the media and the war, the American antiwar movement, the impact of war on Vietnamese society, Ho Chi Minh and Vietnamese nationalism, the roles of the People's Republic of China and the Soviet Union, the Khmer Rouge and Cambodia, the Sino-Vietnamese war, cinematic representations of the  American War, and the Vietnam War's legacies in South East Asia and in the U.S.. ",HI,HI385
 Europe Since 1945 (formerly HI 230),"HI388 Europe Since 1945 (formerly HI 230) This course explores and analyzes post-World War II reconstruction, decolonization, the growth and development of consumer economies, contrasts in familial and societal roles of women, European economic integration and continuing sources of conflict. ",HI,HI388
 Selected Topics in American History,"HI391 Selected Topics in American History Explores a specific topic, location, period, or theme in U.S. history, such as cultural/social, political, economic, and intellectual history. ",HI,HI391
 Selected Topics in European History,"HI392 Selected Topics in European History Explores a specific topic, location, period, or theme in European history, such as cultural/social, political, economic, and intellectual history. ",HI,HI392
 Selected Topics in Asian History,"HI393 Selected Topics in Asian History Explores a specific topic, location, period, or theme in Asian history, such as cultural/social , political, economic, and intellectual history. ",HI,HI393
 Selected Topics in Latin American/Caribbean History,"HI394 Selected Topics in Latin American/Caribbean History Explores a specific topic, location, period, or theme in Latin American/Caribbean history, including cultural/social, political, economic, and intellectual history. ",HI,HI394
 Selected Topics in World History,"HI395 Selected Topics in World History Explores a specific topic, location, period, or theme in World History. ",HI,HI395
 Directed Study in History,HI401 Directed Study in History Prerequisite(s): Department chairperson's permissionPresents opportunity for superior students to engage in specialized study. (Allows repetition for credit.) ,HI,HI401
 Seminar in History,HI402 Seminar in History Prerequisite(s): Department chairperson's permissionNote: Not offered regularly.  Check with department chair for availability.Gives opportunity to small groups for study of selected topics. (Allows repetition for credit.) ,HI,HI402
 Internship in History,"HI421 Internship in History Prerequisite(s): Junior-level standing, 3.0 cumulative average, and permission of liberal arts internship coordinatorAn internship provides the student with an opportunity to gain on-the-job experience and apply principles and issues raised in the academic discipline to a work environment. The student is required to attend pre-internship workshops sponsored by the Center for Career Services, meet regularly with a faculty adviser, and develop a final paper or special project. ",HI,HI421
 Fundamentals of Content Development,"IDCC230 Fundamentals of Content Development Prerequisite(s): Expository Writing IIf information is the commodity of the information age, effective content is the key to building value for organizations.  This course teaches the basics of content development about business and technical subjects.  You'll develop how-to articles intended for publication on the Web, procedures, catalog entries, and proposals geared towards high tech, biotech, e-commerce and financial services.  In the process, you'll be introduced to the profession, and learn how to sharpen your writing, use page design to attractively present content, and communicate ideas visually. ",ID,IDCC230
 Fundamentals of Visual Communication,"IDCC240 Fundamentals of Visual Communication Prerequisite(s): Expository Writing IThe business world is dominated by visual images, and this course explores how to choose and present them.  Build your visual literacy as you learn about typography, color, layout, pictures, and symbols.  Learn to master principles such as rhythm and balance.  You will redesign pages and screens, prepare corporate identities, and develop brochures and quick references, which are all intended as potential portfolio pieces. ",ID,IDCC240
