title,desc
PS 101: Introduction to Politics,"Discussion of basic political concepts and values, explaining how governments make decisions and how individuals and groups affect those decisions. During the summer session, the course uses Boston as a model for understanding politics and political analysis. The class makes several field trips to historical, political, and community locations in the city. Summer. Group: II."
PS 111: American Government and Politics,"Introductory description and analysis of the politics of American institutions, with special emphasis on current policy questions such as crime, abortion, welfare, and healthcare. Spring. Group: II."
PS 125: Globalization,"This course examines the contemporary interconnections of the human communityglobalismand the process of globalization. We trace these connections by focusing on three arenas: the movement of people, culture and ideas; the relationships of production and exchange; and the consequences for conflict and climate. On each of these we will explore the background and basic concepts, develop an understanding of the processes of globalization that are taking place now, and examine political actions on each topic.4 credits. Fall 2015. Group: II. Social Systems Signature Course."
PS 130: Comparative Governance,"Comparative Governance explores the variety of ways in which communities (from the local to the national) create and operate structures of authority for making decisions and exerting control. Students learn about the governments of individual countries and political systems. Examining political institutions, political culture and processes, we focus on the ways in which people over time and across cultures have answered Aristotles fundamental questions: Who rules? And in whose interests are decisions made?"
PS 131: International Relations,"Introduction to conflict, competition, and cooperation among nations, discussing issues such as causes of war, the role of diplomacy in resolving international conflict, and the impact of economic competition in world politics. Fall, alternate years. Group: II."
PS 145: Politics and Economics in America,"Economic activity profoundly influences politics in the USand vice versa. In this course, students gain an understanding of basic concepts, such as markets, supply and demand, and innovation. They also understand the role of government in regulating economic activity, such as through fiscal and monetary policies. The approach is both historical and contemporaryso students understand the evolving nature of the political economy and how that shapes contemporary issues. This course would satisfy continuing requirements for Group II, social sciences, graduation requirements under the existing Breadth of Knowledge system. This course would be accepted as an elective in the SPS major. Social Systems Signature Course."
PS 201: Comparative Politics,"Students compare the political structures, political culture and performance of democratic and non-democratic political systems, through a focus on selected countries such as Great Britain, France, China, South Africa and others. Topics include the role of government in the economy, the role of women, religion and ethnic conflict, and the challenges of transitions to democracy. Fall, alternate years. Group: II."
PS 211: American Foreign Policy,"A study of the main problems facing the US in its relations with other nations. A brief survey of US foreign relations, followed by current issues facing US policymakers, such as military intervention, relations with international organizations, international trade, human rights, and the environment. Offered Selectively. Group: II."
PS 231 / 331: Women in Politics,"An examination of the changing role of women in the contemporary US and world politics, which includes a discussion of feminist political theory, women and the legal system, the Equal Rights Amendment, voting and representation. Encourages development of cross-cultural perspective on the politics of women by discussing the changes in the position of women in developing countries brought about by colonization, the feminization of global labor, religion, political mobilization, and war. Students may elect to take the course as either PS 231 or PS 331. Students selecting PS 331 will be expected to complete all work of PS 231, plus complete a substantial research paper (15-20 pages). Fall 2011 and alternate years. Prerequisite: PS 111, SPS 101, or permission. Group: II."
PS 232: The United Nations,"This course examines the roles of international organizations in world politics, focusing on the United Nations system. We will explore the ways in which issues are brought to international bodies, how those organizations respond, as well as the motivations for governments to join IOs, to cooperate, or to defy collective action. We will come to think critically about the future directions of world politics through our analysis of international collaboration. An important aspect of our course is participation in the National Model United Nations conference in New York. Spring, alternate years.Prerequisite: PS 131 preferred;permission of the instructor is required.Group: II."
PS 241: The American Legal System,"This course introduces students to legal concepts and procedures and basic principles of law. Students examine court decisions and their impact on law and justice, and explore the functions and institutions of the American legal system. Discussions focus on constitutional law and interpretation, development of the common law, and selected topics in criminal and civil proceedings. Spring, alternate years. Prerequisite: Sophomore status. Group: II."
PS 248: Family Law and Childrens Justice,"This course examines the legal systems role in the regulation of families and intervention in the lives of children. Students explore the development of legal and social policy related to child abuse and neglect, parental rights, and the juvenile justice system. Students also consider how violence and sexual abuse affect children and their families. Class discussions focus on literary and autobiographical works, as well as current issues and events. Fall, alternate years. Prerequisite: Sophomore status. Group: II."
PS 310: International Organizations,"Surveys public and private institutions operating across the boundaries of the territorial nation-state. Reviews public international organizations, which include: the UN and its specialized agencies; regional organizations such as the European Community; and military alliances such as NATO. Studies nongovernmental organizations with major transnational operations, such as multinational business enterprises and worldwide political movements. Offered selectively. Prerequisite: PS 131 or PS 211, or permission. Group: II."
PS 313: Campaigns and Elections in the United States,"The process by which Americans nominate and elect candidates to office, emphasizing presidential campaigns, but examining other federal and state elections as well. Topics include historical trends in US elections, contemporary influences on the process (parties, opinion polls, finances, mass media), characteristics of American voters, and proposals for campaign reform. Offered Selectively. Prerequisite: Any of the following: SPS 101, PS 101, PS 111, or permission. Group: II."
PS 315: International Political Economy,"This interdisciplinary course examines both the structures and evolution of the contemporary international political economy and explores selected problems, such as the application of international economic sanctions and the formulation of development strategies. The focus is on the political-power nexus of international economic issues. The course combines and integrates the tools and techniques of international economic analysis with political science attention to power, change, and the relationships among states and groups in the global system. Spring, alternate years."
"PS/CO 257/357: Media, Crime and Justice","Who determines our news? This course explores the complex relationship between media and crime, and how various media forms (television, newspapers, films, and the internet/YouTube/Facebook- hereinafter the media) portray deviance, crime, the police and the criminal justice system, and ultimately help shape social policy. The overall purpose of this course is to analyze crime and its images found in the media. Topics to be explored include the medias decision to cover certain news stories and crimes, what underlying issues/biases (race, gender, age) affect this coverage, what responsibilities, if any, the media have in factually reporting crimes, and how coverage/images found in the media affect our perception of crime and justice. Students enrolling in the 300-level section will be expected to read additional materials, lead class discussions, and complete a substantial research project. Prerequisite: SO103 preferred, permission of instructor required for PS357. Group: II or IDS"
PS/WS 245: Women and the Law,"This course examines the law and its impact on the lives of American women. The course explores the principles and processes of legal decision making and considers how laws have been used to both expand and contract the rights of women. The effect of legal status on womens daily experience is examined and critiqued. Readings from both legal and non-legal texts illustrate the relationship between law and culture and provide a basis for examining the law as an instrument of social policy. Spring, alternate years. Prerequisite: Sophomore status. Group: II or IDS"
PY 101: Introduction to Psychology (5 credits),"This course focuses on the scientific study of human behavior and provides an introduction to a wide range of topics studied in psychology. Topics include the science of psychology, behavior in social and cultural contexts, growth and development, learning, thinking and intelligence, personality, psychopathology, and treatment. A weekly two-hour laboratory provides scientific and practical experience with psychological phenomena. Fall and Spring. Group: III. Lab. Scientific Understanding Thematic Course"
PY 110: Lifespan Development,"Introductory level, interdisciplinary survey of human development presenting the lifespan from conception through old age, as a continuum. Focuses on the biological and psychological aspects of individual development, including sociological and cultural influences when appropriate. Group: III. Offered selectively."
PY 115: Psychology of Women,"This course focuses on womens biological, psychological, and social development. It examines the effects of female physiological development, gender differences, gender role development and stereotyping, and how being a woman influences personality and other aspects of development throughout the life cycle. Group: III. Offered selectively."
PY 206: Social Psychology,"This course focuses on the scientific study of how a persons behavior is changed by interaction with others. Topics include interpersonal attraction, conformity, prejudice, attitude-changing behavior in groups, and leadership. Fall, alternate years.Prerequisite: PY 101Group: III. Social Systems Signature course."
PY 211: Theories of Personality,"This course focuses on the psychological study of personality. After considering the nature of personality theory, it considers specific and representative theorists, including Freud, Jung, Adler, Murray, Horney, Sullivan, Allport, Skinner, and Rogers. Case studies supplement theoretical considerations. Fall, alternate years.Prerequisite: PY 101. Group: III."
PY 216: Child Development,"This course examines research and theory concerning the physical, cognitive, personality and social development of the child from conception through the end of childhood. Spring. Prerequisite: PY 101 or permission. Group: III."
PY 217: Childhood Disabilities,"This course investigates the emotional, intellectual, and physical disorders of childhood: their causes, descriptions, and treatment. Topics include anxiety disorders, mood disorders, conduct disorders, learning disorders, ADHD, language disorders and autistic disorders, and mental retardation. Case studies will be used to supplement and illustrate various childhood disabilities. Spring, alternate years.Prerequisite: PY 216 or permission. Group: III."
PY 221: Counseling and Interviewing,"This course will introduce students to the helping process. This will be done by integrating theory with practice using a multicultural approach. Students will be taught the basic elements of interviewing, along with good listening and responding skills. Issues of self-awareness, confidentiality, and ethics will be addressed. Fall.Prerequisite: Sophomore status. Group: II."
PY 222: Introduction to Expressive Therapy,"This is an introductory course on the history, theory, and practice of expressive therapies. The course will provide a comprehension overview of the theories, principles and practices exercised within the multitude of expressive therapies used in current day practices within the therapeutic world. Discussions around adaptation to particular populations will occur following hands-on experiential activities. All modalities will be covered and adapted to populations of interest that fall into the helping world of counseling and therapy. Fall."
PY 224: Group Dynamics,"This course looks theoretically and practically at behavior in primary and secondary groups. Students learn skills to analyze processes and to improve group effectiveness. Topics explored include leadership, communication processes, group development, decision making, conflict, and group maintenance. Fall or Spring.Group: III."
PY 231: Abnormal Psychology,"What is normal and abnormal behavior? This course applies theories and case studies to an examination of thought disorders, mood disorders, personality disorders, and problems of adjustment, concluding with a consideration of techniques for promoting mental and emotional health. Spring.Prerequisite: PY 101. Group: III."
PY 234: Cross-Cultural Psychology (S-L option)*,"This course exposes students to the profound effect of culture on individual development. It provides a balance to Western-centered theory and research, and emphasizes how culture shapes recognition, personality, social relations, and child-rearing. It includes techniques on interaction with individuals of differing cultural backgrounds, research methods used in cross-cultural psychology, and ethnocentric biases in conducting research. Spring, alternate years.Prerequisite: PY 101 or AN 101. Group: III. Social Systems Signature course.*Designated as a Service-Learning option course. See the Service Learning course section"
PY 250/350: Forensic Psychology,"Forensic Psychology is an undergraduate course that provides an introduction into theinterface between psychology and the law, and to see how forensic psychologists contribute to the legal systems. The purpose is to encourage students to take the perspective of the psychologist, focusing on the individuals role and responses within the legal systems. Areas of focus include, but are not limited to, lie detection, criminal profiling, jury selection, eyewitness testimony, competency to stand trial, and the insanity defense. Offered: Summers and selectively.Prerequisites (for 350 only): PY101 or permission of instructor. Group: III"
PY 264: The Psychology of Adolescence and Young Adulthood,"This course will examine the impact of physical, cognitive, and psychosocial growth on adolescent development. Topics to be addressed are the effects of peers, family, school, and work on adolescent development, as well as key issues and concerns facing todays adolescent. Using case studies and various theoretical perspectives students will be able to analyze adolescent behavior. Fall, alternate years.Prerequisite: PY 101. Group: III."
PY 270: Sport Psychology,"Designed to provide the student with a general understanding of how athletes can be assisted in preparing for team and individual competition. The course provides the student with an overview of sport and exercise psychology, bridges the gap between research and practice, and conveys fundamental principles of professional practice. The student studies issues such as motivation, stress and anxiety, competition and cooperation, leadership and goal setting. Offered Selectively. Group: III."
PY 305: Personality and Social Development in Children,"This course explores the process of socialization of the child, with particular emphasis on the development of such personality characteristics as aggression, altruism, achievement, attachment, self-control, and morality. The socializing effects of family, child-rearing practices, social class, ethnicity, peer relations, schooling, and broader cultural influences are also examined. Offered Selectively.Prerequisite: PY 216 or permission. Group: III."
PY 320: Physiological Psychology,"This course examines various human behaviors and the role of neural mechanisms in evoking and controlling such behaviors. Topics include thirst and hunger, sleep and arousal, sexual behavior, emotion, aggression, learning, memory, and mental disorders. It introduces issues of human genetics and medical conditions as appropriate. Emphasis is placed on current research into these behaviors in the fields of biology, psychology, and medicine. Spring, alternate years.Prerequisite: PY 101. Group: III."
PY 328: Psychological Testing,"This course examines the principles of test construction, ethical issues in testing and specific tests, among them: tests of intelligence, personality, aptitude, and occupational skills. Students become familiar with the administration and scoring of examples of commonly used assessment devices. It is useful for both Psychology and Manage-ment majors. Spring, alternate years.Prerequisite: PY 101. Group: III."
PY 340: Research Design and Applied Statistics (5 credits) (S-L)*,"This course introduces students to research methods and statistics used to answer questions posed in applied settings. The basic principles of research design including the posing of hypotheses, development of operational definitions and research measures along with selection of appropriate statistical analyses will be taught with the aim of applying these skills in a real world setting. Using a community-based research model students are partnered with community members to design a research proposal to answer questions posed by the community. Students learn various research designs, data collection techniques and appropriate statistics to develop a proposal to be carried out in PY 341: Community Based Research Practicum. There is a weekly two-hour lab. Fall.Prerequisites: PY 101 Group: III. Lab. This course satisfies the QR requirement.*Designated as a Service-Learning course. See the Service Learning course section"
PY 341: Community-Based Research Practicum and Applied Statistics (S-L)*,"(5 Credits)Students apply the principles of good research methods and statistics to community-based projects developed in PY 340: Research Design and Applied Statistics, and increase their knowledge of specific methods of relevance to the projects and the field of psychology. The major assignment for the semester is the completion of the research project from the proposal phase to data collection, culminating in the production of an APA research report and presentation to the community. There is a weekly two-hour lab. Spring.Prerequisite: PY340.*Designated as a Service-Learning course. See the Service Learning course section"
PY 345: Psychology of the Family: Theory and Practice,"This course studies the structure, systems, functions, and development of the family, as well as the roles individuals play within its context. Topics include the definition of family, family-system theory, diverse family structures, dysfunctional families, and family therapy. It also examines families in the larger societal context. Spring, alternate years.Prerequisite: PY 101. Group: III."
PY 348: Cognitive Psychology,"Contemporary psychology assigns a key role to the scientific study of the mind. Theories and research on thinking, perception, attention, memory, categorization, and problem-solving will be examined in this course. Students will apply findings from the field and consider the influence of culture and gender on cognition. PY 348 fulfills the psychology as a natural science requirement for Psychology majors. Spring, alternate years.Prerequisite: PY 101. Group: III."
PY 364: Adult Development and Aging,"This course explores the impact of psychological, social, and physiological changes on the ongoing development of the adult personality. It examines theories of adult socialization and aging as they apply to contemporary society. Offered Selectively.Prerequisite: PY 101. Group: III."
PY 490: Senior Seminar,"This course is an intensive examination of a major topic in psychology. Through reading research articles and theoretical papers, students critically examine selected topics in psychology, aiming to integrate a variety of methodologies and conceptual approaches to the subject. An emphasis is placed on perspectives that integrate experiences across the life span. There is a major term paper and presentation exploring in-depth one topic of the students choice. Fall.Prerequisite: Senior status."
PY 495: Senior Internship (6 credits),"This course provides students with firsthand experience in professional settings related to some aspect of the discipline (e.g., clinical, research, educational). At an appropriate site, students apply and evaluate skills and theories learned in psychology classes, as well as acquire new skills. It involves 16 hours a week at the placement site, a weekly seminar focusing on common, work-related issues, relevant readings, and individual presentations. Spring.Prerequisites: Senior status."
PY 497: Senior Internship II,"The skills and abilities learned in PY 495 are used at a different site at the same level of performance, or continued experience at the same site extends and expands the students experience. Requires 16 hours per week at the placement site, a journal, a weekly meeting with the faculty sponsor, relevant readings, and a paper relating experience to readings. Spring, after taking PY495.Prerequisites: PY 495 and permission of the B.A. Coordinator."
RE 100: Introduction to World Religions,"Invites students to reflect upon the role that religion plays in human life through an introduction to diverse religious convictions and inspirational traditions. Compares various religious perspectives to discern common and distinctive characteristics. Fall, alternate years. Group: I."
"RE 221: God, Gold, and Gurus: Religion in Contemporary America","Using Tillichs notion of faith as ultimate concern, RE 221 examines a variety of religious convictions in contemporary America, discussing such phenomena as fundamentalism, civil religion, secular humanism, alternative forms of religious experience, and the therapeutic ideal. Offered Selectively. Group: I."
SA 200: Sophomore Advisory (1 credit),"The Sophomore Advisory course is designed to help students connect their learning inside and outside the classroom and to assess their own skills, values, and areas of knowledge in a format that will be directly applicable to the satisfaction of the Portfolio Graduation Requirement. Students will have the opportunity to reflect upon all the College Competencies necessary to satisfy their Portfolio Requirement. Prerequisite: Sophomore standing."
SO 101: Introduction to Sociology,This course introduces the concepts of sociology that enable students to analyze society. Students gain an understanding of the sociological perspective and learn to see sociology as systematic discipline of inquiry into the world. They will be able to explain and interpret social phenomenon by employing various theoretical perspectives. Students gain knowledge of core sociological ideas such as culture and society; socialization processes and pressures; social stratification and social mobility; major social institutions and the exercise of power. No prerequisites.
SO 103: Introduction to Criminal Justice,"This survey course takes a sociological approach to the exploration of the historical, current operation, and future trends of criminal justice. Emphasis will be given to studying the goals, structures, and effectiveness of the police, court systems, and corrections. While the focus of the content will be practices in the United States, we will also look at other cultures and their systems of justice. Offered selectively.Group: II."
SO 201: Social Problems,"Focuses on the processes and consequences of societal reaction to conditions considered to be social problems. Topics include: welfare and poverty, drug use and abuse, healthcare, crime, mental illness, urban and environmental problems, prejudice and discrimination, and domestic violence. Group: II."
SO 216: Making Morality: The Social Construction of Conformity and Deviance,"Examines the social origins of and responses to normal and deviant behavior. Explores sociological explanations for why some individuals and groups are defined as being outside of the moral boundaries of a society, as well as the consequences of such definitions for those labeling and being labeled as deviant. Investigates the temporal and cross-cultural variation in definitions of normal and deviant behavior. Applies theoretical and conceptual insights to a variety of contemporary examples. Group: II."
SO 225 Sociology of Sport,
"SO 240: Work, Leisure, and Society","Examines changes that have taken place in the way Americans work and live, and considers whether these have been entirely beneficial. Topics include: the impact of new technologies, the decline of the professions, and changes in patterns of production and consumption. Offered Selectively. Prerequisite: One of the following: SPS 101, SO 201, or permission. Group: II."
SO 250: The Nature of Prejudice and Discrimination: Intergroup Relations,"Addresses cultural, institutional, and psychological sources of prejudice; basic theories of prejudice; and attitude change and the response of minorities, as illustrated by an analysis of racism, anti-Semitism, ethnic prejudice, gender bias, and homophobia in a cross-cultural perspective. Fall, alternate years. Prerequisite: SPS 101, SO 201 or permission. Group: II."
SO 252: Crime and Delinquency,"Overview of the perspectives of criminality and delinquency, concentrating on the theories of causation; the origins of and the differences between the adult criminal and juvenile justice systems; creation, implementation, and enforcement of criminal laws; and controversial issues relating to both adult and juvenile offenders. Fall, alternate years. Prerequisite: One of the following: SPS 101, SO 201 or permission. Group: II."
SO 255: Rethinking Justice: Restorative & Rehabilitative Practicesy,"How do we as a society define justice? Does our current criminal justice system adequately administer justice for all involved parties? This course introduces students to alternative systems of justice including the principles and practices of restorative justice programs, community corrections, and problem-solving courts. We will explore the needs and roles of stakeholders (victims, offenders, and communities) as we examine and challenge assumptions on the larger scaled themes of crime, justice and punishment. Particular focus will be placed on learning how to apply restorative justice principles to current problems within both the adult and juvenile criminal justice systems.Prerequisite: SO 103, Intro to Criminal Justice, or permission of instructor. Group: II. Social Systems Thematic Signature Course (for Students entering Fall 2016 and later)."
SO 310: Family in Society,"Examines the family through the familys life cycle. Focuses on contemporary family structures in America. Also uses cross-cultural studies. Spring, alternate years. Prerequisite: SPS 101, SO 201 or permission. Group: II."
"SO 320: Health, Medicine, and Society","Health, illness, and their management are treated as problems in the understanding of sociological theory, society, and the medical professions. The course concentrates on the American healthcare system, with comparative material from other countries and cultures. Spring, alternate years. Prerequisite: SO 201, or SPS 101, or permission. Group: II."
SO 330: Power and Privilege,"A comparative study of social stratification traces the development of rank and stratification in human society through an evolutionary sequence beginning with prehistory and ending with an analysis of the place of the US among contemporary societies. Fall, alternate years. Prerequisite: SPS 101, SO 201 or permission. Group: II."
SO 391: Sociological Theory,"Examines classical and contemporary social theories, including modern critical and feminist thinking. Offered Selectively. Prerequisite: SPS 101 or permission. Group: II."
SP 101: Elementary Spanish I,Emphasis is on communication in the language while the principles of grammatical structure are introduced. Open to students who have had no Spanish. Fall. Group: I.
SP 102: Elementary Spanish II,Continued emphasis on oral communication and language structure through various interactive activities. Spring. Prerequisite: SP 101 or equivalent. Group: I.
SP 200: Spanish for the Professions,"This course emphasizes basic grammatical and conversational structures, as well as selected vocabulary used in professions, including business, medicine, and social services. Focus on professional area may shift according to student interest. A basic knowledge of Spanish is assumed, although the main forms and structures are reviewed. Offered selectively. Prerequisite: SP 102 or permission. Group: I."
SP 201: Intermediate Spanish I,"Stresses intensive grammar review, with emphasis on vocabulary development for oral and written expression. Readings and Spanish-language videos on contemporary issues, as well as life and culture in Hispanic countries, are a basis for conversation and writing. Fall.Prerequisite: SP 102 or equivalent.Group: I."
SP 202: Intermediate Spanish II,"Continuing grammar review with increased emphasis on cultural aspects of contemporary Spain and Latin America through study of modern literary selections, journalism, and Spanish-language videos. Spring. Prerequisite: SP 201 or equivalent.Group: I."
SPS 101: Introduction to Social and Political Systems,"This course introduces the study of social and political systems, emphasizing human interactions in various types of communities: local, national, and international. Students engage in their own explorations of communities as they learn and apply the concepts of power, identity, and governance. Projects include collaborative work, presentations, field research, and written analyses. Fall and Spring. Group: II or IDS."
SPS 150: Peace and Conflict Resolution (S-L)*,This is an introduction to the broad field of peace studies and conflict resolution. The course explores three themes: the causes of conflict and violence between and within communities; the uses of nonviolent action in conflict situations; and methods of conflict resolution. The course also involves a practical application of conflict resolution perspectives and techniques through a service project for the College or the larger community. Spring. Group: II or IDS.*Designated as a Service-Learning course. See the Service Learning course section.
SPS 211: Special Topics in Public Policy,"Selects a single topic to illustrate the processes and controversies of social policy formulation. Focus varies with each course offering. Topics might include: AIDS, domestic violence, poverty, and/or drugs. Spring, alternate years. Prerequisite: Any of the following: SPS 101, PS 101, or permission. Group: II."
SPS 220: Local ActionGlobal Change,"Local communities around the world are facing similar problems, regardless of which part of the globe they inhabit. This course focuses on a selection of broad issues and the questions and struggles inherent in them; topics include human rights and social justice, homelessness, and AIDS. The class explores the local and global manifestations of these problems and develops action plans for addressing them. Fall. Prerequisites: SPS 101 or permission. Group: II or IDS."
SPS 305: Social Movements and Social Change,"Examines the role of organized social movements in promoting social change. Considers theories of social movements, along with an analysis of their life cycles. Examples include: environmentalism in the US and elsewhere; ethno-regional movements in Europe, North America, and South Africa; sub-cultural movements, e.g., the pro-choice and anti-abortion movements. Offered Selectively. Prerequisite: Any one of the following: SPS 101, PS 101; or permission. Group: II."
SPS 381: Methods of Social Research,"This course introduces students to the social science research process. We will examine the nature of social science research and describe the methods that set it apart from our more common sense attempts at human inquiry. Toward this end, we will engage in a community-based research (CBR) project. CBR is research that is conducted by, for, or with the participation of community members. CBR begins with the identification of research topics by community members. In forming a partnership with an academic institution, community members, faculty, and students work together as a research team at all stages of the research process. Collectively, the research team frames the research question, operationalizes the variables that will be examined, weighs research design alternatives, details sampling techniques to be utilized, collects and analyzes data, and disseminates the results of their work. Fall. Prerequisite: Any one of the following: SPS 101, PS 101. Group: II."
SPS 382: Practice of Social Science Research Methods (4 CREDITS),"This course builds on the skills and knowledge of SPS381. Students will hone skills related to social science research by conducting an independent research project as well as a collaborative community based research project with a community organization of their choice. Students will work with a community partner to identify a problem plaguing their organization and develop a set of research questions, identify the variables to be examined, weigh research method alternatives, collect and analyze data, and disseminate the results of their work in a comprehensive report to be presented to the community partner at the end of the semester. Students will also design the skeleton of the project for their senior project. Spring. Prerequisite: SPS 381, or permissionGroup: II."
SPS 490: Senior Seminar,"This course is a capstone seminar for the B.A. in social and political systems. Students actively engage in the current debates and research related to the social and political studies program. Each year the substantive focus of the course varies, but may include topics such as immigration, welfare reform, or the relationship between democracy and violence. The course involves a significant independent research project that contributes to the students College portfolio. Fall. Prerequisite: Senior status. Group: II."
SPS 495: Senior Internship (6 credits),"Provides students with firsthand experience in professional settings related to sociology and/or political science (e.g., social service and government agencies, research, nonprofit organizations). At an appropriate site, students apply and evaluate theories learned in the two disciplines, and acquire new skills that promote career development. Involves 16 hours a week at the placement site, a weekly seminar focusing on common perspectives and work-related issues, relevant and individual presentations. Spring. Prerequisite: Senior status. Group: II."
TA 390: Teaching Assistant (TA) (2 credits),"After successful completion of a course, students have the opportunity to return as a TA for the course. The student attends the classes, for which she is the TA, and assists the faculty in preparing the course, designing exams and assignments, assists in grading material, and may lead class lectures and/or class discussions. Time commitment of 5 to 10 hours per week. Ordinarily, there is a limit of one Teaching Assistant per course; minimum course enrollment of ten. May be repeated once for credit. Students will receive CR/NC. Fall and Spring. Prerequisite: Ordinarily, a Teaching Assistant should be a junior or senior with a major in the field. A Teaching Assistant must have a GPA of 3.0 or better in the discipline. Ordinarily, a Teaching Assistant should have completed the course with a grade of B or better. Successful completion of the course for which the student will serve as TA. Guidelines set by individual disciplines."
TH 100: Performance in the Play (1 credit),This course recognizes participation in the Fall or Spring play. Experience is not necessary. Students who participate as part of the requirement of another course are not eligible for credit in TH 100. A minimum of 812 hours per week for approximately six weeks is required. TH 100 may be repeated for credit. CR/NC only. Fall and Spring.Prerequisite: Audition or permission.
TH 104: Introduction to the Theatre,"This course explores the collaborative nature of theatre by examining the contributions of the actor, playwright, director, and designers, as well as their relationship to one another and to theatre architecture, production, management, and criticism. Students attend at least one performance in Boston and participate in classroom exercises and projects. Fall. Group: IV."
TH 105: Improvisation: Playing Seriously,"This course is useful for the actor as well as the student who wishes to improve her confidence and develop her imagination, creativity, spontaneity and collaborative skills. Improvisation exercises using story-telling strategies and character development will lead to a final in-class performance. Spring, alternate years. Group: IV."
TH 140: Costume Design,"This course covers the process of costume design from the beginning of the production process to building the costumes for a College production. Participation in Pine Manor College productions must be completed to receive credit for this course. Fall, alternate years. Group: IV."
TH 141: Design and Building for the Theatre,"This course provides practical production experience in scene design, set construction, painting, properties, lighting, and stage management. Participation in Pine Manor College productions must be completed to receive credit for this course. Fall and Spring. Group: IV."
TH 211: Acting I: Scene Study,"TH 211 is an introduction to acting. Monologue and scene work are complemented by technique exercises, emphasizing emotion, movement, and voice. Actors begin with simple actions as a way to understand how to find a characters objectives and obstacles. Memorization and rehearsal of scenes for in-class performances are required. Fall. Group: IV."
TH 212: Acting II: Acting Workshop,Students rehearse and present scenes in workshop performances for the PMC community. TH 212 is especially recommended for students who have completed TH 211. Spring. Group: IV.
TH 215: Theatre for Social Change,"Students will discover how to use theatre concepts to create positive change in a community. In this active, experiential course, students will engage in storytelling, devising, facilitation, and evaluation. They will build thematic pieces aimed at pressing social issues, research facts and core concepts, learn how to facilitate community dialogue, and go out into the community to deliver performances that activate conversation, increase understanding, and spark change. Group IV, Ideas 2 Signature Course."
TH 225: Theatre Ensemble,"The goal of this course is to achieve an ensemble of artists participating in an holistic approach to theatre: students assume the roles of writers, directors, designers, and actors. Through readings, exercises, and discussions, students are encouraged to explore the world around them, engaging in issues that concern them, and working together to develop a final project inspired by their journey, to be presented to the Pine Manor community. Fall, alternate years. Group: IV."
TH 251: Theatre for Children,"This course introduces the student to the methods and materials of play production for young audiences. Topics include storytelling, improvisation, theatre games, acting, play selection, direction, settings, and costumes. TH 251 culminates in a production performed for a young audience. Spring. Group: IV"
VA 103: Images to Ideas,"Visual literacy is the ability to understand and interpret ideas expressed through visual means, such as paintings, maps, photographs, charts, graphs, and symbols. This course will feature studio projects exploring the visual elements, along with readings, to enhance both creative and critical thinking skills. Fall. Group: IV"
VA 110: Drawing,"Develops perceptual and manual skills necessary in responsive drawing. The major objective is the development of seeing in a way that can be translated into all forms of drawing. Explore line, shape, value, space, volume, composition, perspective and drawings expressive qualities using a variety of drawing media. Spring. Group: IV."
VA 115: Printmaking,"An exploration of printmaking techniques such as collagraph, silkscreen, linoleum and wood cut, drypoint, intaglio, and monoprint. In addition to refining traditional skills, individual experimentation is encouraged. Spring, alternate years. Group: IV"
VA 120: Design Fundamentals,"Familiarizes students with theories of design and furnishes experience in the use of tools common to the visual arts professions. Uses elements of design, line, form, color, and typography to explore visual concepts such as composition, proportion, balance, and movement. This course is an entry-level course and is recommended for those planning to take VA 150 Introduction to Computer Graphics. Offered selectively. Group: IV"
VA 140: Basic Photography,Examines photographic visualization and communication through experimentation with camera control and darkroom techniques. Emphasizes opportunities for individual investigation and expression. Requires a 35 mm camera (with a few available for loan). Fall and Spring. Group: IV
VA 150: Introduction to Computer Graphics,"Overview of the use of the Macintosh computer in such visual arts fields as illustration, photography, advertising layout, and graphic design. Explores design dynamics while teaching proficiency in such software programs as Adobe Illustrator, InDesign, and Photoshop. Each student creates a digital portfolio of her work using Adobe Acrobat. Fall, alternate years.Group: IV"
VA 202: Painting/Watercolor,"Various watercolor techniques and materials are explored. Students work from direct observation in the studio as well as abstractly to explore color relationships, composition, and the expressive qualities of the medium. Fall, alternate years.Group: IV"
VA 205: Painting/Oil,"Introduction to this most versatile of mediums, exploring basic concepts in color mixing and modeling forms, using still life, landscape, the portrait, and abstraction. Fall or Spring. Group: IV"
VA 210: Drawing II,"This course provides opportunities for advanced study of drawing principles, building on the techniques and knowledge gained in VA 110. Spring.Prerequisite: VA 110. Group: IV"
VA 215: Printmaking II,"This course provides opportunities for further study of printmaking, building on the techniques and knowledge gained in VA 115. Spring, alternate years. Prerequisite: VA 115. Group: IV"
VA 225: Color,"Intensive exploration of color starting with the color wheel, with analysis of various color theories, including Itten and Albers. This course moves through experiments designed to sharpen perception and increase color sensitivity. Explores various color harmonies, as well as subjective, objective, and historical aspects of color. Spring, alternate years.Prerequisite: a 100-level or above VA course, or permission. Group: IV"
VA 226: Computer Graphics II,"Concepts and techniques used in the graphic design profession are studied in this course. Emphasis is on developing skills and knowledge in typography, information design, illustration, layout, image manipulations, and color correction. Students will explore the creative use of the computer in design, production, and illustration. The course extends proficiency to include Adobe InDesign, and advanced uses of Adobe Illustrator and PhotoShop. Students create digital portfolios of their work using Adobe Acrobat. Offered selectively.Prerequisite: VA 150. Group: IV"
